,id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,accurate_date,image_width,image_height
2107,007A5P4F03-006,Casa da Moeda no Campo da Aclamação,"A fotografia mostra a Casa da Moeda, inaugurada em 1868 e localizada no Campo da Aclamação (atual praça da República). Foi aí instalada depois de ser transferida de Salvador, primeira sede da casa da moeda,  para o Rio de Janeiro. Hoje o prédio é sede do Arquivo Nacional.",Camillo Vedani,,1860-01-01,1869-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i:16,5 cm x 23,0 cm      sp:22,7 cm x 30,5 cm",Praça da República,False,,
2108,007A5P4F02-076,Exposição Internacional de 1922,,Augusto Malta,1922-10-18,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:22,4 cm x 17,5 cm      sp:24,1 cm x 18,1 cm",Centro,True,,
2109,007A5P4F02-075,Exposição Internacional de 1922,,Augusto Malta,1922-10-18,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:12,2 cm x 23,3 cm      sp:20,3 cm x 25,4 cm",Centro,True,,
2110,007A5P4F02-074,Exposição Internacional de 1922,,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,1 cm x 23,3 cm      sp:20,3 cm x 25,4 cm",Centro,True,,
2111,007A5P4F02-073,"Exposição Internacional de 1922, Pavilhão Italiano",,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,1 cm x 23,0 cm      sp:20,3 cm x 25,5 cm",Centro,True,,
2112,007A5P4F02-072,"Exposição Internacional de 1922, Pavilhão do México",,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,2 cm x 23,3 cm      sp:20,3 cm x 25,4 cm",Centro,True,,
2113,007A5P4F02-071,"Exposição Internacional de 1922, Pavilhão das Indústrias",,Augusto Malta,1922-09-07,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,2 cm x 23,3 cm      sp:20,3 cm x 25,4 cm",Centro,True,,
2114,007A5P4F02-070,Vista panorâmica da Exposição Internacional de 1922,,Augusto Malta,1922-10-18,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,6 cm x 23,3 cm      sp:20,3 cm x 25,5 cm",Centro,True,,
2115,007A5P4F02-069,"Exposição Internacional de 1922, Pavilhão do Distrito Federal",,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,3 x 23,3 cm; sp: 20,3 x 25,4 cm",Centro,True,"23,3","17,3"
2116,007A5P4F02-068,Torre da Exposição Internacional de 1922,,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,3 cm x 23,3 cm      sp:20,3 cm x 25,4 cm",Centro,True,,
2117,007A5P4F02-067,Exposição Internacional de 1922,,Augusto Malta,1922-09-22,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,3x 23,4 cm; sp: 20,3 x 25,6 cm",Centro,True,"25,6","20,3"
2118,007A5P4F02-066,Exposição Internacional de 1922,,Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,3 cm x 23,4 cm      sp:20,3 cm x 25,5 cm",Centro,True,,
2119,007A5P4F02-065,Exposição de 1922 - Portão do Norte,"Um dos portões de entrada da Exposição Internacional do Centenário, que ocorreu em 1922 para comemorar o centenário da Independência brasileira. Segundo historiadores, é a grandiosa versão nacional das exposições internacionais promovidas no século XIX, organizadas para celebrar o ideal nacional.",Augusto Malta,1922-01-01,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,3 x 22,1 cm; sp: 20,4 x 25,5 cm",Esplanada do Castelo,True,"22,1","17,3"
2120,007A5P4F02-060,Túnel Velho,,Augusto Malta,1927-11-19,1927-01-01,1927-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,6 cm x 22,9 cm      sp:18,5 cm x 24,0 cm",Copacabana,True,,
2121,007A5P4F02-059,Bairro de Botafogo a partir do Flamengo,,Augusto Malta,,1905-01-01,1915-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,0 x 22,9 cm;  sp: 20,4 x 25,5 cm",Flamengo,False,"22,9","17,0"
2122,007A5P4F02-058,"Botafogo, ao fundo o Morro do Corcovado com Cristo Redentor, Pedra da Gávea e Morro do Pão de Açúcar a partir do Flamengo",,Augusto Malta,,1926-01-01,1930-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:16,6 cm x 23,0 cm      sp:20,3 cm x 25,4 cm",Flamengo,False,,
2123,007A5P4F02-057,"Campo do Leblon, atual Ipanema, a partir do Vidigal",,Augusto Malta,1910-01-01,1910-01-01,1910-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:16,6 cm x 23,0 cm      sp:20,3 cm x 25,4 cm",Leblon,True,,
2124,007A5P4F02-056,"Avenida Vieira Souto, vendo-se a Praia de Ipanema",,Augusto Malta,1934-08-18,1934-01-01,1934-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,0 cm x 23,6 cm      sp:20,4 cm x 25,5 cm",Ipanema,True,,
2125,007A5P4F02-053,"Panorama de Botafogo, vista para a Lagoa Rodrigo de Freitas, a partir do mirante Dona Marta",,Augusto Malta,,1921-01-01,1927-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 19,4 x 30,0 cm",Cosme Velho; Mirante Dona Marta,False,"30,0","19,4"
2126,007A5P4F02-052,Pedra da Gávea a partir de São Conrado,,Augusto Malta,,1921-01-01,1927-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,0 cm x 23,3 cm      sp:20,4 cm x 25,5 cm",São Conrado,False,,
2127,007A5P4F02-051,"Praia do Leblon, ao fundo o Morro Dois Irmãos",,Augusto Malta,1924-10-17,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,0 cm x 23,6 cm      sp:20,4 cm x 25,5 cm",Leblon,True,,
2128,007A5P4F02-050,Panorama de Copacabana a partir de Botafogo,,Augusto Malta,,1952-01-01,1958-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,5 cm x 23,4 cm      sp:20,4 cm x 25,5 cm",Botafogo,False,,
2129,007A5P4F02-049,Avenida Atlântica,,Augusto Malta,1919-06-16,1919-01-01,1919-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,0 cm x 23,4 cm      sp:20,4 cm x 25,5 cm",Copacabana,True,,
2130,007A5P4F02-048,"O Túnel Alaor Prata, na ocasião da inauguração Túnel Real Grandeza, conhecido comoTúnel Velho",,Augusto Malta,1927-12-31,1927-01-01,1927-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,5 cm x 23,4 cm      sp:20,4 cm x 25,5 cm",Copacabana,True,,
2131,007A5P4F02-043,Túnel Velho Copacabana,"Túnel Alaor Prata, mais conhecido como Túnel Velho, que liga Copacabana a Botafogo.  Até o século XIX chegava-se a Copacabana somente pelas ladeiras do Barroso (atual Tabajaras) e do Leme ou através de um percurso mais longo pela Lagoa Rodrigo de Freitas. A abertura do túnel em 1892, que seria parte do trajeto dos bondes da Cia. Jardim Botânico, foi fundamental para a ocupação da área, ainda bastante isolada da cidade. Até 1900, somente os bondes poderiam transitar pelo túnel.",Augusto Malta,1926-03-30,1926-01-01,1926-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,1 cm x 22,9 cm      sp:20,3 cm x 25,5 cm",Copacabana,True,,
2132,007A5P4F02-042,Ônibus,,Augusto Malta,,,,,,"i:15,3  cm x 29,5 cm",Rio de Janeiro,False,,
2133,007A5P4F02-040,[Morro] da Babilonia,,Augusto Malta,,,,,GELATINA/ Prata,"i:17,2 cm x 22,9 cm      sp:20,4 cm x 25,5 cm",Rio de Janeiro,False,,
2134,007A5P4F02-038,A Escola Militar da Praia Vermelha,"A Urca só foi urbanizada no Governo Afonso Pena, 1908, quando Sampaio Correia assumiu as obras. A Praia da Saudade ganhou cais, dezenas de ruas foram pavimentadas e o edíficio da Escola de Guerra foi concluído.",Augusto Malta,1908-01-01,1908-01-01,1908-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 19,6 x 29,4 cm",Urca,True,"29,4","19,6"
2135,007A5P4F02-036,Avenida Beira Mar,"Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. Na época de Pereira Passos também sofreu inúmeras reestruturações.",Augusto Malta,1907-02-11,1907-01-01,1907-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:22,2 cm x 28,7 cm",Botafogo,True,,
2136,007A5P4F02-034,Demolição das Contruções do Morro do Castelo,"A demolição do morro do Castelo teve início em agosto e só terminara em novembro de 1922, incompleta. O morro só será definitivamente arrasado com o prefeito Henrique Dodsworth na época do Estado Novo. O Morro do Castelo era um dos  marcos iniciais da cidade colonial, e por isso mesmo foi destruído, segundo as idéias ""modernizadoras"" de uma República que se queria, ao menos na aparência, ser civilizada e moderna e esquecer do passado colonial.",Augusto Malta,,1919-01-01,1925-01-01,,GELATINA/ Prata,"i:16,4 cm x 22,1 cm      sp:20,3 cm x 25,4 cm","Morro do Castelo, Rio de Janeiro",False,,
2137,007A5P4F02-033,"Colégio, Igreja e Seminário dos Jesuítas",,Augusto Malta,,1917-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:15,6 cm x 22,4 cm      sp:20,3 cm x 25,4 cm",Centro,False,,
2138,007A5P4F02-032,[Interior da Igreja da Companhia de Jesus],Sepultura de Mem de Sá no interior da Capela Primitiva.,Augusto Malta,,1919-01-01,1925-01-01,,GELATINA/ Prata,"i:23,0 cm x 17,0 cm      sp:25,5 cm x 20,3 cm",Rio de Janeiro,False,,
2139,007A5P4F02-031,Outeiro da Glória,,Augusto Malta,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,2 cm x 22,9 cm      sp:20,4 cm x 25,5 cm",Rua do Russel; Glória,False,,
2140,007A5P4F02-030,Teatro Apolo,"Antigo Teatro Apolo, à rua do Lavradio, propriedade do laborioso e competente empresário teatral Celestino Silva, que legou o prédio do dito teatro à prefeitura para ser transformado numa escola. A disposição testamentária foi cumprida, inaugurando-se a escola em  3 de setembro de 1921, com solenidade. No Apolo funcionaram ótimas companhias nacionais e estrangeiras - notadamente portuguesas de operetas - num conjunto harmônico e de alto nível artístico. O teatro Apolo foi construído em 1890. Celestino Silva, que faleceu em 5 de setembro de 1916, além do legado do prédio deixou cerca de 300 contos de réis para as obras de transformação. A escola tem o nome de Celestino Silva.",Augusto Malta,1920-09-08,1920-01-01,1920-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 23,3 x 17,7 cm",Rua do Lavradio,True,"17,7","23,3"
2141,007A5P4F02-028,Museu Nacional,"O Museu Real no Rio de Janeiro foi criado em junho de 1818 por D. João VI. Inicialmente instalado no Campo de Santana, foi transferido para a Quinta da Boa Vista em 1892.  Em 1922 o museu passa a chamar-se Museu Nacional, sendo incorporado à Universidade do Brasil (atual UFRJ) em 1946. A quinta foi construída no século XVIII pelo negociante português Elias Antônio Lopes, num terreno elevado e com exuberante vegetação. Foi dada de presente a D. João VI quando este chegou ao Brasil, sendo a casa, assim, transformada em residência real.",Augusto Malta,,1925-01-01,1935-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 22,2 x 28,2 cm",São Cristóvão,False,"28,2","22,2"
2142,007A5P4F02-027,Primeiras Demolições do Largo da Lapa,,Augusto Malta,1906-05-17,1906-01-01,1906-01-01,,GELATINA/ Prata,"i:17,2 cm x 22,9 cm      sp:20,4 cm x 25,5 cm","Lapa, Rio de Janeiro",True,,
2143,007A5P4F02-026,Largo do Machado,,Augusto Malta,1906-07-25,1906-01-01,1906-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,0 cm x 22,9 cm      sp:20,4 cm x 25,5 cm",Catete,True,,
2144,007A5P4F02-025,Avenida Beira Mar,"A Avenida Beira Mar foi uma das obras realizadas pelo prefeito Pereira Passos com o intento de modernizar a cidade. Inaugurada em 1905, abriu espaços também para novas residências de classes abastadas, morando em sua orla pessoas como Felisberto Caldeira Brant e Marquês de Paraná.",Augusto Malta,1907-01-01,1907-01-01,1907-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:20,1 cm x 29,6 cm",Flamengo,True,,
2145,007A5P4F02-024,Avenida Beira Mar,"Obra realizada pelo prefeito Pereira Passos com o intento de modernizar a cidade. Abriu espaços também para novas residências de classes abastadas, morando em sua orla, a título de ilustração, pessoas como Felisberto, Caldeira Brant e Marquês de Paraná. Inaugurada em 1906.
MA",Augusto Malta,1906-03-12,1906-01-01,1906-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:20,0 cm x 28,5 cm",Flamengo,True,,
2146,007A5P4F02-022,Ressaca na Avenida Beira-Mar,,Augusto Malta,,1903-01-01,1909-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:15,7 cm x 23,7 cm      sp:18,0 cm x 24,5 cm","Avenida Beira Mar, em frente ao Passeio Público",False,,
2147,007A5P4F02-021,Praça Marechal Floriano,,Augusto Malta,,1919-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,4 cm x 23,9 cm      sp:20,3 cm x 25,5 cm",Centro; Cinelândia,False,,
2148,007A5P4F02-020,Hotel Avenida,"O Hotel Avenida, projetado por Francisco de Azevedo Caminhoá, teve sua construção concluída pela companhia de iluminação Light, que havia chegado ao Brasil em 1905. Localizado nos números 152 a 164 da Avenida Central, abrigava em seu interior a Galeria Cruzeiro, e era nesta galeria onde funcionava a mais famosa estação de bondes da Companhia Ferro-Carril do Jardim Botânico, de propriedade da Companhia. Foi inaugurado em 1910, com 220 quartos iluminados a luz elétrica, e foi um dos mais populares da Avenida. Foi demolido em 1957 e em seu lugar ergue-se o Edifício Avenida Central, inaugurado em 22 de maio de 1961.",Augusto Malta,,1917-01-01,1923-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,2 cm x 23,0 cm      sp:20,4 cm x 25,5 cm",Centro; Avenida Rio Branco,False,,
2149,007A5P4F02-018,"Demolição do Morro do Castelo, ruinas da Igreja dos Jesuítas e do Observatório Astronômico",,Augusto Malta,1922-11-22,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:10,4 cm x 15,0 cm",Morro do Castelo,True,,
2150,007A5P4F02-017,Morro do Castelo,,Augusto Malta,1922-10-09,1922-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:13,0 cm x 18,0 cm      sp:14,0 cm x 19,0 cm",Centro,True,,
2151,007A5P4F02-016,Avenida Rio Branco,,Augusto Malta,,1922-01-01,1928-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,3 cm x 23,5 cm      sp:20,4 cm x 25,5 cm",Centro,False,,
2152,007A5P4F02-015,Rua da Assembleia e Largo da Carioca,,Augusto Malta,1925-01-01,1925-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,8 cm x 23,9 cm      sp:20,4 cm x 25,5 cm",Centro,True,,
2153,007A5P4F02-013,Estação,,Augusto Malta,,1903-01-01,1928-01-01,,GELATINA/ Prata,"i:17,6 cm x 23,0 cm      sp:20,4 cm x 25,6 cm",Rua Marquês de Pombal,False,,
2154,007A5P4F02-012,Ladeira do Livramento,,Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,8 cm x 23,9 cm      sp:20,3 cm x 25,5 cm",Centro,False,,
2155,007A5P4F02-011,Bairro do Catete a partir da Glória,,Augusto Malta,,1923-01-01,1933-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:15,9 cm x 22,9 cm      sp:20,3 cm x 25,5 cm",Glória,False,,
2156,007A5P4F02-010,Teatro Lírico,,Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,8 cm x 23,9 cm      sp:20,3 cm x 25,5 cm",Rio de Janeiro,False,,
2157,007A5P4F02-009,Bairro de Santa Teresa a partir da praça Nossa Senhora da Glória,,Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:15,9 cm x 22,9 cm      sp:20,3 cm x 25,5 cm",Glória,False,,
2158,007A5P4F02-008,Jardins da Glória e Lapa,,Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:15,5 cm x 22,4 cm      sp:20,3 cm x 25,4 cm",Glória,False,,
2159,007A5P4F02-007,Uma Face do Morro de São Diogo,"O Morro São Diogo localizava-se entre a Gamboa Pequena e a Grande, e sua história tem a ver com a do alferes Diogo de Pina, dono de casas e terras na região. No morro, ele ergueu uma capela em louvor a São Diogo, santo de sua devoção, passando assim a nomear toda área (que abrangia, além do morro, o mangue em torno).",Augusto Malta,1907-06-09,1907-01-01,1907-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:23,0 cm x 29,4 cm",Gamboa,True,,
2160,007A5P4F02-006,Largo do Matadouro,"Local onde foi contruída a Praça da Bandeira, no governo Nilo Peçanha, em 1910. 
MA",Augusto Malta,1911-04-13,1911-01-01,1911-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:23,7 cm x 28,5 cm",Praça da Bandeira,True,,
2161,007A5P4F02-005,"Praça Tiradentes, teatro João Caetano","Praça Tiradentes, no centro da cidade, com destaque para o Teatro João Caetano. A Praça era inicialmente conhecida como Rocio ou Rocio Grande, depois Terreiro da Polé e Campo dos Ciganos (por ter sido um dos primeiros locais em que se instalaram os ciganos na cidade). Em 26 de fevereiro de 1821, foi palco do juramento, por D. João VI, da futura Constituição que seria votada pelas Cortes de Lisboa; a partir daí, mudou o nome para Praça da Constituição. Após a Proclamação da República, ainda em 1889, foi sugerido que mudasse o nome para Praça Tiradentes, prontamente atendido pela Câmara. Em 1923, o teatro passou a chamar-se João Caetano - uma homenagem ao intérprete que também foi dono do teatro. O primeiro teatro erguido no local foi o Real Theatro de São João, inaugurado em 13 de outubro de 1813. Mais tarde, em 1826 (e também em 1839), seu nome foi mudado para Imperial Theatro São Pedro de Alcântara, e em 1831, foi chamado Theatro Constitucional.",Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,1 cm x 23,1 cm      sp:20,3 cm x 25,5 cm",Praça Tiradentes,False,,
2162,007A5P4F02-004,Avenida Paulo de Frontin,"A Avenida Paulo de Frontin foi aberta no governo de Delfim Moreira no Rio Comprido. É considerada a mais importante do bairro. Possuía casas imponentes e belas residências ao longo de sua extensão. É sobre ela que passa o viaduto de mesmo nome que dá acesso ao Túnel Rebouças, umas das principais vias de ligação entre as zonas norte e sul da cidade.",Augusto Malta,1928-10-08,1928-01-01,1928-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,3 x 23,8 cm; sp: 20,4 x 25,6 cm",Rio Comprido,True,"23,8","17,3"
2163,007A5P4F02-003,Praça Tiradentes,"A Praça Tiradentes era inicialmente conhecida como Rocio ou Rocio Grande, depois Terreiro da Polé e Campo dos Ciganos (por ter sido um dos primeiros locais em que se instalaram os ciganos na cidade). Em 26 de fevereiro de 1821 foi palco do juramento, por D. João VI, da futura Constituição que seria votada pelas Cortes de Lisboa; a partir daí, mudou o nome para Praça da Constituição. Após a Proclamação da República, ainda em 1889, foi sugerido que mudasse o nome para Praça Tiradentes, prontamente atendido pela Câmara.",Augusto Malta,,1925-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:17,1 cm x 23,1 cm      sp:20,3 cm x 25,5 cm",Praça Tiradentes,False,,
2164,007A5P4F02-002,Largo da Carioca,"Denominado assim por causa do rio que abastecia a cidade no século XVIII e que aliemtava o chafariz nele colocado, foi totalmente reformulado no Governo Passos, em1905.",Augusto Malta,1907-01-08,1907-01-01,1907-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp:21,0 cm x 29,3 cm",Centro,True,,
2166,007A5P4F02-001,Malta Vº2,"Álbum marrom (tamanho médio), em bom estado com 62 páginas e 86 fotos.",Augusto Malta,,,,,,"37,2 cm x 32,5 cm",Vários,False,,
2167,007A5P4F01-043,Morro do Castelo,"Morro fundamental para a história do Rio de Janeiro, principalmente como referência de seu período colonial, foi arrasado em 1922 como parte do projeto modernizador da República Velha executado pelo prefeito Carlos Sampaio. Sua destruição completa só acabou no governo do prefeito Henrique de Toledo Dodsworth.",Augusto Malta,1921-11-14,1921-01-01,1921-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:22,9 cm x 28,9 cm",Centro,True,,
2168,007A5P4F01-041,"Praça Tiradentes, ao fundo rua da Constituição; à direita a avenida senhor dos Passos e o teatro João Caetano","Chamada Tiradentes desde a proclamação da República, antes chamada de Praça da Constituição ou Rocio. Na foto, bem à direita e no primeiro plano, o Teatro São Pedro de Alcantâra (atual João Caetano). A rua da esquina do teatro é a rua do Tesouro (atual Av. Passos).",Augusto Malta,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,0 x 23,0 cm",Praça Tiradentes; Centro,False,"23,0","17,0"
2169,007A5P4F01-039,"Enseada de Botafogo vista do alto do Corcovado, com o Morro do Pão de Açúcar ao fundo",,Augusto Malta,1906-11-01,1906-01-01,1906-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:22,7 cm x 3,0 cm",Corcovado,True,,
2170,007A5P4F01-037,Câmara Municipal do Rio de Janeiro,,,,,,,,,"Avenida Central, atual Rio Branco; Centro",False,,
2171,007A5P4F01-036,"Prédio do Conselho Municipal, atual Palácio Pedro Ernesto",,Anônimo,,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,,"i:15,3 cm x 21,5 cm",Centro; Cinelândia,False,,
2172,007A5P4F01-035,Igreja de Santo Antônio,"Fotografia permite visualizar as mudanças ocorridas no cenário da cidade na década de 1930. Em primeiro lugar, observa-se à direita, o morro do Castelo parcialmente destruído. Em segundo plano, ao centro, o prédio do LICEU - Literário Português inaugurado em 1938 na rua Senador Dantas, já que o antigo pegou fogo em 1932. Bem à esquerda da foto, observa-se a torre do relógio do edifício Mesbla, idealizado em 1934.",Augusto Malta,,1922-01-01,1922-01-01,,GELATINA/ Prata,"i/sp:11,0 cm x 32,2 cm",Morro de Santo Antônio,False,,
2173,007A5P4F01-032,Parada dos Alunos do Colégio Militar,,Anônimo,1894-11-15,1894-01-01,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:18,2 cm x 24,3 cm      sp:20,3 cm x 25,5 cm",Centro; Praça da República,True,,
2174,007A5P4F01-030,,,,,,,,GELATINA/ Prata,"i:17,3 cm x 22,3 cm      sp:20,4 cm x 25,5 cm",Largo de São Francisco,False,,
2175,007A5P4F01-029,Questão das Missões,,,,,,,GELATINA/ Prata,"i:17,0 cm x 23,0 cm      sp:23,0 cm x 25,5 cm",Rio de Janeiro,False,,
2176,007A5P4F01-028,Questão das Missões,,,,,,,GELATINA/ Prata,"i:17,4 cm x 22,8 cm      sp:20,3 cm x 25,5 cm",[Rio de Janeiro],False,,
2177,007A5P4F01-027,[Questão das Missões],,,,,,,GELATINA/ Prata,"i:17,4 cm x 23,3 cm      sp:20,3 cm x 25,5 cm",Rio de Janeiro,False,,
2178,007A5P4F01-026,O Pathe Palace e o Capitólio,"A fotografia mostra dois cinemas importantes na década de 20 carioca: O Pathe Palace e o Capitólio. Além dos dois, o Odeon, o Império, e o Glória completavam a lista de cinemas que por seu conjunto deram o nome da praça. O filme Braza Dormida estreou no Pathé Palace em 4 de março de 1929.",Augusto Malta,1929-01-01,1929-01-01,1929-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:22,7 cm x 16,8 cm      sp:23,0 cm x 17,2 cm",,True,,
2179,007A5P4F01-024,Rua Santo Amaro,,Augusto Malta,,1902-01-01,1908-01-01,,GELATINA/ Prata,"i/sp:19,6 cm x 30,5 cm",Catete,False,,
2180,007A5P4F01-023,O Rio de Janeiro visto da Fortaleza de São João,"Uma das primeiras fortalezas do Rio de Janeiro datada de 1618. Foi posteriormente Escola de Educação Física do Exército e abrigou a ESG (Escola Superior da Guerra). Foi palco de eventos importantes, como a chamada ""Questão Religiosa"", na época do Império, quando acolheu o prisioneiro frei D. Vital de Oliveira.",Augusto Malta,,1912-01-01,1918-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,0 x 23,0 cm; sp: 17,2 x 23,3 cm",Urca,False,"23,0","17,0"
2181,007A5P4F01-022,Urca e morro do Corcovado tomados do interior de edificação,"Urca e morro do Corcovado, ainda sem o Cristo Redentor.",Augusto Malta,,1907-01-01,1913-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17,0 x 23,0 cm; sp: 17,3 x 23,3 cm",Botafogo,False,"23,0","17,0"
2182,007A5P4F01-021,Copacabana,"Copacabana em 1910. À esquerda, em construção com dois torreões, a casa dos irmãos Bernadelli em frente ao Lido, na esquina com Av. Atlântica. A casa foi posta abaixo em 1936.",Augusto Malta,,1905-01-01,1915-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 19,5 x 29,3 cm",Copacabana,False,"29,3","19,5"
2183,007A5P4F01-011,Quartel do Moura,"O Batalhão do Moura foi um dos três que vieram de Portugal em 1766, aquartelando-se em um terreno cedido pela Santa Casa para alojamento de tropas. Acabou dando nome ao largo, desaparecendo em 1907. Ao fundo, no alto, a Igreja dos Capuchinhos no Morro do Castelo ao qual se tinha acesso por uma ladeira (do Moura ou da Misericórdia) que nascia à direita da construção militar fotografada.",Augusto Malta,,1913-01-01,1923-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i:22,6 cm x 27,2 cm",Bairro da Misericórdia,False,,
2184,007A5P4F01-009,Ruínas do portão do Forte de São Januário,"Morro fundamental para a história do Rio de Janeiro, principalmente para seu período colonial, foi arrasado em 1922, como parte do projeto modernizador da República Velha, pelo prefeito Carlos Sampaio. Sua destruição completa só acabou no Governo de Dodsworth.",Augusto Malta,,1900-01-01,1922-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:19,5 cm x 29,0 cm",Morro do Castelo,False,,
2185,007A5P4F01-008,"Igreja dos Jesuítas, torre com sinos e a nave da Igreja de Santo Inácio.","Na extrema esquerda o canto direito do Colégio dos Jesuítas Depois a torre sineira e a nave da Igreja de Santo Inácio vista desde leste-nordeste.
Construída em 1567, quando da chegada dos Padres Jesuítas na cidade, a igreja guardava verdadeiras relíquias, como a sepultura de Estácio de Sá e a imagem do padroeiro São Sebastião. Foi destruída, porém, em 1922 junto com o morro do Castelo. o Externato Santo Inácio, instituído desde 1903, em Botafogo, aproveitou alguma de suas relíquias, como o sino.
MA",Augusto Malta,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp:30,0 cm x 20,0 cm","Morro do Castelo
Rio de Janeiro",False,,
