id,wikidata_id,wikidata_depicts,wikidata_image,wikidata_ims_id
0071824cx038-07,http://www.wikidata.org/entity/Q65620557,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/Alameda%20de%20Palmeiras%20no%20Jardim%20Bot%C3%A2nico.jpg,75679
0071824cx038-09,http://www.wikidata.org/entity/Q89049586,,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%201.jpg,75681
0071824cx038-10,http://www.wikidata.org/entity/Q65621402,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20da%20Floresta%20da%20Tijuca.jpg,75682
0071824cx038-11,http://www.wikidata.org/entity/Q65620559,http://www.wikidata.org/entity/Q506938,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%2C%20com%20o%20mirante%20Chap%C3%A9u%20do%20Sol%20ao%20fundo.jpg,75683
0071824cx038-12,http://www.wikidata.org/entity/Q65620560,http://www.wikidata.org/entity/Q506938,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20do%20alto%20do%20Morro%20do%20Corcovado.jpg,75684
0071824cx038-13,http://www.wikidata.org/entity/Q89049590,,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20das%20Caboclas%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20km%202%20%28aproximadamente%29%20-%201.jpg,75685
0071824cx038-14,http://www.wikidata.org/entity/Q89049589,,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20das%20Caboclas%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20km%202%20%28aproximadamente%29%20-%202.jpg,75686
0071824cx039-04,http://www.wikidata.org/entity/Q65620561,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Rebocador%20Audaz.jpg,75688
0071824cx040-01,http://www.wikidata.org/entity/Q89049596,,http://commons.wikimedia.org/wiki/Special:FilePath/Vegeta%C3%A7%C3%A3o%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,75689
0071824cx040-02,http://www.wikidata.org/entity/Q65620562,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20da%20Guanabara%20e%20arredores%20-%201.jpg,75690
0071824cx040-03,http://www.wikidata.org/entity/Q89049243,,http://commons.wikimedia.org/wiki/Special:FilePath/Homem%20montado%20a%20cavalo%20com%20trajes%20t%C3%ADpicos%20da%20regi%C3%A3o%20sul%20da%20pa%C3%ADs.jpg,69545
0071824cx040-05,http://www.wikidata.org/entity/Q65620563,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20Cais%20Pharoux%2C%20pra%C3%A7a%20XV%20de%20Novembro%20e%20arredores%20do%20centro%20do%20Rio%20de%20Janeiro.jpg,75693
0071824cx040-06,http://www.wikidata.org/entity/Q65621403,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20da%20Guanabara%20e%20arredores%20-%202.jpg,75694
0071824cx040-07,http://www.wikidata.org/entity/Q65621404,http://www.wikidata.org/entity/Q22049663,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20Nova%20Cintra%20-%203.jpg,75695
0071824cx040-08,http://www.wikidata.org/entity/Q89049599,,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%202.jpg,75696
0071824cx040-09,http://www.wikidata.org/entity/Q65620566,http://www.wikidata.org/entity/Q5997836,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%204.jpg,69546
0071824cx040-10,http://www.wikidata.org/entity/Q89049245,,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras%20-%201.jpg,69547
0071824cx040-11,http://www.wikidata.org/entity/Q89049603,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Santa%20Teresa%20e%20dos%20Arcos%20da%20Lapa.jpg,75699
0071824cx040-12,http://www.wikidata.org/entity/Q89049604,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%202.jpg,75700
0071824cx040-13,http://www.wikidata.org/entity/Q65620567,http://www.wikidata.org/entity/Q10352795,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%204.jpg,75701
0071824cx041-01,http://www.wikidata.org/entity/Q65620568,http://www.wikidata.org/entity/Q10332478,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20tomado%20do%20Morro%20do%20Castelo%20-%203.jpg,76146
0071824cx041-02,http://www.wikidata.org/entity/Q65621405,http://www.wikidata.org/entity/Q10332478,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20tomado%20do%20Morro%20do%20Castelo%20-%204.jpg,76147
0071824cx042-01,http://www.wikidata.org/entity/Q65620570,http://www.wikidata.org/entity/Q2408889,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20das%20Laranjeiras%20-%202.jpg,76237
0071824cx042-02,http://www.wikidata.org/entity/Q89049647,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20D%27%C3%A1gua%20-%201.jpg,76180
0071824cx042-03,http://www.wikidata.org/entity/Q89049650,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20D%27%C3%A1gua%20-%202.jpg,76181
0071824cx042-06,http://www.wikidata.org/entity/Q65621406,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%203.jpg,76183
0071824cx042-07,http://www.wikidata.org/entity/Q65621407,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%204.jpg,76184
0071824cx042-08,http://www.wikidata.org/entity/Q89049652,,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20Catete%2C%20atual%20Museu%20da%20Rep%C3%BAblica%20-%201.jpg,76185
0071824cx042-09,http://www.wikidata.org/entity/Q89049660,,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20Catete%2C%20atual%20Museu%20da%20Rep%C3%BAblica%20-%202.jpg,76186
0071824cx042-10,http://www.wikidata.org/entity/Q65621408,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%205.jpg,76187
0071824cx042-11,http://www.wikidata.org/entity/Q65620574,http://www.wikidata.org/entity/Q10332478,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20da%20Gl%C3%B3ria%20tomado%20do%20Morro%20do%20Castelo.jpg,76188
0071824cx042-13,http://www.wikidata.org/entity/Q89049666,,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20Jos%C3%A9%20de%20Alencar.jpg,76189
0071824cx043a-01,http://www.wikidata.org/entity/Q89049608,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%203.jpg,76148
0071824cx043a-03,http://www.wikidata.org/entity/Q65621409,http://www.wikidata.org/entity/Q10352795,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%205.jpg,76149
0071824cx043a-11,http://www.wikidata.org/entity/Q65620576,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Marinha%20-%20embarca%C3%A7%C3%A3o%20n%C3%A3o%20identificada.jpg,76150
0071824cx045-01,http://www.wikidata.org/entity/Q65620578,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%3B%20Mirante%20Chap%C3%A9u%20do%20Sol%20no%20cume%20do%20Corcovado%3B%20Km%203.6%20-%201.jpg,76152
0071824cx045-02,http://www.wikidata.org/entity/Q65620579,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%2C%20mirante%20Chap%C3%A9u%20do%20sol.jpg,76236
0071824cx045-03,http://www.wikidata.org/entity/Q65621410,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Estrada%20de%20Ferro%20do%20Corcovado%3B%20Mirante%20Chap%C3%A9u%20do%20Sol%20no%20cume%20do%20Corcovado%3B%20Km%203.6%20-%202.jpg,76153
0071824cx045-04,http://www.wikidata.org/entity/Q65620581,http://www.wikidata.org/entity/Q506938,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20enseada%20de%20Botafogo%2C%20a%20partir%20do%20topo%20do%20Corcovado.jpg,76154
0071824cx045-10,http://www.wikidata.org/entity/Q65621411,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%206.jpg,76155
0071824cx045-11,http://www.wikidata.org/entity/Q65621412,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Viaduto%20do%20Silvestre%2C%20Estrada%20de%20Ferro%20do%20Corcovado%2C%20Km%201%20%28aproximadamente%29%20-%207.jpg,76156
0071824cx045-12,http://www.wikidata.org/entity/Q65621413,http://www.wikidata.org/entity/Q727335,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20das%20Laranjeiras%20-%201.jpg,76157
0071824cx046-02,http://www.wikidata.org/entity/Q65620586,http://www.wikidata.org/entity/Q22049663,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20da%20Nova%20Cintra.jpg,76158
0071824cx046-05,http://www.wikidata.org/entity/Q65620587,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20de%20Guanabara%2C%20com%20destaque%20para%20o%20Morro%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar.jpg,76160
0071824cx046-06,http://www.wikidata.org/entity/Q65621414,http://www.wikidata.org/entity/Q202730,,
0071824cx049-13,http://www.wikidata.org/entity/Q65621415,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20Jardim%20Bot%C3%A2nico%20-%202.jpg,76162
0071824cx049b-02,http://www.wikidata.org/entity/Q89049611,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20de%20Guanabara%20vista%20a%20partir%20de%20Niter%C3%B3i.%2C%20ao%20fundo%20o%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar.jpg,76163
0071824cx049b-06,http://www.wikidata.org/entity/Q89049612,,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20do%20Jardim%20Bot%C3%A2nico%20-%201.jpg,76164
0071824cx049b-08,http://www.wikidata.org/entity/Q65620590,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/Interior%20do%20Jardim%20Bot%C3%A2nico%20-%202.jpg,19214
0071824cx050-01,http://www.wikidata.org/entity/Q65620591,http://www.wikidata.org/entity/Q2946148,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20do%20Ouvidor%20-%205.jpg,17273
0071824cx050-01t,http://www.wikidata.org/entity/Q65621416,http://www.wikidata.org/entity/Q2946148,,
0071824cx050-02,http://www.wikidata.org/entity/Q65620593,http://www.wikidata.org/entity/Q45242,,
0071824cx050-06,http://www.wikidata.org/entity/Q89049618,,http://commons.wikimedia.org/wiki/Special:FilePath/Jardim%20Bot%C3%A2nico%2C%20antiga%20entrada%20lateral.jpg,76165
0071824cx056-01,http://www.wikidata.org/entity/Q89049622,,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Nacional%2C%20antigo%20Pal%C3%A1cio%20Imperial%20de%20S%C3%A3o%20Crist%C3%B3v%C3%A3o%20-%202.jpg,76166
0071824cx056-02,http://www.wikidata.org/entity/Q89049633,,http://commons.wikimedia.org/wiki/Special:FilePath/Museu%20Nacional%2C%20antigo%20Pal%C3%A1cio%20Imperial%20de%20S%C3%A3o%20Crist%C3%B3v%C3%A3o%20-%203.jpg,76167
0071824cx056-03,http://www.wikidata.org/entity/Q65620594,http://www.wikidata.org/entity/Q10353359,,
0071824cx056-04,http://www.wikidata.org/entity/Q65621417,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Marechal%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre%2C%20em%20frente%20ao%20Pa%C3%A7o%20Imperial%20-%203.jpg,76168
0071824cx056-05,http://www.wikidata.org/entity/Q65620596,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Visconde%20de%20Rio%20Branco%20-%202.jpg,76169
0071824cx056-06,http://www.wikidata.org/entity/Q65620597,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Visconde%20de%20Rio%20Branco%20-%203.jpg,76170
0071824cx056-07,http://www.wikidata.org/entity/Q65620598,http://www.wikidata.org/entity/Q10353390,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%204.jpg,76171
0071824cx056-08,http://www.wikidata.org/entity/Q65620599,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20General%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre%2C%20em%20frente%20ao%20Pa%C3%A7o%20Imperial.jpg,76172
0071824cx057-03,http://www.wikidata.org/entity/Q65620601,http://www.wikidata.org/entity/Q10353390,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%205.jpg,76203
0071824cx057-04,http://www.wikidata.org/entity/Q89049679,,http://commons.wikimedia.org/wiki/Special:FilePath/Morro%20do%20Corcovado%20a%20partir%20da%20Avenida%20Beira%20Mar.jpg,76204
0071824cx057-09,http://www.wikidata.org/entity/Q65620602,http://www.wikidata.org/entity/Q10332478,http://commons.wikimedia.org/wiki/Special:FilePath/Panorama%20do%20Rio%20de%20Janeiro%20visto%20do%20Morro%20do%20Castelo.jpg,76205
0071824cx057-10,http://www.wikidata.org/entity/Q65620603,http://www.wikidata.org/entity/Q178725,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%206.jpg,76206
0071824cx057-11,http://www.wikidata.org/entity/Q89049681,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%203.jpg,76207
0071824cx060-01,http://www.wikidata.org/entity/Q89049683,,http://commons.wikimedia.org/wiki/Special:FilePath/Ba%C3%ADa%20de%20Guanabara%20vista%20de%20Niter%C3%B3i%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,76208
0071824cx060-04,http://www.wikidata.org/entity/Q65620604,http://www.wikidata.org/entity/Q10353390,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%206.jpg,76211
0071824cx060-05,http://www.wikidata.org/entity/Q65620605,http://www.wikidata.org/entity/Q5997836,http://commons.wikimedia.org/wiki/Special:FilePath/Centro%20do%20Rio%20de%20Janeiro%20visto%20a%20partir%20da%20Ilha%20das%20Cobras.jpg,76212
0071824cx060-06,http://www.wikidata.org/entity/Q65620606,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20do%20Pa%C3%A7o%2C%20monumento%20em%20homenagem%20ao%20General%20Os%C3%B3rio%2C%20est%C3%A1tua%20equestre.jpg,69642
0071824cx060-07,http://www.wikidata.org/entity/Q89049685,,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20a%20D.%20Pedro%20I%2C%20est%C3%A1tua%20equestre%20-%201.jpg,76214
0071824cx063-02,http://www.wikidata.org/entity/Q89049637,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%201.jpg,76173
0071824cx063-06,http://www.wikidata.org/entity/Q89049639,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%2C%20Capela%20de%20Nossa%20Senhora%20da%20Boa%20Viagem.jpg,76175
0071824cx063-08,http://www.wikidata.org/entity/Q89049228,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20das%20Cobras%20-%201.jpg,66513
0071824cx063-09,http://www.wikidata.org/entity/Q89049641,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%202.jpg,76176
0071824cx063-10,http://www.wikidata.org/entity/Q65620607,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Bom%20Jesus%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66514
0071824cx064-10,http://www.wikidata.org/entity/Q89049672,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%204.jpg,76190
0071824cx064-11,http://www.wikidata.org/entity/Q89049676,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%205.jpg,76191
0071824cx064-14,http://www.wikidata.org/entity/Q89049310,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20das%20Cobras%20-%202.jpg,71034
0071824cx064-15,http://www.wikidata.org/entity/Q65620608,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20da%20Boa%20Viagem%20-%205.jpg,76193
0071824cx065-01,http://www.wikidata.org/entity/Q65620609,http://www.wikidata.org/entity/Q579694,,
0071824cx065-02,http://www.wikidata.org/entity/Q65621418,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%209.jpg,76218
0071824cx065-03,http://www.wikidata.org/entity/Q65620612,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Escola%20Nacional%20de%20Belas%20Artes%2C%20%C3%A0%20esquerda%20o%20Teatro%20Municipal.jpg,19210
0071824cx065-04,http://www.wikidata.org/entity/Q65620613,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Supremo%20Tribunal%20Federal%2C%20atual%20Centro%20Cultural%20Justi%C3%A7a%20Federal.jpg,76219
0071824cx065-05,http://www.wikidata.org/entity/Q65620614,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Biblioteca%20Nacional%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.jpg,76220
0071824cx065-06,http://www.wikidata.org/entity/Q65620615,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Monroe%20-%201.jpg,76221
0071824cx065-07,http://www.wikidata.org/entity/Q89049686,,http://commons.wikimedia.org/wiki/Special:FilePath/Bairro%20do%20Flamengo%20visto%20do%20Morro%20Nova%20Cintra%20-%201.jpg,76223
0071824cx065-08,http://www.wikidata.org/entity/Q65620616,http://www.wikidata.org/entity/Q506938,http://commons.wikimedia.org/wiki/Special:FilePath/Enseada%20de%20Botafogo%20vista%20do%20alto%20do%20Corcovado%2C%20com%20o%20Morro%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20ao%20fundo.jpg,76222
0071824cx065-09,http://www.wikidata.org/entity/Q65620617,http://www.wikidata.org/entity/Q2946148,http://commons.wikimedia.org/wiki/Special:FilePath/Imprensa%20Nacional%20-%203.jpg,76224
0071824cx065-10,http://www.wikidata.org/entity/Q65621419,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20Monroe%20-%202.jpg,76225
0071824cx065-11,http://www.wikidata.org/entity/Q65621421,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%2010.jpg,76226
0071824cx065-12,http://www.wikidata.org/entity/Q65621420,http://www.wikidata.org/entity/Q579694,http://commons.wikimedia.org/wiki/Special:FilePath/Teatro%20Municipal%20-%2011.jpg,76227
0071824cx066-08,http://www.wikidata.org/entity/Q65620621,http://www.wikidata.org/entity/Q202730,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%202.jpg,76196
0071824cx066-12,http://www.wikidata.org/entity/Q65620622,http://www.wikidata.org/entity/Q2946148,http://commons.wikimedia.org/wiki/Special:FilePath/Antigo%20pr%C3%A9dio%20da%20Bolsa%20de%20Fundos%20P%C3%BAblicos%20%28ou%20Bolsa%20de%20Valores%29%2C%20atual%20Centro%20Cultural%20do%20Banco%20do%20Brasil.jpg,76197
0071824cx066-13,http://www.wikidata.org/entity/Q89049677,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%201.jpg,76198
0071824cx066-14,http://www.wikidata.org/entity/Q65621422,http://www.wikidata.org/entity/Q202730,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Igreja%20de%20Nossa%20Senhora%20de%20Copacabana%20-%203.jpg,76199
0071824cx066-15,http://www.wikidata.org/entity/Q65621423,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20Outeiro%20da%20Gl%C3%B3ria%20-%201.jpg,76200
0071824cx066-16,http://www.wikidata.org/entity/Q65621424,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20Outeiro%20da%20Gl%C3%B3ria%20-%202.jpg,76201
0071824cx067-01,http://www.wikidata.org/entity/Q65620627,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Esta%C3%A7%C3%A3o%20das%20barcas%20na%20Pra%C3%A7a%20XV%20de%20Novembro%20-%201.jpg,18315
0071824cx067-01t,http://www.wikidata.org/entity/Q65621425,http://www.wikidata.org/entity/Q10353359,,
0071824cx067-02,http://www.wikidata.org/entity/Q65620629,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Cais%20Pharoux%20e%2C%20ao%20fundo%2C%20Mercado%20da%20Praia%20do%20Peixe.jpg,18266
0071824cx067-03,http://www.wikidata.org/entity/Q65620630,http://www.wikidata.org/entity/Q178725,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20de%20Niter%C3%B3i%20-%205.jpg,70977
0071824cx067-04,http://www.wikidata.org/entity/Q89049644,,http://commons.wikimedia.org/wiki/Special:FilePath/As%20pir%C3%A2mides%20do%20Aqueduto%20da%20Carioca.jpg,76178
0071824cx067-05,http://www.wikidata.org/entity/Q89049648,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Ba%C3%ADa%20de%20Guanabara%20vista%20de%20Niter%C3%B3i%2C%20com%20destaque%20para%20o%20Morro%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar.jpg,76179
0071824cx068-01,http://www.wikidata.org/entity/Q89049689,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Alameda%20das%20Palmeiras.jpg,76228
0071824cx068-09,http://www.wikidata.org/entity/Q65620631,,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20Primeiro%20de%20Mar%C3%A7o%2C%20%C3%A0%20direita%2C%20o%20pr%C3%A9dio%20da%20Bolsa%20de%20Fundos%20P%C3%BAblicos%20%28ou%20Bolsa%20de%20Valores%29%2C%20atual%20Centro%20Cultural%20Banco%20do%20Brasil%20-%202.jpg,76229
0071824cx068-10,http://www.wikidata.org/entity/Q65620632,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Praia%20de%20Botafogo.jpg,76230
0071824cx068-11,http://www.wikidata.org/entity/Q89049692,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%206.jpg,76231
0071824cx068-12,http://www.wikidata.org/entity/Q65621426,http://www.wikidata.org/entity/Q10352795,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%206.jpg,76232
0071824cx068-13,http://www.wikidata.org/entity/Q89049699,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20do%20%C3%8Dndio%20-%207.jpg,76233
0071824cx068-16,http://www.wikidata.org/entity/Q89049700,,http://commons.wikimedia.org/wiki/Special:FilePath/Alameda%20das%20Palmeiras.jpg,76235
0071824cx070-02,http://www.wikidata.org/entity/Q89049730,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Ba%C3%ADa%20de%20Guanabara%2C%20com%20destaque%20para%20o%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20-%203.jpg,77565
0071824cx070-03,http://www.wikidata.org/entity/Q65621427,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%206.jpg,77566
0071824cx070-04,http://www.wikidata.org/entity/Q65621428,http://www.wikidata.org/entity/Q1898482,http://commons.wikimedia.org/wiki/Special:FilePath/Escola%20Militar.jpg,69633
0071824cx070-08,http://www.wikidata.org/entity/Q65620636,,http://commons.wikimedia.org/wiki/Special:FilePath/Mercado%20da%20Praia%20do%20Peixe.jpg,77567
0071824cx070-09,http://www.wikidata.org/entity/Q65620638,http://www.wikidata.org/entity/Q2946148,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20Largo%20da%20Carioca.jpg,77568
0071824cx070-10,http://www.wikidata.org/entity/Q89049733,,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20do%20Ouvidor%20-%204.jpg,77569
0071824cx070-11JPG,http://www.wikidata.org/entity/Q65620639,,http://commons.wikimedia.org/wiki/Special:FilePath/Esta%C3%A7%C3%A3o%20das%20barcas%20na%20Pra%C3%A7a%20XV%20de%20Novembro%20-%202.jpg,77570
0071824cx070-12,http://www.wikidata.org/entity/Q65620640,http://www.wikidata.org/entity/Q5997836,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20mineiros.jpg,77571
0071824cx070-13,http://www.wikidata.org/entity/Q65620641,,http://commons.wikimedia.org/wiki/Special:FilePath/Embarca%C3%A7%C3%B5es%20em%20frente%20ao%20Mercado%20do%20Peixe%2C%20ao%20fundo%20o%20Morro%20do%20Castelo.jpg,77572
0071824cx071-03,http://www.wikidata.org/entity/Q65620642,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Inaugura%C3%A7%C3%A3o%20do%20monumento%20em%20homenagem%20ao%20Visconde%20do%20Rio%20Branco%20-%202.jpg,77556
0071824cx071-04,http://www.wikidata.org/entity/Q89049704,,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20em%20homenagem%20ao%20Visconde%20do%20Rio%20Branco%20-%201.jpg,77557
