id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,date_accuracy,date_created,date_circa,image_width,image_height
002010TM011,"Construção do bondinho do Pão de Açúcar; ao fundo, edifício da exposição internacional de 1908",,Therezio Mascarenhas,1908-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 12,2 x 17,1 cm",,circa,,1908/1912,"17,1","12,2"
002010TM013,"Construção do bondinho do Pão de Açúcar; ao fundo, edifício da exposição internacional de 1908",,Therezio Mascarenhas,1908-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 12,2 x 16,4 cm",,circa,,1908/1912,"16,4","12,2"
002010TM014,Construção do bondinho do Pão de Açúcar,"Destaque para o prédio que sediou o Palácio das Indústrias, na Exposição Nacional de 1908.",Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 16,5 x 11,6 cm",Urca,circa,,1908/1912,"11,6","16,5"
002010TM015,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 18,0 x 13,0 cm",Urca,circa,,1908/1912,"13,0","18,0"
002010TM016,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 17,3 x 11,7 cm",Urca,circa,,1908/1912,"11,7","17,3"
002010TM017,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1908-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 16,6 x 11,8 cm",,circa,,1908/1912,"11,8","16,6"
002010TM022,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 12,0 x 17,0 cm",,circa,,1908/1912,"17,0","12,0"
002010TM026,"Construção do bondinho do Pão de Açúcar, visitantes",,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,6 x 17,0 cm",Urca,circa,,1908/1912,"17,0","11,6"
002010TM027,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 17,1 x 11,7 cm",Urca,circa,,1908/1912,"11,7","17,1"
002010TM028,Construção do bondinho do Pão de Açúcar,"Ao fundo, o Palácio das Indústrias (antiga Escola Militar), um dos pavilhões da Exposição de 1908.",Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 18,0 x 13,0 cm",Urca,circa,,1908/1912,"13,0","18,0"
002010TM030,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 13,0 x 18,0 cm",Urca,circa,,1908/1912,"18,0","13,0"
002010TM031,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,2 x 17,3 cm",Urca,circa,,1908/1912,"17,3","11,2"
002010TM032,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,6 x 17,4 cm",Urca,circa,,1908/1912,"17,4","11,6"
002010TM033,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,9 x 17,4 cm",Urca,circa,,1908/1912,"17,4","11,9"
002010TM035,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 12,1 x 16,9 cm",Urca,circa,,1908/1912,"16,9","12,1"
002010TM036,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 17,4 x 11,4 cm",Urca,circa,,1908/1912,"11,4","17,4"
002010TM037,Construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,5 x 17,4 cm",Urca,circa,,1908/1912,"17,4","11,5"
002010TM038,Equipe de construção do bondinho do Pão de Açúcar,,Therezio Mascarenhas,1910-01-01,1908,1912,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 13,1 x 18,0 cm",Urca,circa,,1908/1912,"18,0","13,1"
002012AM001,"Aqueduto da Carioca, conhecido como os Arcos da Lapa, a partir do Morro de Santo Antônio","Destaque para os Arcos da Lapa, ao fundo o convento de Santa Teresa.",Augusto Malta,1915-01-01,1910,1920,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Morro do Santo Antônio,circa,,1910/1920,,
002012AM002,Praça Tiradentes,,Augusto Malta,1929-01-01,1924,1934,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Centro,circa,,1924/1934,,
002012AM003,"Avenida Beira-Mar, destaque para o Hotel Central",,Augusto Malta,1920-01-01,1915,1925,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Flamengo,circa,,1915/1925,,
002012AM004,Avenida Rio Branco,,Augusto Malta,1918-01-01,1913,1923,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 17,0 x 22,7 cm",Centro,circa,,1913/1923,"22,7","17,0"
002012AM005,"Vista de parte da avenida Rio Branco; destaque para a praça Marechal Floriano, Biblioteca Nacional e Teatro Municipal, ao fundo",,Augusto Malta,1918-01-01,1913,1923,FOTOGRAFIA/ Papel,GELATINA/ Prata,,"Avenida Central, atual avenida Rio Branco; Centro",circa,,1913/1923,,
002012AN001,Panorama tomado a partir do Corcovado,,,,,,,,,,circa,,,,
002012LP001,Avenida Rio Branco,"A abertura de uma avenida que cortasse o centro da cidade de ponta a ponta estava prevista quando começou-se as obras no porto do Rio de Janeiro, no início do século XX. Foi então rasgado um caminho, em linha reta, que ia da Praia da Ajuda à Prainha, e a maioria das ruas do entorno foi arrasada, além de desapropriados inúmeros imóveis. A primeira casa derrubada foi em março de1904 e já em setembro o prefeito Pereira Passos, o engenheiro  Paulo de Frontin (nomeado chefe das obras), Rodrigues Alves e Lauro Müller podiam percorrer a avenida de 1.996 metros de comprimento e 33 metros de largura. Com pavimentação artística de mestre calceteiros cedidos pela Câmara de Lisboa e ornamentada com paus-brasil e jambeiros, a Avenida Central foi inaugurada em 1905.",,1917-01-01,1912,1922,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Avenida Presidente Wilson; Centro,circa,,1912/1922,,
002014RJRJ002,Panorama do Rio de Janeiro,,,,,,,,,,circa,,,,
002014RJRJ003,Lagoa Rodrigo de Freitas,"Na Lagoa funcionou o engenho de açúcar d'El Rei, instalado pelo Governador Antônio Salema depois da expulsão dos franceses e seus aliados tamoios, em 1575. Nesta época a lagoa ainda era chamada pelos índios de Sacopenapã ou Sacopã. Rodrigo de Freitas era filho de João de Freitas Castro e Melo, que havia comprado as terras onde havia funcionado o engenho primitivo. Rodrigo de Freitas agregou à sua chácara inicial outros engenhos, e sua propriedade ia da Piaçaba (o Caminho da Piaçaba é hoje a Rua Humaitá) até a Gávea, de Copacabana até o final do Leblon. A rua Jardim Botânico beirava a lagoa até a desembocadura do rio Cabeça, e até 1880 era chamada de Rua do Oliveira.",,1945-06-21,1945,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Lagoa Rodrigo de Freitas,day,1945-06-21,1945/1945,,
002014RJRJ004,Vista do bairro de Botafogo e de parte de Copacabana,"Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal. João Botafogo ajudou os portugueses nas lutas contra os franceses e, pelos seus serviços, passou a proprietário de terras que iam do litoral até a Quinta da Olaria de São Clemente. Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes. Uma das primeiras a possuir uma casa em Botafogo, longe da agitação da corte, foi D. Carlota Joaquina; quando morreu, sua propriedade foi herdade pelo filho D. Pedro I, que a vendeu para o Marquês de Abrantes, dando nome à rua.",,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Pão de Açúcar; Urca,circa,,1935/1945,,
002014RJRJ005,Vista do bairro de Copacabana,"O bairro fazia parte da Gávea até o século XVIII, e toda a área era chamada de Sacopenapã (ou Sacopenapan), até ser erguida por pescadores uma capela de pedras onde se levantaria o Forte. A capela era em homenagem a Nossa Senhora de Copacabana, de origem boliviana, cuja imagem foi trazida por peruleiros (mercadores de prata que viajavam entre o Rio, Bolívia e Peru).",,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Copacabana,circa,,1935/1945,,
002014RJRJ006,"Praia de Botafogo; ao fundo, Cristo Redentor","Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal. João Botafogo ajudou os portugueses nas lutas contra os franceses e, pelos seus serviços, passou a proprietário de terras que iam do litoral até a Quinta da Olaria de São Clemente. Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes. Uma das primeiras a possuir uma casa em Botafogo, longe da agitação da corte, foi D. Carlota Joaquina; quando morreu, sua propriedade foi herdade pelo filho D. Pedro I, que a vendeu para o Marquês de Abrantes, dando nome à rua.",,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Praça Oswaldo Cruz; Botafogo,circa,,1935/1945,,
002014RJRJ007,Vista da enseada de Botafogo,"Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal. João Botafogo ajudou os portugueses nas lutas contra os franceses e, pelos seus serviços, passou a proprietário de terras que iam do litoral até a Quinta da Olaria de São Clemente. Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes. Uma das primeiras a possuir uma casa em Botafogo, longe da agitação da corte, foi D. Carlota Joaquina; quando morreu, sua propriedade foi herdade pelo filho D. Pedro I, que a vendeu para o Marquês de Abrantes, dando nome à rua.",,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Avenida Infante Dom Henrique; Botafogo,circa,,1935/1945,,
002014RJRJ008,Vista parcial do Rio de Janeiro; destaque para a região da Glória e Centro,"Vista do bairro da Glória e do Centro do Rio de Janeiro. Ao fundo, vemos o antigo edifício art-déco da Standart Oil Company, que no Brasil usa a marca Esso, com seu logotipo no telhado. O prédio foi projetado pelo arquiteto inglês Robert Prentice e inaugurado em 1935. Logo atrás está o edifício Novo Mundo, também considerado um marco da arquitetura art-déco na cidade. Ambos os prédios estão localizados na avenida Presidente Wilson. À direita da imagem vemos o aeroporto Santos Dumont ainda inacabado. O aeroporto foi projetado pelos irmãos Marcelo e Milton Roberto na década de 1930.",,1935-01-01,1930,1940,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Glória e Centro,circa,,1930/1940,,
002014RJRJ009,"Vista da Avenida Vieira Souto; destaque para o morro Dois Irmãos, ao fundo","O bairro de Ipanema foi surgindo na última década do século XIX, por iniciativa do Barão de Ipanema. O próprio nome do bairro, aliás, foi homenagem deste para com seu pai, o Conde de Ipanema. A urbanização coube ao Barão e seu amigo, Coronel José Silva. Em 1894 eles abriram as praças Marechal Floriano Peixoto (hoje General Osório) e Coronel Valadares (ou N.S. da Paz), a Av. Vieira Souto e outras. Somente em 1902 os primeiros bondes começaram a transitar por Vila Ipanema, como era chamado o novo bairro.",,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Avenida Vieira Souto; IIpanema,circa,,1935/1945,,
002014RJRJ010,Avenida Beira-Mar,"A Avenida Beira Mar, que liga o centro à zona sul da cidade, começou a ser planejada em 1903 pelo prefeito Pereira Passos, o mesmo que planejou a abertura da Avenida Central (atual Rio Branco), que na época ainda estava pela metade. Passos a imaginou como a Promenade des Anglais, em Nice, na França, e também como um prolongamento da Rio Branco. A avenida contornaria a baía até o fim de Botafogo, partindo do antigo Cais da Glória ou Praia das Areias de Espanha. Foi inaugurada em 1905, adornada por colunetas que foram destruídas por ressacas.",,1945-01-01,1940,1950,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Avenida Beira-Mar; Centro,circa,,1940/1950,,
002014RJRJ011,Igreja de Nossa Senhora da Glória do Outeiro,"A Igreja de Nossa Senhora da Glória do Outeiro, considerada uma jóia da arquitetura colonial brasileira, teve sua construção iniciada na segunda metade do século XVIII, por volta de 1714. O autor do projeto era o arquiteto tenente-coronel José Cardoso de Ramalho, nomeado por D. João V para o posto de Capitão de Infantaria da Capitania do Rio de Janeiro. Pronta em 1739, a igreja tem trabalhos ornamentais em talha que representam a transição entre o final do estilo rococó e o neoclássico. No interior há azulejos renascentistas representando cenas inspiradas na Bíblia, cuja autoria é atribuída a Mestre Valentim, expoente da azulejaria joanina no país.",,1945-01-01,1940,1950,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Avenida Augusto Severo; Glória,circa,,1940/1950,,
002014RJRJ012,Morro do Pão de Açúcar,"A origem do nome Pão de Açúcar seria graças aos portugueses, que acharam o morro semelhante aos blocos de açúcar colocados em formas de barro cônicas e levados para a Europa. O nome teria se popularizado no século XIX, quando artistas estrangeiros retratavam a beleza do penhasco.",,1945-01-01,1940,1950,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Urca,circa,,1940/1950,,
002014RJRJ013,O Pão de Açúcar; destaque para o bondinho,"A origem do nome Pão de Açúcar.seria graças aos portugueses, que acharam o morro semelhante aos blocos de açúcar colocados em formas de barro cônicas e levados para a Europa. O nome teria se popularizado no século XIX, quando artistas estrangeiros retratavam a beleza do penhasco.",,1945-01-01,1940,1950,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Urca,circa,,1940/1950,,
002014RJRJ015,Parada militar de 7 de setembro na avenida Presidente Vargas,"Desfile em comemoração ao dia da independência brasileira, proclamada por D. Pedro I em 7 de setembro de 1822. Os desfiles atraem gente de toda a cidade para assistir à exibição das Forças Armadas - Exército, Marinha e Aeronáutica -, Corpo de Bombeiros e corporações policiais.",,1945-01-01,1940,1950,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Av. Presidente Vargas; Centro,circa,,1940/1950,,
002014RJRJ016,Hotel Serrador,"O Hotel Serrador foi propriedade de Francisco Serrador, espanhol de Valência que aportou em Santos, enriqueceu vendendo peixe em Curitiba e tornou-se famoso no Rio de Janeiro, já que foi o idealizador da Cinelândia. O prédio, que foi batizado com seu nome, foi inaugurado em 1944, três anos após sua morte. O hotel fazia parte de um conjunto de cinco prédios, e tinha como destaque a boate Night and Day, que fazia sucesso com espetáculos de teatro de revista de Carlos Machado, na década de 1950. O hotel entrou em decadência na década de 1960, com a desvalorização da região. Com fachada tombada pelo patrimônio histórico, o prédio foi sede da Petros (fundo de pensão da Petrobras), passou alguns anos abandonado e atualmente passa por uma série de reformas para voltar a funcionar como hotel.",,1949-01-01,1944,1954,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Cinelândia,circa,,1944/1954,,
002016BI001,Luar na Avenida Niemeyer,"Vista noturna do mar e céu enluarado, com palmeiras e vegetação em primeiro plano. À direita, no mar, pode-se ver um barco a vela.",Carlos Bippus,1915-01-01,1912,1918,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 21,8 x 16 cm / sp: 22 x 16,2 cm",Avenida Niemeyer - Leblon,circa,,1912/1918,16,"21,8"
002016BI002,"Avenida Rio Branco, com vista do Teatro Municipal",,Carlos Bippus,1915-01-01,1912,1918,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,7 x 21,6 cm / sp: 15,9 x 21,8 cm",Centro,circa,,1912/1918,"21,6","15,7"
002016BI003,Vista noturna da Enseada de Botafogo; a partir do Mirante Dona Marta,,Carlos Bippus,1915-01-01,1912,1918,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,6 x 21,6 cm / sp: 15,8 x 21,8 cm",Estrada Mirante Dona Marta; Santa Teresa,circa,,1912/1918,"21,6","15,6"
002016BI004,Avenida Beira-Mar iluminada e Outeiro da Glória ao fundo,,Carlos Bippus,1915-01-01,1912,1918,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,7 x 21,6 cm / sp: 15,9 x 21,8 cm",Avenida Beira-Mar,circa,,1912/1918,"21,6","15,7"
002016BI005,Enseada de Botafogo a partir do Morro do Corcovado,"Em destaque a enseada de Botafogo, fechada pelos morros do Pasmado e da Viúva, e todo o bairro visível no primeiro plano. Ao fundo, os morros de Niterói, e a fortaleza de Santa Cruz visível em uma de suas extremidades. à direita, a Escola Militar na praia Vermelha, com a fachada construída para a Exposição Nacional de 1908.",Carlos Bippus,1915-01-01,1912,1918,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,9 x 21,8 cm / sp: 16,2 x 22,1 cm",Morro do Corcovado,circa,,1912/1918,"21,8","15,9"
002016BI006,Ressaca na Glória,"Ao fundo, pode-se ver o Pão de Açúcar e a igreja e outeiro da Glória, tendo no seu sopé a chaminé da companhia de esgotos City Improvements. É possível identificar as obras do hotel Glória, bem à frente do Pão de Açúcar, inaugurado em 1922.",Carlos Bippus,1921-01-01,1919,1922,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,8 x 21,7 cm / sp: 16 x 21,9 cm",Avenida Beira-Mar,circa,,1919/1922,"21,7","15,8"
002016BI008,Ressaca na Avenida Beira-Mar,"Ressaca na avenida Beira Mar, no trecho inicial da avenida Central (atual Rio Branco).",Carlos Bippus,1921-01-01,1919,1922,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,7 x 21,7 cm / sp: 15,9 x 21,9 cm",Avenida Beira-Mar,circa,,1919/1922,"21,7","15,7"
002021GU001,Vista da Praia Vermelha a partir do Morro do Pasmado,"Ao fundo, à esquerda, o Pão de Açúcar e, à direita, parte do morro da Babilônia, unidos pela Escola Militar. Em primeiro plano, à esquerda, a avenida da Praia, atual avenida Pasteur.",Juan Gutierrez,1894-01-01,1889,1899,FOTOGRAFIA/ Papel,FOTOGRAFIA INSTANTÂNEA (Polaroid)/ Corante,"i: 20,6 x 26,3 cm / sp: 20,6 x 26,5 cm / ss: 24,6 x 31,9 cm",Morro do Pasmado,circa,,1889/1899,"26,3","20,6"
002029FPF004001,Vista da Praça Paris,,,1940-01-01,1935,1945,FOTOGRAFIA/ Papel,GELATINA/ Prata,,Glória,circa,,1935/1945,,
002029FPF004001v,,,,,,,FOTOGRAFIA/ Papel,,,,circa,,,,
002029fPF004002,Vista dos Arcos da Lapa,,,1937-01-01,1937,1937,,,,Lapa,year,1937,1937/1937,,
002029fPF004003,Pão de Açúcar,,,,1912,1950,,,,Urca,circa,,1912/1950,,
002029fPF004004,Vista da Enseada de Botafogo,,,,1900,1950,,,,Botafogo,circa,,1900/1950,,
002029fPF004005,Vista da Praia de Copacabana,,,,1900,1950,,,,Copacabana,circa,,1900/1950,,
002029fPF004006,Vista da estátua do Cristo Redentor,,,,1900,1950,,,,,circa,,1900/1950,,
002029fPF004007,Centro do Rio de Janeiro,,,,1900,1950,,,,,circa,,1900/1950,,
002029fPF004009,Vista Chinesa,,,,1900,1950,,,,Parque Nacional da Tijuca,circa,,1900/1950,,
002037AAK5001,,,Moritz Lamberg,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,1 x 13,2 cm",,circa,,,"13,2","5,1"
002037AAK5002,,,Alfredo Krausz,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,2 cm",,circa,,,"8,2","5,5"
002037AAK5003,"Avenida Rio Branco; ao fundo, o Morro do Pão de Açúcar",,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp:8,7 x 6,1 cm",Avenida Rio Branco; Centro,circa,,1928/1938,,
002037AAK5004,Ilha das Cobras; tomada da Praça Mauá,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp:  x 6,1 x 8,7 cm",Praça Mauá; Saúde; Centro,circa,,1928/1938,,
002037AAK5005,Vista da Baía de Guanabara; a partir da região da Praça Mauá,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 60,0 x 8,8 cm",Praça Mauá; Centro,circa,,1928/1938,"8,8","60,0"
002037AAK5006,Vista da região da Praça XV de Novembro; tomada da Praça Mauá,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 6,0 x 8,8 cm",Praça Mauá; Centro,circa,,1928/1938,"8,8","6,0"
002037AAK5007,Edfício do jornal A Noite; na praça Mauá,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp:  6,0 x 8,8 cm",Praça Mauá; Centro,circa,,1928/1938,,
002037AAK5008,Vista da região da rua Acre,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 6,0 x 8,8 cm",Rua Acre; Centro,circa,,1928/1938,"8,8","6,0"
002037AAK5009,Estátua do Pequeno Jornaleiro; na esquina da rua Miguel Couto com a rua do Ouvidor,"Obra do caricaturista Fritz, pseudônimo de Anísio Oscar Mota, homenageando os garotos que vendiam jornais pelas ruas do Rio. Iniciativa do jornal A Noite, foi inaugurada em junho em 1933, na confluência das ruas Ouvidor e Miguel Couto, junto à Av.Rio Branco.",Alfredo Krausz,1938-01-01,1933,1943,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m","Rua do Ouvidor, esquina com Miguel Couto; Avenida Rio Branco; Centro",circa,,1933/1943,"5,8","8,5"
002037AAK5010,Arcos da Lapa,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m",Lapa; Centro,circa,,1928/1938,"5,8","8,5"
002037AAK5011,Canal do Mangue,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m",Avenida Presidente Vargas; Centro,circa,,1928/1938,"5,8","8,5"
002037AAK5012,Canal do Mangue,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,8 x 8,5 c m",Avenida Presidente Vargas; Centro,circa,,1928/1938,"8,5","5,8"
002037AAK5013,Edifício na avenida Rio Branco,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m","Avenida Rio Branco, esquina com a rua Buenos Aires; Centro",circa,,1928/1938,"5,8","8,5"
002037AAK5014,Praça Floriano Peixoto,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m",Avenida Rio Branco; Centro,circa,,1928/1938,"5,8","8,5"
002037AAK5015,Mercado Municipal da Praça XV de Novembro,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,8 x 8,5 c m",Praça XV de Novembro; Praia do Peixe; Centro,circa,,1928/1938,"8,5","5,8"
002037AAK5016,Mercado Municipal da Praça XV de Novembro,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,8 x 8,5 c m",Praça XV de Novembro; Praia do Peixe,circa,,1928/1938,"8,5","5,8"
002037AAK5017,Região da Praça XV de Novembro; vista a partir da baía de Guanabara,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 8,5 cm",Baía de Guanabara; Centro,circa,,1928/1938,"8,5","8,5"
002037AAK5018,Barcos na Baía de Guanabara; na região da Praça XV de Novembro,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",Praça XV de Novembro; Centro,circa,,1928/1938,"8,5","5,5"
002037AAK5019,Banhistas na praia de Copacabana,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",Copacabana,circa,,1928/1938,"8,5","5,5"
002037AAK5020,Barcos na Baía de Guanabara; na região da Praça XV de Novembro,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",Baía de Guanabara; Praça XV de Novembro; Centro,circa,,1928/1938,"8,5","5,5"
002037AAK5021,Praia de Copacabana,,Alfredo Krausz,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",,circa,,,"8,5","5,5"
002037AAK5022,Praia,,Alfredo Krausz,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",,circa,,,"8,5","5,5"
002037AAK5023,"Parte da fachada da Escola Militar da Praia Vermelha; ao fundo, o bondinho do Pão de Açúcar",,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 8,5 x 5,8 c m",Urca,circa,,1928/1938,"5,8","8,5"
002037AAK5024,"Fachada da Escola Militar da Praia Vermelha; ao fundo, o Morro do Pão de Açúcar",,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,5 x 8,5 c m",Urca,circa,,1928/1938,"8,5","5,5"
002037AAK5025,Vista de parte da área militar na Praia Vermelha,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,8 x 8,5 cm",Urca,circa,,1928/1938,"8,5","5,8"
002037AAK5026,Vista de parte do bairro da Urca,,Alfredo Krausz,1933-01-01,1928,1938,FOTOGRAFIA/ Papel,GELATINA/ Prata,"sp: 5,8 x 8,5 cm",Urca,circa,,1928/1938,"8,5","5,8"
