qid,Qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Q125191,Corpo de bombeiros durante ação no Ministério da Viação,Fotografia de F. Garcia,Photograph by F. Garcia,1910-01-01T00:00:00Z/9,,,Q155,@-22.90358286024759/-43.17372372911984,7.7755929085600375U11573,102.74499414230159U28390,95.1590437785363U28390,Q97570588,Q11472,Q71989864,001CC007007,Q580807,60.59U28390,17.7U174728,12U174728,82294
,,Q125191,Monumento em homenagem ao Almirante Barroso,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92369986349958/-43.17246966556261,9.095838167398627U11573,-84.62688019530097U28390,93.63202755520769U28390,Q4233718,Q11472,Q71989864,001CC007014,Q172984,50.0U28390,,,80422
,,Q125191,Visita do presidente Hermes da Fonseca à fábrica de cartuchos,Fotografia de F. Garcia,Photograph by F. Garcia,1911-08-03T00:00:00Z/11,,,Q155,@-22.8762496435195/-43.43029224256216,38.92363917652572U11573,-124.0416537232115U28390,97.27665378312912U28390,Q97570588,Q11472,Q71989864,001CC007015,Q580807,60.0U28390,17.2U174728,12U174728,82295
,,Q125191,Finados - movimentação de pedestres na Praia de São Cristóvão,Fotografia de F. Garcia,Photograph by F. Garcia,1911-11-02T00:00:00Z/11,,,Q155,@-22.88351092125641/-43.21869855362183,7.216792348285586U11573,-159.99219916325768U28390,92.12452581345276U28390,Q97570588,Q11472,Q71989864,001CC007016,Q580807,50.0U28390,17.2U174728,12U174728,82296
,,Q125191,Brigada policial - inauguração do pavilhão: Enfermaria Geral,Fotografia de F. Garcia,Photograph by F. Garcia,1913-06-07T00:00:00Z/11,,,Q155,@-22.90899440699296/-43.17850800780282,23.226319151809374U11573,-145.7861226240815U28390,97.78363443490996U28390,Q97570588,Q11472,Q71989864,001CC007019,Q172984,50.0U28390,17.3U174728,12.7U174728,82297
,,Q125191,Brigada policial - inauguração de pavilhões,Fotografia de F. Garcia,Photograph by F. Garcia,1913-06-07T00:00:00Z/11,,,Q155,@-22.90924301796261/-43.178973961946966,16.92210919558729U11573,-167.0084535459105U28390,100.9373089010701U28390,Q97570588,Q11472,Q71989864,001CC007020,Q172984,49.99U28390,17.2U174728,12.7U174728,82298
,,Q125191,Inauguração da Praça 20 de Setembro,Fotografia de F. Garcia,Photograph by F. Garcia,1910-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.97103560444393/-43.189415999459726,9.39804062841671U11573,-107.29732924144591U28390,88.17918424589304U28390,Q97570588,Q11472,Q71989864,001CC007022,Q172984,50.0U28390,17.4U174728,12U174728,82839
,,Q125191,Prova de natação,Fotografia de F. Garcia,Photograph by F. Garcia,1909-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94666212379382/-43.1826489945427,8.82611969385625U11573,84.512449124662U28390,90.86209182403739U28390,Q97570588,Q11472,Q71989864,001CC007025,Q172984,50.0U28390,17.2U174728,12.5U174728,82299
,,Q125191,Exposição Internacional de 1922: dois pavilhões em obras,Fotografia de J. Teixeira,Photograph by J. Teixeira,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90528805081429/-43.17014555010223,8.370814224310925U11573,63.681971281048U28390,89.46524889050814U28390,Q89642578,Q11472,Q71989864,001CC008005,Q172984,55.82U28390,15.2U174728,11.5U174728,82250
,,Q125191,Saída do cortejo fúnebre de Rui Barbosa,Fotografia de Anônimo,Photograph by Anônimo,1923-03-03T00:00:00Z/11,,,Q155,@-22.90987979245973/-43.17573057373028,11.0798153974332U11573,8.525753880801206U28390,91.1291793939278U28390,Q4233718,Q11472,Q71989864,001CC008007,Q172984,50.0U28390,,,80423
,,Q125191,"Fachada da casa onde morou o escritor Paulo Barreto, o João do Rio; ao fundo, o morro do Corcovado",Fotografia de Chapelin,Photograph by Chapelin,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.98618042704818/-43.21173385280029,12.49884882269254U11573,21.693053251988488U28390,94.67282921195029U28390,Q97570376,Q11472,Q71989864,001CC011,Q172984,50.01U28390,22.0U174728,16.0U174728,82300
,,Q125191,Arsenal de guerra - Intendência geral de guerra,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89380222369415/-43.21854860210437,8.454672213490394U11573,-165.09017336158269U28390,97.76406208748095U28390,Q4233718,Q11472,Q71989864,001CC013,Q172984,49.9984U28390,15U174728,10U174728,82301
,,Q125191,Exposição Internacional de 1922: pavilhão Francês,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.89606883404299/-43.183592989527334,7.386681643512953U11573,57.49727594981135U28390,98.61355559537157U28390,Q4233718,Q11472,Q71989864,001CC015001,Q172984,59.95U28390,15.8U174728,12.5U174728,82251
,,Q125191,Exposição Internacional de 1922: marinheiros do Nevada,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9062052248545/-43.16881387377914,64.02175291182624U11573,171.7156108028538U28390,54.95974236874021U28390,Q4233718,Q11472,Q71989864,001CC015002,Q172984,59.77U28390,,,80424
,,Q125191,Exposição Internacional de 1922: vista geral exposição à noite,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.90615064599999/-43.16830648999998,9.08730932150645U11573,-38.73171667637588U28390,93.93999999999643U28390,Q4233718,Q11472,Q71989864,001CC015003,Q172984,50.01U28390,17.5U174728,12.2U174728,82252
,,Q125191,Exposição Internacional de 1922: pavilhão Britânico,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.91093798422294/-43.172844479861396,9.750626511228646U11573,3.6548778647975673U28390,96.03548034832876U28390,Q4233718,Q11472,Q71989864,001CC015005,Q172984,50.0U28390,17.2U174728,12U174728,82253
,,Q125191,Exposição Internacional de 1922: pavilhão americano,Fotografia de J. Teixeira,Photograph by J. Teixeira,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.911961272895926/-43.17383848494672,9.09274400866503U11573,-4.781983307642821U28390,99.32402395792772U28390,Q89642578,Q11472,Q71989864,001CC016001,Q172984,50.0U28390,16.3U174728,11.5U174728,82254
,,Q125191,Exposição Internacional de 1922: pavilhão F. Matarazzo,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.910049714/-43.17226949499999,10.88182652076283U11573,98.36561831470492U28390,103.93U28390,Q4233718,Q11472,Q71989864,001CC016002,Q172984,50.0U28390,10.2U174728,14.3U174728,82255
,,Q125191,Exposição Internacional de 1922: palácio das Festas,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.907519202652264/-43.16867217972957,9.829579353333932U11573,-35.618318525114226U28390,94.94907526700456U28390,Q4233718,Q11472,Q71989864,001CC016003,Q172984,49.99U28390,16.8U174728,10.8U174728,82256
,,Q125191,Exposição Internacional de 1922: pavilhão Sueco,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.910894645867263/-43.17284159612485,9.62109838627316U11573,165.5804182605476U28390,101.43885230228149U28390,Q4233718,Q11472,Q71989864,001CC017001,Q172984,50.0U28390,9.2U174728,12.0U174728,82257
,,Q125191,Exposição Internacional de 1922: Hotel 7 de Setembro,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.942101727785285/-43.1736382683975,10.763867245177591U11573,-110.99950961429529U28390,93.39349119449976U28390,Q4233718,Q11472,Q71989864,001CC017002,Q172984,36.13U28390,9.4U174728,12.2U174728,82258
,,Q125191,Exposição Internacional de 1922: pavilhão de Festas em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90662961285951/-43.16938949416096,41.093285793215344U11573,-33.847041651714555U28390,85.18574282453551U28390,Q4233718,Q11472,Q71989864,001CC018,Q172984,44.84U28390,22.9U174728,14.5U174728,82259
,,Q125191,Obras para Exposição Internacional de 1922,Fotografia de Anônimo,Photograph by Anônimo,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91306318284241/-43.17387276165136,8.394506227350309U11573,-64.33388139356781U28390,89.97065647449264U28390,Q4233718,Q11472,Q71989864,001CC019001,Q172984,50.0U28390,,,80425
,,Q125191,Transporte de Canhão para área da Exposição Internacional de 1922,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.913077900698163/-43.174867679573744,8.901105909563551U11573,6.108503340863475U28390,86.60661113874744U28390,Q4233718,Q11472,Q71989864,001CC019002,Q172984,39.79U28390,,,80426
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91163846967266/-43.17339996546918,9.317507417019764U11573,-78.37881663807664U28390,93.73445571133956U28390,Q4233718,Q11472,Q71989864,001CC019005,Q172984,50.01U28390,21.4U174728,15.1U174728,82260
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.908306417124056/-43.17035665914982,11.12052147375972U11573,-44.53181397573665U28390,98.5661288732522U28390,Q4233718,Q11472,Q71989864,001CC019007,Q172984,50.0U28390,15.0U174728,21.4U174728,82261
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90562805286344/-43.16900792751811,9.91641520460956U11573,-24.799148371666718U28390,85.94444463091291U28390,Q4233718,Q11472,Q71989864,001CC019008,Q172984,49.99U28390,21.4U174728,15.1U174728,82262
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90552445900001/-43.16935609199996,8.746775986169334U11573,-5.047642040415592U28390,101.44U28390,Q4233718,Q11472,Q71989864,001CC019010,Q172984,50.0U28390,15.0U174728,21.3U174728,82263
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90518698121413/-43.17157445888786,8.400070376429296U11573,-175.42024544991418U28390,97.01243258802626U28390,Q4233718,Q11472,Q71989864,001CC019011,Q172984,38.74U28390,15.1U174728,21.4U174728,82264
,,Q125191,Exposição Internacional de 1922: pavilhão da Administração em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.905395610664783/-43.1708110314005,7.492856027944268U11573,-168.81056712167842U28390,97.00132860161919U28390,Q4233718,Q11472,Q71989864,001CC019012,Q172984,50.0U28390,21.4U174728,15.1U174728,82265
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90554468890171/-43.170847772668374,14.27555270721899U11573,-98.73718215898745U28390,96.69412432923664U28390,Q4233718,Q11472,Q71989864,001CC019013,Q172984,50.0U28390,21.4U174728,15.1U174728,82266
,,Q125191,Exposição Internacional de 1922: pavilhões em obras,Fotografia de Anônimo,Photograph by Anônimo,1922-01-01T00:00:00Z/9,,,Q155,@-22.906049517726178/-43.16946975270025,12.530295918089822U11573,-132.329031766655U28390,85.56521682861242U28390,Q4233718,Q11472,Q71989864,001CC019014,Q172984,59.96U28390,15U174728,21.4U174728,82267
,,Q125191,Exposição Nacional de 1908: Pavilhão da Indústria Nacional em destaque,Fotografia de Anônimo,Photograph by Anônimo,1908-01-01T00:00:00Z/9,,,Q155,@-22.953557118300857/-43.16611828346657,16.659002050703982U11573,171.859584758874U28390,90.88479963107086U28390,Q4233718,Q11472,Q71989864,001CC020001,Q172984,45.06U28390,17.3U174728,12.6U174728,82268
,,Q125191,Exposição Nacional de 1908: vista geral da exposição,Fotografia de Anônimo,Photograph by Anônimo,1908-01-01T00:00:00Z/9,,,Q155,@-22.95327428320164/-43.16600421711497,30.43968380480885U11573,-126.242060379768U28390,89.28602206225634U28390,Q4233718,Q11472,Q71989864,001CC020002,Q172984,44.98U28390,17.1U174728,12.6U174728,82269
,,Q125191,Exposição Nacional de 1908: parte do pavilhão da Bahia,Fotografia de Anônimo,Photograph by Anônimo,1908-01-01T00:00:00Z/9,,,Q155,@-22.954456208892413/-43.16897246380331,24.108308234637427U11573,134.4988600040175U28390,92.1639501432057U28390,Q4233718,Q11472,Q71989864,001CC021,Q172984,50.0U28390,12.6U174728,17.5U174728,82270
,,Q125191,"Mirante Chapéu do Sol, no Corcovado",Fotografia de Anônimo,Photograph by Anônimo,1926-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.95198836663906/-43.21097223619872,646.614943995368U11573,80.13973399500306U28390,98.75130836578305U28390,Q4233718,Q11472,Q71989864,001CC023002,Q172984,40.13U28390,,,80427
,,Q125191,Visitantes no mirante do Corcovado,,,1905-01-01T00:00:00Z/9,,,Q155,@-22.95185996194744/-43.21010207419236,705.9019884304154U11573,87.90702381390585U28390,96.4888754069742U28390,,Q11472,Q71989864,001CC023003,Q172984,50.0U28390,,,80428
,,Q125191,Barco na Baía de Guanabara,,,1910-01-01T00:00:00Z/9,,,Q155,@-22.89810722935201/-43.162042761548975,7.1682315491696205U11573,-124.6187138490427U28390,94.01291996478464U28390,,Q11472,Q71989864,001CC025,Q172984,53.61U28390,17.6U174728,12U174728,82840
,,Q125191,"Navio ""El Patria""",Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/9,,,Q155,@-22.90589686663784/-43.16059258494174,16.05996531245315U11573,-128.38080160313459U28390,89.11124821766191U28390,Q4233718,Q11472,Q71989864,001CC031,Q172984,39.94U28390,17.3U174728,9.4U174728,82302
,,Q125191,Navio ancorado,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/9,,,Q155,@-22.894366998149554/-43.18448596016768,9.251881183584802U11573,97.41893127562555U28390,92.74718649733444U28390,Q4233718,Q11472,Q71989864,001CC032,Q172984,50.0U28390,16.1U174728,11U174728,82303
,,Q125191,Pier da fortaleza de São João,,,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.943106767207237/-43.15722928207643,38.23526566758602U11573,-127.9029188363826U28390,85.56070705251575U28390,,Q11472,Q71989864,001CC045,Q580807,44.95U28390,17U174728,11.6U174728,82923
,,Q125191,Ilha Fiscal,,,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.897299347204104/-43.16487823400299,6.843110170185418U11573,-72.25457339154781U28390,97.94251524354296U28390,,Q11472,Q71989864,001CC047,Q580807,49.99U28390,15.1U174728,9.2U174728,82924
,,Q125191,Quinta da Boa Vista,Fotografia de Anônimo,Photograph by Anônimo,1912-01-01T00:00:00Z/9,,,Q155,@-22.904178817181158/-43.222175645001705,15.129535973006972U11573,-108.44866844458879U28390,97.62971125018848U28390,Q4233718,Q11472,Q71989864,001CE001,MEIO-TOM/ Pigmento,50.0U28390,12.3U174728,8.0U174728,80429
,,Q125191,Chafariz da Carioca,Fotografia de José Francisco Corrêa,Photograph by José Francisco Corrêa,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90692454065207/-43.17806173290693,8.752300031836333U11573,-109.0015134897291U28390,99.82379567418987U28390,Q10309433,Q11472,Q71989864,001CO001002,Q172984,50.0U28390,13.4U174728,6.5U174728,80430
,,Q125191,Igreja Matriz de Nossa Senhora da Glória,Fotografia de José Francisco Corrêa,Photograph by José Francisco Corrêa,1903-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9312056931109/-43.17936374690451,10.94312350469591U11573,-76.43712323514896U28390,99.42802909791037U28390,Q10309433,Q11472,Q71989864,001CO001003,Q172984,50.0U28390,13.5U174728,6.5U174728,82310
,,Q125191,"Vista do bairro de São Cristóvão, com destaque para o Hospital dos Lázaros",Fotografia de José Francisco Corrêa,Photograph by José Francisco Corrêa,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.902118457665487/-43.212845883662965,22.442017287197498U11573,171.9164011206239U28390,90.4197232270472U28390,Q10309433,Q11472,Q71989864,001CO001004,Q172984,38.38U28390,13.5U174728,6.5U174728,80431
Q65620378,,Q125191,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de José Francisco Corrêa,Photograph by José Francisco Corrêa,1900-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92044721123909/-43.176162241538314,9.281139961395365U11573,-105.1156392787968U28390,96.65383129410742U28390,Q10309433,Q11472,Q71989864,001CO001005,Q172984,40.68U28390,13.5U174728,6.5U174728,80432
,,Q125191,"Vista tomada a partir do morro do Corcovado, ao fundo a Pedra da Gávea",Fotografia de José Francisco Corrêa,Photograph by José Francisco Corrêa,1910-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.951859585276534/-43.21010453304342,715.4714403009918U11573,-132.5195493241643U28390,82.95857822594273U28390,Q10309433,Q11472,Q71989864,001CO001007,Q172984,37.16U28390,13.5U174728,6.5U174728,82361
,,Q125191,"Fachada da loja ""A Elegante""",Fotografia de Antonio Luiz Ferreira,Photograph by Antonio Luiz Ferreira,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90594390091795/-43.17725578463286,9.583687116033436U11573,73.672600390932U28390,90.15781208048023U28390,Q97570558,Q11472,Q71989864,001FE001,Q580807,37.12U28390,15.7U174728,21.6U174728,82271
Q65620379,,Q125191,"Avenida Beira-Mar, a partir da Avenida Central",Fotografia de F. Manzière,Photograph by F. Manzière,1908-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.912195041961258/-43.17488235377186,46.185450480426084U11573,178.3708463885582U28390,81.71122299580223U28390,Q65619915,Q11472,Q71989864,001FM001001,COLÓDIO/ Prata,59.62U28390,13.8U174728,8.9U174728,80433
,,Q125191,Pedra do Índio,Fotografia de F. Manzière,Photograph by F. Manzière,1908-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90548999375007/-43.120167404969756,10.96041452619524U11573,107.3379481272438U28390,90.4612522214406U28390,Q65619915,Q11472,Q71989864,001FM001002,COLÓDIO/ Prata,36.42U28390,13.8U174728,8.9U174728,80434
,,Q125191,Ilha das Cobras,Fotografia de F. Manzière,Photograph by F. Manzière,1908-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.897000148418442/-43.17754571622983,36.69450253365029U11573,82.43450456120495U28390,85.16559331415962U28390,Q65619915,Q11472,Q71989864,001FM001003,COLÓDIO/ Prata,37.62U28390,13.8U174728,8.9U174728,80435
,,Q125191,Enseada de Botafogo vista do morro Nova Cintra,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.933678126595673/-43.197008449922826,227.64715771747032U11573,110.5710516514737U28390,83.2986832077775U28390,Q10312614,Q11472,Q71989864,001GU001001,Q580807,50.0U28390,27.0U174728,21.0U174728,80436
Q65620187,,Q125191,Pão de Açúcar e Morro do Pasmado,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.951168901588808/-43.1776255873893,61.345156376175424U11573,83.51952162593122U28390,87.09408739781864U28390,Q10312614,Q11472,Q71989864,001GU001002,Q580807,42.77U28390,27.1U174728,19.4U174728,80437
,,Q125191,Panorama da cidade do Rio de Janeiro a partir de Santa Teresa,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92199108034585/-43.18810656114536,123.4375953608679U11573,8.525182865121046U28390,82.9819245574122U28390,Q10312614,Q11472,Q71989864,001GU001003,Q580807,50.0U28390,27.0U174728,21.0U174728,80438
Q65620381,,Q125191,"Vista do Catete a partir do Outeiro da Glória, ao fundo o morro do Corcovado",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.923164646985768/-43.17542778707329,54.4832846722343U11573,-142.9755901333262U28390,84.73001803824916U28390,Q10312614,Q11472,Q71989864,001GU001005,Q580807,49.13U28390,27.0U174728,21.0U174728,80439
Q65620382,,Q125191,"Catete e Largo do Machado, a partir do Outeiro da Glória",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92318454601223/-43.1754471314414,55.798504885885954U11573,-151.6354615068797U28390,83.5351859636858U28390,Q10312614,Q11472,Q71989864,001GU001006,Q580807,49.75U28390,27.0U174728,21.0U174728,82337
Q65620383,,Q125191,"Catete e Santa Teresa, vistos do Outeiro da Glória",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.921854723878496/-43.1757537616085,34.991536301457764U11573,-66.3870468339574U28390,85.57355431707609U28390,Q10312614,Q11472,Q71989864,001GU001007,Q580807,60.87U28390,27.0U174728,21.0U174728,82338
Q65620384,,Q125191,"Largo do Machado, Catete e Praia do Flamengo, vistos do Outeiro da Glória",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92336939996038/-43.17546348173417,49.34315351430955U11573,-176.52583348153382U28390,82.77689840536179U28390,Q10312614,Q11472,Q71989864,001GU001008,Q580807,50.0U28390,27.0U174728,21.0U174728,82339
Q65620385,,Q125191,"Outeiro da Glória, a partir de Santa Teresa",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9183865044076/-43.18205555471897,90.2746760891869U11573,125.32649857650298U28390,84.64343824752251U28390,Q10312614,Q11472,Q71989864,001GU001009,AMBROTIPIA/ Prata,42.0U28390,27.0U174728,21.0U174728,82340
Q65620386,,Q125191,"Morro do Castelo, em primeiro plano, Santa Teresa e Glória, ao fundo",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90687155510341/-43.17266696825487,62.76028805399311U11573,-156.3633124143659U28390,85.5298602806332U28390,Q10312614,Q11472,Q71989864,001GU001010,Q580807,59.75U28390,27.0U174728,21.0U174728,18321
,,Q125191,"Santa Teresa e Corcovado, vistos do Morro de Santo Antônio",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.911111511347922/-43.18208353427725,30.66053991692905U11573,-153.5774157573015U28390,89.6268286099295U28390,Q10312614,Q11472,Q71989864,001GU001011,Q580807,50.0U28390,27.0U174728,21.0U174728,82341
Q97772517,,Q125191,Morro do Castelo e rua Primeiro de Março; vistos da igreja do Carmo,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90312764639647/-43.17544525744895,40.684474872977844U11573,154.8505213400856U28390,83.71998652397517U28390,Q10312614,Q11472,Q71989864,001GU001012,Q580807,50.0U28390,27.0U174728,21.0U174728,82311
Q65620387,,Q125191,"Praia da Lapa, hoje região do Passeio Público, e Outeiro da Glória",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.908763640387587/-43.17282370968143,47.969197112966654U11573,178.8668548955741U28390,82.40876927990097U28390,Q10312614,Q11472,Q71989864,001GU001013,Q580807,62.14U28390,27.0U174728,21.0U174728,82342
,,Q125191,"Lapa, Passeio Público e Morro do Castelo",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9164853440364/-43.17961262471833,63.86630883245756U11573,58.60759783245373U28390,80.3300161665566U28390,Q10312614,Q11472,Q71989864,001GU001014,Q580807,50.0U28390,27.0U174728,21.0U174728,82343
,,Q125191,"Panorama do centro do Rio, a partir do Morro de Santo Antônio",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90855236631608/-43.179401246263076,34.624661397483074U11573,24.31689429681061U28390,90.01580891314569U28390,Q10312614,Q11472,Q71989864,001GU001015,Q580807,45.15U28390,27.0U174728,21.0U174728,82344
,,Q125191,"Panorama do Rio de Janeiro, a partir do Morro da Conceição",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89950867241532/-43.183453420972846,55.02695553948281U11573,79.0906587546069U28390,87.82774195022476U28390,Q10312614,Q11472,Q71989864,001GU001016,Q580807,50.0U28390,27.0U174728,21.0U174728,82345
