id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,accurate_date,image_width,image_height,img_hd,img_sd,a,lat,lng,height,heading,tilt,fov,geometry,portals_id,portals_url,wikidata_id,wikidata_ims_id,wikidata_image,wikidata_depict,omeka_url
001AN01002079,Vista de cidade litorânea,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002080,Vista de trecho de serra com ferrovia,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002081,Pescadores e redes estendidas na praia,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",Icaraí,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002083,Canoas e redes de pesca estendidas sob árvores,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002084,Homem recostado em canoa sob árvore,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002085,Vilarejo a beira-mar,,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN01002087,Vilarejo e canoa no mar (imagens superpostas),,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 7,3 x 9,8 cm; sp: 8,0 x 10,5 cm",,False,"9,8","7,3",,,,,,,,,,,,,,,,,
001AN02001001,Palácio Guanabara,"Residência da Princesa Izabel construída em 1889, atual Palácio da Guanabara.",Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 6,5 x 13,4 cm; ss: 8,7 x 17,4 cm.",Laranjeiras,False,"13,4","6,5",,,,,,,,,,,19351.0,http://acervos.ims.com.br/portals/#/detailpage/19351,http://www.wikidata.org/entity/Q97772549,,,,
001AN02001002,Palácio da Princesa Izabel (com palmeiras),"Fachada do Palácio Guanabara (antigo Palácio Isabel). A edificação original, adquirida do comerciante português José Machado Coelho, foi reformada pelo arquiteto J.M.Jacinto Rebelo para tornar-se residência da Princesa Isabel  e do Conde D'Eu à época de seu casamento, em 1864, até 1889, data da partida da família real para o exílio na França. Ampliada e adaptada ao gosto da arquitetura eclética, em 1908, para receber o rei de Portugal, D.Carlos I, que viria para a comemoração do Centenário da Abertura dos Portos, foi residência presidencial (sob o General Dutra, foi erguida a capela nos seus jardins (BG)) e, a partir de 1960 passou a ser sede do governo estadual.",,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 6,5 x 13,4 cm / ss: 8,7 x 17,4 cm",Laranjeiras,False,"13,4","6,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001002.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN02001002.jpg,,-22.937762,-43.183443,17.08,-70.17,90.27,50.0,"POLYGON ((-43.18344329257359 -22.93776178868652, -43.18733356026716 -22.93808585128132, -43.1873493134463 -22.93773312903476, -43.18732744953313 -22.93738068325426, -43.18726817938012 -22.93703190816995, -43.18717207407021 -22.93669016263535, -43.18704005940618 -22.93635873778128, -43.18687340698483 -22.93604082532302, -43.18667372194228 -22.93573948682569, -43.18644292748856 -22.93545762422379, -43.18621345086543 -22.93522562882412, -43.18344329257359 -22.93776178868652))",,,,,,,
001AN02001004,"Fonte Adriano Ramos Pinto, no Jardim da Glória",,Anônimo,,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 6,5 x 13,4 cm; ss: 8,7 x 17,4 cm.",Largo da Glória,False,"13,4","6,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001004.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN02001004.jpg,,-22.920658,-43.176158,11.06,148.02,92.5,49.4,"POLYGON ((-43.17615782299997 -22.92065822300002, -43.17289457543159 -22.92263482267558, -43.17312063780775 -22.92291990492972, -43.17337595139761 -22.92318320586464, -43.17365805742471 -22.92342218961444, -43.1739642390294 -22.92363455450064, -43.17429154743461 -22.92381825520373, -43.1746368303473 -22.92397152246572, -43.17499676232188 -22.92409288013363, -43.17536787679318 -22.92418115937975, -43.17566230541695 -22.92422643597775, -43.17615782299997 -22.92065822300002))",,,http://www.wikidata.org/entity/Q65620175,,,http://www.wikidata.org/entity/Q1532671 Glória,
001AN02001005,Avenida Central,,Anônimo,,1905-01-01,1915-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 6,5 x 13,4 cm; ss: 8,7 x 17,4 cm.",Atual Rio Branco,False,"13,4","6,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001005.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN02001005.jpg,,-22.898135999999997,-43.180343,8.84,15.65,100.1,50.2,"POLYGON ((-43.18034297108191 -22.89813626540976, -43.18098365102118 -22.89458773094654, -43.18060300542065 -22.89454696862114, -43.18021985574541 -22.89454077227557, -43.17983789164419 -22.89456920157932, -43.17946079135164 -22.89463198276426, -43.17909218627589 -22.89472851126038, -43.1787356260368 -22.8948578575163, -43.17839454429055 -22.89501877594865, -43.17807222567001 -22.89520971693419, -43.17779416137746 -22.89541093722704, -43.18034297108191 -22.89813626540976))",,,,,,,
001AN02001006,Monumento a Pedro Álvares Cabral,Monumento a Pedro Álvares Cabral.,,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 6,5 x 13,4 cm / ss: 8,7 x 17,4 cm",Largo da Glória; Glória,False,"13,4","6,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN02001006.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN02001006.jpg,,-22.920063,-43.176542,9.04,154.59,89.93,50.0,"POLYGON ((-43.17654229915085 -22.92006333776376, -43.17353252116567 -22.92235587568591, -43.17379098555784 -22.92261655495275, -43.17407594809699 -22.92285264510728, -43.17438466440723 -22.92306187233818, -43.1747141612947 -22.92324222154415, -43.17506126538431 -22.92339195574534, -43.17542263368658 -22.92350963281599, -43.17579478579952 -22.92359411937684, -43.17617413743568 -22.92364460171346, -43.17651443022345 -22.92366052763971, -43.17654229915085 -22.92006333776376))",,,http://www.wikidata.org/entity/Q65620374,,,http://www.wikidata.org/entity/Q1532671 Glória,
001AN16001001,Revolta Naval: vista geral do Batalhão Naval da Ilha das Cobras,"Vista geral do Batalhão Naval da Ilha das Cobras, durante a Revolta Naval.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 9,6 x 23,1 cm",Ilha das Cobras,True,"23,1","9,6",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001001.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001001.jpg,,-22.896875,-43.177546,33.47,74.95,86.29,60.0,"POLYGON ((-43.17754566586255 -22.89687528940251, -43.17244531630512 -22.89216648540748, -43.17196886146061 -22.89264969042914, -43.17154610928887 -22.89317358994636, -43.17118113141221 -22.89373313896119, -43.17087744323608 -22.8943229491172, -43.1706379700757 -22.89493734057669, -43.17046501895953 -22.89557039670693, -43.17036025638159 -22.8962160210493, -43.17032469221849 -22.89686799602316, -43.17035866996698 -22.89752004279933, -43.17046186339769 -22.89816588176689, -43.17056929915225 -22.8985921598996, -43.17754566586255 -22.89687528940251))",,,,,,,
001AN16001002,Revolta Naval: Arsenal da Marinha,Vista do Arsenal da Marinha.,,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,5 x 16,6 cm",,True,"16,6","11,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001002.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001002.jpg,,-22.898948999999998,-43.175963,10.12,-33.86,91.33,45.4,"POLYGON ((-43.17596255439777 -22.89894881185575, -43.1792195662638 -22.89696429887638, -43.17899272608962 -22.89667977058626, -43.17873670516525 -22.89641709431454, -43.17845396914353 -22.89617879964342, -43.17814724090094 -22.89596718134676, -43.17781947431589 -22.89578427729525, -43.17747382582439 -22.89563184883558, -43.17711362402705 -22.89551136383227, -43.17674233763989 -22.89542398253539, -43.17672095561714 -22.895420025615, -43.17596255439777 -22.89894881185575))",,,,,,,
001AN16001003,Revolta Naval: Grupo de oficiais ao redor do Ministro da Guerra,"Grupo de oficiais ao redor do Ministro da Guerra, General Barreto.",,1910-01-01,,1895-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,4 x 16,8 cm",,True,"16,8","11,4",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001003.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001003.jpg,,,,,,,,,,,,,,,
001AN16001004,Revolta Naval: navio no ataque,Navio em ação durante a Revolta Naval.,,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 10,5 x 15,9 cm",,True,"15,9","10,5",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001004.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001004.jpg,,-22.920751,-43.144201,13.79,169.8,83.47,50.0,"POLYGON ((-43.14420105148518 -22.92075051404936, -43.14194993029272 -22.92369017588203, -43.14227361335675 -22.92387924738933, -43.14261585998543 -22.9240381869016, -43.14297337398258 -22.92416546363608, -43.14334271207638 -22.92425985175755, -43.14372031708818 -22.92432044218735, -43.14410255219983 -22.92434665136091, -43.14448573598874 -22.92433822684961, -43.14486617789314 -22.92429524979254, -43.14519908328879 -22.92422836809749, -43.14420105148518 -22.92075051404936))",,,,,,,
001AN16001005,"Revolta Naval: projétil no ar, imediatamente após disparo","Projétil no ar, imediatamente após disparo, durante a Revolta Naval.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 12,1 x 17,3 cm / sp: 12,1 x 18 cm",,True,"17,3","12,1",,,,,,,,,,,,,,,,,
001AN16001006,Revolta Naval: edifício do Batalhão Naval c/ torreão destruído,"Edifício do Batalhão Naval, com torreão parcialmente destruído e presença de oficiais e outros cidadãos.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 11,3 x 16,7 cm",,True,"16,7","11,3",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001006.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001006.jpg,,-22.895718,-43.171778,31.82,161.87,95.84,40.4,"POLYGON ((-43.17177760714063 -22.8957181468887, -43.16935640030327 -22.89854049105105, -43.16966836125824 -22.89874552288592, -43.17000063675972 -22.89892139891934, -43.17035002666582 -22.89906642525262, -43.17071316596706 -22.89917920510205, -43.17108655720085 -22.89925865225449, -43.17146660414277 -22.89930400153138, -43.17184964645034 -22.89931481616009, -43.17191743561558 -22.8993131214046, -43.17177760714063 -22.8957181468887))",,,,,,,
001AN16001007,Revolta Naval: torreão do Batalhão Naval,Edifício do Batalhão Naval com torreão parcialmente destruído.,,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,3 x 11,3 cm",,True,"11,3","16,3",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001007.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001007.jpg,,-22.895803,-43.171713000000004,32.67,170.07,95.76,27.2,"POLYGON ((-43.17171278246912 -22.89580284126841, -43.17015263555397 -22.89910054604203, -43.1705110320382 -22.89922553940728, -43.17088100290928 -22.89931756953206, -43.1712589848929 -22.89937575004818, -43.17164133753947 -22.89939952060169, -43.17196353782502 -22.89939269845099, -43.17171278246912 -22.89580284126841))",,,,,,,
001AN16001008,"Revolta Naval: capela, hospital e caixa d'água","Capela, hospital e caixa d'água, parcialmente destruídas, durante a Revolta Naval.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,2 x 16,7 cm",,True,"16,7","11,2",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001008.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001008.jpg,,-22.8964,-43.174282,36.33,61.34,97.17,50.0,"POLYGON ((-43.17428177287533 -22.89639990495027, -43.17196770726064 -22.89350231609362, -43.17167054944581 -22.89372521564363, -43.17139853765753 -22.89397387361154, -43.17115429151574 -22.89424589541979, -43.17094016329906 -22.89453866148191, -43.17075821528903 -22.89484935242543, -43.17061019990487 -22.89517497623924, -43.17049754282074 -22.89551239708396, -43.17042132922763 -22.89585836548804, -43.17038477993843 -22.89617037649612, -43.17428177287533 -22.89639990495027))",,,,,,,
001AN16001009,Revolta Naval: refeitório e dormitório do Batalhão Naval,Vista dos edifícios que abrigam o refeitório e o dormitório do Batalhão Naval.,,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,3 x 16,8 cm",,True,"16,8","11,3",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001009.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001009.jpg,,-22.896256,-43.172101,32.16,84.69,94.73,50.0,"POLYGON ((-43.17210142217856 -22.89625631721156, -43.16873028896344 -22.89444082199999, -43.16855335077116 -22.89475395880188, -43.1684105813145 -22.89508156435399, -43.1683033557525 -22.89542048372889, -43.16823270697243 -22.89576745302005, -43.16819931563303 -22.89611913077233, -43.16820350359902 -22.89647213016011, -43.16824523083019 -22.89682305160339, -43.16832409575587 -22.8971685155077, -43.16842476936758 -22.89746832151431, -43.17210142217856 -22.89625631721156))",,,,,,,
001AN16001010,Revolta Naval: entrada para o Batalhão Naval,"Aspecto da entrada para o Batalhão Naval, danificado durante a Revolta Naval.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 16,3 x 11,3 cm",,True,"11,3","16,3",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001010.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001010.jpg,,,,,,,,,,,,,,,
001AN16001011,"Revolta Naval: outra entrada para o Batalhão Naval, com canhão","Aspecto de outra entrada para o Batalhão Naval, com canhão.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 11,2 x 13,9 cm",,True,"13,9","11,2",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001011.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001011.jpg,,,,,,,,,,,,,,,
001AN16001012,"Revolta Naval: canhão em área destruída, voltado para o Arsenal","Metralhadora em área destruída, voltado para o Arsenal da Marinha.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 12,3 x 16,8 cm",,True,"16,8","12,3",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001012.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001012.jpg,,-22.896232,-43.173512,36.6,-172.59,82.95,50.0,"POLYGON ((-43.17351206099589 -22.89623164277105, -43.17233187515802 -22.89966070379862, -43.17270242039827 -22.89975075577581, -43.17308076352499 -22.89980691591361, -43.17346326060952 -22.89982864331687, -43.17384622770571 -22.89981572872228, -43.17422597633953 -22.89976829651431, -43.17459884904227 -22.89968680352689, -43.17496125458479 -22.89957203464253, -43.17530970257306 -22.89942509523112, -43.17560513818627 -22.89926853164548, -43.17351206099589 -22.89623164277105))",,,,,,,
001AN16001013,"Revolta Naval: canhão em frente ao Batalhão Naval, semi-destruído","Aspecto de área do Batalhão Naval, com canhão apontado para o Cais Pharaux.",,1910-01-01,,1894-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 12,2 x 16,8 cm",,True,"16,8","12,2",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN16001013.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN16001013.jpg,,-22.896632999999998,-43.171309,34.19,139.0,83.4,50.0,"POLYGON ((-43.17130929613352 -22.89663349399663, -43.16774182566601 -22.89809644827354, -43.16791466129821 -22.8984115257389, -43.16812019040088 -22.89870947990823, -43.16835643374058 -22.89898744119809, -43.168621116235 -22.89924273255861, -43.16891168886048 -22.89947289525993, -43.16922535319998 -22.89967571257628, -43.16955908839513 -22.89984923113941, -43.16990968024249 -22.89999177975543, -43.17023274210758 -22.90009137334862, -43.17130929613352 -22.89663349399663))",,,,,,,
001AN17001,Combate da Armação - Niterói,Reprodução de época de desenho de combate a beira-mar.,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 16,8 x 26 cm / ss: 23 x 32,5 cm",,False,26,"16,8",,,,,,,,,,,,,,,,,
001AN24001001,Cascata,Vista de mata e cascata.,,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 17,4 x 12 cm / ss: 17,8 x 13 cm",,False,12,"17,4",,,,,,,,,,,,,,,,,
001AN24001003,"Outro homem apoiado em rocha, provavelmente no Campo da Aclamação",Homem em jardim com a mão esquerda apoiada em grande pedra.,,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,i/sp: 12 x 18 cm,Campo da Aclamação - atual praça da República,False,18,12,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN24001003.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN24001003.jpg,,-22.907055,-43.189797999999996,9.93,159.41,96.81,45.0,"POLYGON ((-43.18979770394282 -22.90705482549441, -43.18712957053634 -22.90968164383769, -43.18742193871835 -22.90990989328959, -43.18773718825901 -22.91011064646959, -43.18807228302958 -22.91028196988877, -43.18842399572956 -22.91042221349464, -43.1887889389732 -22.91053002656638, -43.18916359791963 -22.91060437072678, -43.18954436413183 -22.9106445299455, -43.18979770394282 -22.90705482549441))",,,,,,,
001AN25001001,Demolição do Morro do Castelo - obras de aterramento na região portuária,Trabalhadores em obra junto ao mar; monte de terra e canalização.,Anônimo,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 16,7 x 22,8 cm / ss: 17,2 x 23,2 cm",,False,"22,8","16,7",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN25001001.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN25001001.jpg,,-22.895366,-43.187108,7.87,-43.2,90.42,60.0,"POLYGON ((-43.18710841951067 -22.89536649144397, -43.19084669248089 -22.89432684767608, -43.1907180706063 -22.89399430648415, -43.19055468686989 -22.89367498044067, -43.19035811493232 -22.89337194472618, -43.19013024802722 -22.8930881176217, -43.18987328072301 -22.8928262324087, -43.1895896877847 -22.892588811051, -43.18928220033941 -22.89237813991209, -43.18895377957521 -22.89219624774127, -43.18860758822653 -22.89204488614072, -43.18824696012051 -22.89192551270111, -43.18800023121707 -22.89186428231665, -43.18710841951067 -22.89536649144397))",18242.0,http://acervos.ims.com.br/portals/#/detailpage/18242,http://www.wikidata.org/entity/Q97772510,,,,
001AN25001002,"Praça XV de Novembro; à direita, edifício da Sociedade de Geografia; ao fundo, o Morro do Castelo","Movimento de transeuntes, automóvel e bondes em largo frente a edifício da Sociedade de Geographia.",,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,9 x 22,5 cm / sp: 18 x 24 cm",Praça 15 de Novembro; Centro,False,"22,5","16,9",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN25001002.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN25001002.jpg,,-22.903312,-43.175067,6.95,155.3,95.24,55.6,"POLYGON ((-43.17506689798091 -22.90331192486863, -43.17197085781139 -22.90550439026013, -43.17221905859079 -22.90577337359785, -43.17249468710897 -22.90601865165275, -43.17279508890256 -22.90623786212844, -43.17311737087119 -22.90642889377713, -43.17345842914213 -22.90658990673698, -43.17381497896707 -22.90671935025586, -43.17418358636247 -22.90681597763, -43.17456070118899 -22.90687885821405, -43.17494269135081 -22.90690738638638, -43.17527484991195 -22.90690410255372, -43.17506689798091 -22.90331192486863))",,,,,,,
001AN25001003,Obras de aterro na Glória e Lapa,Obras de aterramento. Outeiro da Glória ao centro e Pão de Açúcar à esquerda.,,,,,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 17 x 22,8 cm / sp: 17,2 x 23,2 cm",,False,"22,8",17,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN25001003.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN25001003.jpg,,-22.914151,-43.17576,31.07,173.56,88.22,52.2,"POLYGON ((-43.17575992085909 -22.91415111436416, -43.169422285757 -22.92330602170851, -43.17042707536641 -22.92383411354296, -43.17148323416843 -22.92426894700883, -43.17258058899832 -22.92460633350696, -43.17370856959744 -22.92484302308318, -43.17485631049259 -22.92497673575543, -43.17601275572881 -22.92500618349174, -43.17716676544365 -22.92493108262646, -43.17830722325247 -22.92475215659467, -43.17942314340689 -22.92447112895854, -43.1797239199731 -22.92437640272501, -43.17575992085909 -22.91415111436416))",,,http://www.wikidata.org/entity/Q63986260,,,http://www.wikidata.org/entity/Q22031111 Morro da Viuva||http://www.wikidata.org/entity/Q5457206 Aterro do Flamengo||http://www.wikidata.org/entity/Q210722 Sugarloaf Mountain,
001AN27001,Exposição Nacional - Jardim Botânico,,Anônimo,1908-01-01,1908-01-01,1908-01-01,REPRODUÇÃO FOTOMECÂNICA/ Papel,GELATINA/ Prata,"i/sp: 8,6 x 13,7 cm",Urca,True,"13,7","8,6",,,,,,,,,,,,,,,,,
001AN29001001,Aqueduto da Carioca,"Vista do Aqueduto da Carioca (hoje chamado de Arcos da Lapa ou da Carioca), a partir do Morro de Santa Teresa. O monumental aqueduto, com dupla arcada, trazia água da nascente do Rio da Carioca, na Serra da Tijuca, até os pés do convento franciscano, local do atual Largo da Carioca, onde era distribuída à população por enorme chafariz. Construído entre 1722 e 1724, sob o governo de Aires Saldanha, foi concluido no governo do Conde de Bobadela, em 1744. No primeiro plano, o casario da Lapa. À esquerda, os morros de Santo Antonio e do Castelo e, aos pés do último, a Igreja de Santa Luzia.",,,,,REPRODUÇÃO FOTOMECÂNICA/ Papel,GELATINA/ Prata,"i/sp: 9 x 13,9 cmi/sp: 9,0 x 13,9 cm",Lapa,False,"13,9",9,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN29001001.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN29001001.jpg,,-22.915761,-43.183397,59.91,49.22,85.85,37.6,"POLYGON ((-43.18339716883711 -22.91576063685378, -43.17734008886184 -22.90625829456009, -43.17635810985085 -22.90685089051785, -43.17544390750354 -22.90752928806231, -43.17460628550351 -22.90828695508923, -43.17385331055795 -22.90911659611477, -43.1731922347129 -22.91001022248643, -43.17262942549343 -22.91095922927036, -43.17230369678171 -22.91163600130611, -43.18339716883711 -22.91576063685378))",,,,,,,
001AN29001002,"Cômoro Frei Leandro ou Casa dos Cedros, no Jardim Botânico",,Anônimo,,,1905-01-01,REPRODUÇÃO FOTOMECÂNICA/ Papel,GELATINA/ Prata,"i/sp: 9,0 x 13,9 cm",Jardim Botânico,False,"13,9","9,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN29001002.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN29001002.jpg,,-22.968382000000002,-43.224464000000005,66.18,-120.04,103.99,50.0,"POLYGON ((-43.22446360910831 -22.96838232791511, -43.22670230981642 -22.97133053244331, -43.2270053913734 -22.97111430119918, -43.22728399269829 -22.97087175922263, -43.22753543069162 -22.97060524246036, -43.22775728390916 -22.9703173177483, -43.22794741588015 -22.97001075808631, -43.22810399567896 -22.9696885159279, -43.22822551555215 -22.96935369474192, -43.22831080543147 -22.96900951912065, -43.22835553156176 -22.96869841027561, -43.22446360910831 -22.96838232791511))",,,,,,,
001AN29001003,"Largo da Glória, monumento a Pedro Álvares Cabral ao fundo",,Anônimo,,1906-01-01,1906-01-01,REPRODUÇÃO FOTOMECÂNICA/ Papel,GELATINA/ Prata,"i/sp: 9,0 x 13,9 cm",Glória,False,"13,9","9,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN29001003.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN29001003.jpg,,-22.919847,-43.176414,11.08,179.57,95.73,45.2,"POLYGON ((-43.17641363662455 -22.91984685582833, -43.17488716777362 -22.92315801464867, -43.17524689618593 -22.92327987783159, -43.17561786179783 -22.92336867834112, -43.17599649175204 -22.9234235609142, -43.17637913935653 -22.92344399696022, -43.17676211921496 -22.92342978965332, -43.17714174273015 -22.92338107582847, -43.17751435363854 -22.92329832466327, -43.17787636323287 -22.92318233315813, -43.17788583918323 -22.92317879465182, -43.17641363662455 -22.91984685582833))",,,http://www.wikidata.org/entity/Q65620375,,,http://www.wikidata.org/entity/Q1532671 Glória,
001AN29001004,Escola Militar,,Anônimo,,1901-01-01,1911-01-01,REPRODUÇÃO FOTOMECÂNICA/ Papel,GELATINA/ Prata,"i/sp: 9,0 x 13,9 cm",Urca; Praia Vermelha,False,"13,9","9,0",https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN29001004.jpg,https://raw.githubusercontent.com/imaginerio/situated-views/master/images/jpeg-sd/001AN29001004.jpg,,-22.957388,-43.160786,12.63,-61.74,93.04,38.6,"POLYGON ((-43.16078648723077 -22.95738835472167, -43.16464592955053 -22.95683050116727, -43.1645679582349 -22.95648485859717, -43.16445357001388 -22.95614791756017, -43.16430386674956 -22.95582292290573, -43.16412029037009 -22.95551300441296, -43.16390460897506 -22.95522114665284, -43.16365889980185 -22.95495016024954, -43.16342071663127 -22.9547318811149, -43.16078648723077 -22.95738835472167))",,,,,,,
