identifier,title,description,author,date,start_date,end_date,dimensions,fabrication_method,place,accurate_date,image_width,image_height,lat,lng,height,heading,tilt,fov,geometry,image
001RJ004003,Jockey Clube,"O Jockey Club foi construído entre 1923 e 1926, primeira grande prêmio 1933.

",,1933-01-01,1926-01-01,1938-01-01,"i: 15,5 x 21,5 cm; sp: 16,0 x 22,0 cm. ",GELATINA/ Prata,Gávea,False,"21,5","15,5",-22.97414,-43.226587,8.83,83.77,90.25,40.6,"POLYGON ((-43.22658711364104 -22.97413967411703, -43.22308996689552 -22.97253546842715, -43.22293601776182 -22.97285878459654, -43.22281722968074 -22.9731944367162, -43.2227347468836 -22.97353919235234, -43.22268936399122 -22.97388973137653, -43.22268151835097 -22.97424267793811, -43.22271128581398 -22.97459463297429, -43.22277837999333 -22.97494220694478, -43.22279639267464 -22.9750115094759, -43.22658711364104 -22.97413967411703))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ004003.jpg
001RJ005003,Rio de Janeiro visto do Corcovado,Vista da praia de Botafogo e do morro Pão de Açucar.,,,1922-01-01,,"i: 16,4 x 22,7 cm; sp: 16,8 x 23,0 cm.",GELATINA/ Prata,,False,"22,7","16,4",-22.95185,-43.209988,702.44,78.03,74.49,57.6,"POLYGON ((-43.2099877503687 -22.95184959921133, -43.15664438572185 -22.90946545942387, -43.15238993784116 -22.91448416979232, -43.1486897305409 -22.91986272988236, -43.14557943935475 -22.92554938090249, -43.14308907464038 -22.93148939258447, -43.14124269040364 -22.93762558890858, -43.14005814995102 -22.9438988976022, -43.13954695072977 -22.95024891816362, -43.13971411016195 -22.95661450297476, -43.14055811370324 -22.96293434592879, -43.14207092576584 -22.96914757291437, -43.14253204475547 -22.97061620330317, -43.2099877503687 -22.95184959921133))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ005003.jpg
001RJ005004,Pão de Açúcar,Vista do Pão de Açucar e do Bondinho.,,1920-01-01,1912-01-01,1925-01-01,"i: 16,3 x 22,5 cm; sp: 16,8 x 23,0 cm.",GELATINA/ Prata,Urca,False,"22,5","16,3",-22.95114,-43.163552,220.68,71.15,92.92,36.8,"POLYGON ((-43.16355225851658 -22.95113987094243, -43.16044329862505 -22.9489617052335, -43.16022641745399 -22.94925280182469, -43.1600415646146 -22.94956207200234, -43.15989052049758 -22.94988653743963, -43.15977473994249 -22.95022307345478, -43.15969533821903 -22.95056843909975, -43.15965308027723 -22.95091930836928, -43.15964584548579 -22.95111191825655, -43.16355225851658 -22.95113987094243))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ005004.jpg
001RJ005005,Canto do Rio,,,1930-01-01,1925-01-01,1935-01-01,"i: 22,6 x 16,3 cm; sp: 22,8 x 16,7 cm.",GELATINA/ Prata,,False,"16,3","22,6",-22.913297,-43.109891999999995,17.91,-110.26,91.04,37.6,"POLYGON ((-43.10989173162282 -22.91329662862964, -43.11292559638303 -22.91556190072628, -43.11315204373603 -22.91527708606843, -43.11334709112923 -22.91497319856371, -43.11350886029071 -22.91465316493296, -43.11363579348335 -22.9143200673781, -43.11372666849955 -22.91397711389487, -43.11378061042289 -22.91362760737488, -43.11379583611465 -22.91339074016719, -43.10989173162282 -22.91329662862964))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ005005.jpg
001RJ005006,Rua Paissandú,"Em primeiro plano a rua Paissandú construída em 1864 para ligar a casa da Princesa Izabel ao Palácio da Guanabara. Em segundo Plano o Cristo Redentor, inaugurado em 1931.",,1935-01-01,1931-01-01,1940-01-01,"i: 22,3 x 16,4 cm; sp: 22,9 x 16,7 cm.",GELATINA/ Prata,Flamengo,False,"16,4","22,3",-22.935532000000002,-43.179596000000004,11.29,-126.26,108.51,50.0,"POLYGON ((-43.17959632867041 -22.93553225278503, -43.18147478930907 -22.93868625861032, -43.18180143453275 -22.93850150550224, -43.18210684198882 -22.93828815638773, -43.18238807035758 -22.93804826606532, -43.18264241123373 -22.93778414494443, -43.18286741521064 -22.9374983367898, -43.18306091546813 -22.93719359421838, -43.18322104863662 -22.93687285218529, -43.18334627273689 -22.93653919971404, -43.1834272941649 -22.93623437679893, -43.17959632867041 -22.93553225278503))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ005006.jpg
001RJ007001,Exposição do Centenário da Independência - Panorama noturno,Vista noturna do teatro Municipal.,,1922-01-01,1922-01-01,1922-01-01,"i: 15,8 x 21,8 cm; sp: 16,2 x 22,2 cm.",GELATINA/ Prata,Cinelândia,True,"21,8","15,8",-22.906292999999998,-43.171546,41.23,56.3,87.72,50.0,"POLYGON ((-43.171546286356 -22.90629301338882, -43.1649120757659 -22.89624023715541, -43.16387438071517 -22.89688762938934, -43.16291055498917 -22.8976255961096, -43.16202988018404 -22.89844703170898, -43.16124083771764 -22.89934402675365, -43.16055102714748 -22.9003079441, -43.15996709295795 -22.90132950202084, -43.15949466052313 -22.90239886354274, -43.15913828186344 -22.90350573113574, -43.1589217310894 -22.90451248951074, -43.171546286356 -22.90629301338882))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ007001.jpg
001RJ007002,Monumento em homenagem a Duque de Caxias,"Estátua de Duque de Caxias, foi instalada em 1899 e retirada 1953 etransferida para  Avenida Presidente Vargas.",,1930-01-01,1899-01-01,1953-01-01,"i: 16,0 x 22,0 cm; sp: 16,3 x 22,3 cm.",GELATINA/ Prata,Largo do Machado,False,"22,0","16,0",-22.930616,-43.178387,9.59,-125.79,96.24,50.0,"POLYGON ((-43.1783870060093 -22.93061625619945, -43.18029299723228 -22.93375618690714, -43.18061799961422 -22.93356901019497, -43.18092151490725 -22.93335339637859, -43.18120062001883 -22.93311142206737, -43.1814526269965 -22.93284541774081, -43.18167510891504 -22.93255794529964, -43.18186592324754 -22.93225177338807, -43.1820232324954 -22.93192985072544, -43.18214552187881 -22.9315952777039, -43.18222386448669 -22.93128986208333, -43.1783870060093 -22.93061625619945))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ007002.jpg
001RJ007003,Teatro Municipal,"Em estilo eclético, o Teatro Municipal foi desenhado por Francisco de Oliveira Passos, engenheiro e  filho do prefeito Pereira Passos. O projeto foi escolhido por licitação sob anonimato, e o engenheiro ganhou com o pseudonimo de Áquila. Ninguém pôs em dúvida o resultado, seja pela reconhecida integridade do prefeito, seja pela comissão julgadora que tinha nomes importantes, como: Rodolfo Bernadelli, o ministro Lauro Muller, Paulo de Frontin, Adolfo Morales de los Rios, Artur Azevedo, Tristão Alencar e Araripe Júnior. Foi inaugurado em 1909, como parte do conjunto arquitetônico das Obras de Reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos. O Teatro exerce desde sua inauguração um importante papel para a cultura carioca e nacional, recebendo em seu palco importantes artistas, orquestras e companhias de balé.",,1922-01-01,1917-01-01,1927-01-01,"i: 15,8 x 22,0 cm; sp: 16,2 x 22,3 cm.",GELATINA/ Prata,Cinelândia,False,"22,0","15,8",-22.909694000000002,-43.175656,19.58,-52.07,90.52,59.8,"POLYGON ((-43.1756563280108 -22.90969371170157, -43.1795229293739 -22.90918836350304, -43.17945053156323 -22.90884169904541, -43.17934159418503 -22.90850324031567, -43.179197166611 -22.90817624678299, -43.17901863996701 -22.90786386747978, -43.17880773372779 -22.90756911067844, -43.17856647915099 -22.90729481492429, -43.17829719971071 -22.90704362170362, -43.17800248871884 -22.90681795000978, -43.17768518434989 -22.9066199730521, -43.17734834230986 -22.90645159733182, -43.17713283964208 -22.90636344602828, -43.1756563280108 -22.90969371170157))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ007003.jpg
001RJ008001,Botafogo,,Carlos Bippus,1930-01-01,1925-01-01,1931-01-01,"i: 15,8 x 21,8 cm; sp: 16,2 x 22,2 cm.",GELATINA/ Prata,Botafogo,False,"21,8","15,8",-22.942244,-43.180372999999996,6.97,-120.84,96.52,40.0,"POLYGON ((-43.1803730921443 -22.94224404648844, -43.18283845075612 -22.94503440062966, -43.18312357812142 -22.94479843147896, -43.18338221530829 -22.94453786196848, -43.18361187152551 -22.94425520165945, -43.18381033514093 -22.94395317285462, -43.18397569497741 -22.943634684376, -43.18410635871336 -22.9433028035468, -43.18420106821058 -22.94296072664726, -43.18420997024166 -22.94291914786998, -43.1803730921443 -22.94224404648844))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RJ008001.jpg
001RO001002,Jardim Botânico,vista do Jardim Botânico.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,,False,"15,5","7,5",-22.969359,-43.224812,13.04,-71.67,102.04,34.6,"POLYGON ((-43.22481182497639 -22.96935916992724, -43.22871824703989 -22.96929433235027, -43.22869252907063 -22.9689421069107, -43.22862943814447 -22.96859389845615, -43.22852958213907 -22.96825306038052, -43.228393922976 -22.96792287507285, -43.22822376734714 -22.96760652230871, -43.22802075412205 -22.9673070486307, -43.22798773396965 -22.96726395541299, -43.22481182497639 -22.96935916992724))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001002.jpg
001RO001003,jardim botânico,vista do Jardim Botânico.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,,False,"15,5","7,5",-22.968275,-43.224371999999995,6.35,-108.55,106.47,50.0,"POLYGON ((-43.22437151500001 -22.96827507500002, -43.2272032099068 -22.97075359486116, -43.22745343156033 -22.97048610963531, -43.22767397122096 -22.97019733087528, -43.22786270507051 -22.96989003980555, -43.22801781565014 -22.96956719592288, -43.22813780935763 -22.96923190849029, -43.22822153082397 -22.96888740658937, -43.2282681740312 -22.9685370080193, -43.22827729006453 -22.96818408734248, -43.22825381003382 -22.9678710104327, -43.22437151500001 -22.96827507500002))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001003.jpg
001RO001004,Jardim Botânico,Vista do Jardim Botânico.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,,False,"15,5","7,5",-22.967813,-43.223871,9.4,-49.16,102.83,50.0,"POLYGON ((-43.22387055081357 -22.96781277800522, -43.22762920563288 -22.96683093802604, -43.227506579846 -22.96649645962291, -43.22734893813149 -22.96617465835948, -43.22715779885945 -22.96586863325654, -43.22693500295312 -22.96558133138637, -43.22668269615411 -22.96531551949525, -43.22640330835407 -22.96507375736315, -43.22609953019204 -22.96485837315674, -43.2257742871428 -22.96467144101305, -43.22546969024832 -22.96453062650949, -43.22387055081357 -22.96781277800522))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001004.jpg
001RO001006,Sociedade Portuguesa Beneficiente,Vista da fachado do prédio da sociedade Portuguesa Benificiente.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Bairro da Glória,False,"15,5","7,5",-22.922187,-43.179665,18.78,48.1,94.24,35.0,"POLYGON ((-43.17966491100214 -22.92218695564402, -43.17767586610996 -22.91909111825735, -43.17735598829583 -22.9192855906694, -43.1770583452458 -22.91950800437524, -43.1767858033648 -22.9197562175412, -43.17654098737682 -22.92002783987358, -43.17632625504748 -22.92032025563332, -43.17614367447542 -22.92063064882189, -43.17610877711576 -22.92069948183483, -43.17966491100214 -22.92218695564402))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001006.jpg
001RO001007,Escola Normal,Fachada do prédio da escola normal.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,,False,"15,5","7,5",-22.90348,-43.188668,8.34,116.16,99.42,45.0,"POLYGON ((-43.18866800795534 -22.90347973813344, -43.18477077610017 -22.90370884961069, -43.18481391630115 -22.90405962627034, -43.18489417398612 -22.90440481871184, -43.18501077649647 -22.90474110248809, -43.1851626011246 -22.90506523892445, -43.18534818591696 -22.90537410631188, -43.1855657437459 -22.90566472997446, -43.18581317951455 -22.90593431092158, -43.18608811032986 -22.90618025280852, -43.18608913383491 -22.90618108220003, -43.18866800795534 -22.90347973813344))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001007.jpg
001RO001008,Real Gabinete Português de Leitura,Vista da fachada do prédio Real Gabinete de Leitura.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Rua Luís de Camões,False,"15,5","7,5",-22.905784,-43.182008,9.87,-27.29,100.21,50.0,"POLYGON ((-43.18200763950041 -22.90578402610743, -43.18509711423606 -22.90358370871598, -43.18484810797362 -22.90331536096578, -43.1845717479362 -22.90307078762052, -43.18427069561026 -22.90285234392063, -43.18394785022581 -22.90266213346746, -43.1836063208377 -22.90250198796936, -43.18324939638862 -22.90237344960616, -43.18288051404122 -22.90227775618122, -43.18250322608475 -22.90221582920426, -43.18216373838295 -22.90218961964903, -43.18200763950041 -22.90578402610743))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001008.jpg
001RO001009,Praça do Comércio,Vista das fachadas da praça do comércio.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.900782999999997,-43.176826,11.53,131.52,101.99,46.2,"POLYGON ((-43.17682647599994 -22.90078299999999, -43.17312133249723 -22.90191933168782, -43.17326008081181 -22.9022484028211, -43.17343317657132 -22.90256336155342, -43.17363895294201 -22.90286117455148, -43.1738754283088 -22.90313897359131, -43.1741403253544 -22.90339408318552, -43.17443109298844 -22.90362404635472, -43.17474493091546 -22.90382664829475, -43.17507881660488 -22.90399993771159, -43.17515295218598 -22.90403321667256, -43.17682647599994 -22.90078299999999))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001009.jpg
001RO001010,Secretaria da Agricultura,Vista da fachada da secretária da Agricultura.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,,False,"15,5","7,5",-22.903054,-43.17288,9.28,-148.17,97.19,40.2,"POLYGON ((-43.17288007489921 -22.90305352527258, -43.17367235933209 -22.90657599656551, -43.17404336435752 -22.90648749917918, -43.17440316542115 -22.90636592995209, -43.17474829721898 -22.90621245974943, -43.17507543576122 -22.90602856667865, -43.17538143039118 -22.90581602185029, -43.17566333413289 -22.90557687231676, -43.17591843207521 -22.90531342135303, -43.17595554238537 -22.90527041683186, -43.17288007489921 -22.90305352527258))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001010.jpg
001RO001011,Estátua em homenagem a João Caetano,Vista do Monumento da estátua de joão caetano.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Praça Tiradentes,False,"15,5","7,5",-22.905571,-43.183299,9.15,-62.63,94.11,40.2,"POLYGON ((-43.18329945430661 -22.90557089908526, -43.18717297462386 -22.90511354930216, -43.18710565245746 -22.9047660184066, -43.18700167517293 -22.90442623934043, -43.18686204437769 -22.90409748429148, -43.18668810500741 -22.90378291925917, -43.18648153236521 -22.90348557356777, -43.18624431598104 -22.90320831069654, -43.18597874044668 -22.90295380070754, -43.18594107111609 -22.90292150720476, -43.18329945430661 -22.90557089908526))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001011.jpg
001RO001013,Praia e Igreja de São Cristóvão,"Vista da Praia e Igreja de São Cristóvão, antes do aterro para a construção do cais do porto.",,1905-01-01,1900-01-01,1910-01-01,"i: 7,6 x 15,4 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,São Cristóvão,False,"15,4","7,6",-22.896326000000002,-43.216296,8.38,-132.57,99.91,45.0,"POLYGON ((-43.21629605844973 -22.89632581036739, -43.21794214535816 -22.8995878716063, -43.21828131042753 -22.89942353113318, -43.21860135512947 -22.89922935735427, -43.21889919714312 -22.89900722039291, -43.21917196802625 -22.89875925968118, -43.2194170408423 -22.8984878633509, -43.21963205545932 -22.89819564522949, -43.2198149412773 -22.89788541966226, -43.21629605844973 -22.89632581036739))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001013.jpg
001RO001014,Monumento General Osório,Vista do monumento do General Osório.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.903025,-43.174620000000004,7.31,165.74,98.0,40.2,"POLYGON ((-43.17462006649932 -22.90302488900392, -43.17241758132528 -22.90599545861288, -43.17274427825185 -22.90618001651357, -43.17308904130157 -22.90633418821185, -43.17344855003693 -22.90645648884415, -43.17381934197005 -22.90654574050096, -43.17419784591686 -22.90660108357416, -43.17458041639937 -22.90662198503797, -43.17496336876432 -22.90660824358396, -43.17501527670377 -22.9066037019675, -43.17462006649932 -22.90302488900392))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001014.jpg
001RO001015,Estátua em homenegam a Dom Pedro I,Vista da estátua de D. Pedro I.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Praça Tiradentes,False,"15,5","7,5",-22.906852,-43.18247,10.23,-102.98,96.77,35.2,"POLYGON ((-43.1824702897128 -22.90685155687776, -43.18583412802111 -22.90867898006779, -43.18601238207307 -22.90836646839024, -43.1861565226996 -22.90803936750038, -43.1862651619575 -22.90770082765244, -43.18633725383676 -22.90735410924346, -43.18637210432497 -22.90700255141103, -43.18636937808052 -22.90664953987362, -43.18636307329622 -22.90656435282231, -43.1824702897128 -22.90685155687776))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001015.jpg
001RO001025,Pedra do Índio,"Vista da praia de Icaraí, em primeiro plano a Pedra do Índio.",,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Praia de Icaraí,False,"15,5","7,5",-22.905579,-43.120534,13.44,94.18,92.52,30.0,"POLYGON ((-43.12053360242746 -22.90557901518291, -43.1166982579532 -22.90490162179901, -43.11664464158079 -22.90525117036676, -43.11662847775636 -22.90560387670519, -43.11664992243777 -22.90595634407081, -43.1167087693916 -22.90630517799519, -43.11680445216822 -22.90664701897606, -43.11684595053796 -22.90676299135448, -43.12053360242746 -22.90557901518291))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO001025.jpg
001RO002001,Vista de santa Teresa,Vista da baía da guanabara e dos bairros do Catete e da Glória.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Bairro de santa Teresa,False,"15,5","7,5",-22.918226,-43.181622,93.14,131.02,85.21,32.0,"POLYGON ((-43.18162168399999 -22.91822584199998, -43.16630353527877 -22.92482111518908, -43.16707911663696 -22.92617227852468, -43.16799477542773 -22.92744691520444, -43.16904169550445 -22.92863274745492, -43.17020979557602 -22.92971835258944, -43.17148782625192 -22.93069327310996, -43.17240848801824 -22.93128519613498, -43.18162168399999 -22.91822584199998))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002001.jpg
001RO002002,Vista da Candelária,Vista para a baía da Guanabara e a igreja da candelária.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.906218,-43.174721000000005,57.98,19.03,83.5,35.2,"POLYGON ((-43.17472071862766 -22.90621766409918, -43.17449833322805 -22.89816432291608, -43.17364251337817 -22.8982231783572, -43.17279707540412 -22.89835902057353, -43.17197015995619 -22.89857054155888, -43.17116972942588 -22.89885570459866, -43.17040349131204 -22.89921176387125, -43.16967882403506 -22.89963529087427, -43.16950697132098 -22.89974988792883, -43.17472071862766 -22.90621766409918))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002002.jpg
001RO002003,Vista do Rio de Janeiro,Vista do bairro do Centro e ao fundo a baía de Guanabara.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.905828,-43.175674,60.59,146.35,82.14,31.4,"POLYGON ((-43.1756739188561 -22.90582750465741, -43.16943057362094 -22.91076691409249, -43.16998623841459 -22.91130682875679, -43.17059668529994 -22.91179397337788, -43.17125603515489 -22.91222365589449, -43.17195793764764 -22.91259173766488, -43.17269563241051 -22.91289467334581, -43.173136082936 -22.91303904352271, -43.1756739188561 -22.90582750465741))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002003.jpg
001RO002004,Vista da Igreja da Candelária,Vista da baía da Guanabara e ao fundo a igreja da Candelária.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.895896,-43.174654,26.73,-152.93,89.05,32.2,"POLYGON ((-43.17465446297666 -22.89589598201135, -43.17539844044349 -22.89942737339903, -43.17577060748841 -22.89934319114398, -43.17613202463466 -22.89922580957631, -43.17647921100988 -22.89907635922913, -43.17680882283194 -22.89889627949428, -43.17711768561865 -22.89868730475618, -43.17732529175704 -22.89852028542283, -43.17465446297666 -22.89589598201135))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002004.jpg
001RO002005,Entrada da baía da Guanabara,Vista da baía da Guanabara e ao fundo Pão de açucar.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.895868,-43.173012,42.06,158.05,86.01,31.6,"POLYGON ((-43.17301152039366 -22.89586828158517, -43.16773221802561 -22.90215809667182, -43.16842690104342 -22.90260450147573, -43.16916574300913 -22.9029860302163, -43.16994162772566 -22.90329900800198, -43.17074708203052 -22.90354042020212, -43.17157434780371 -22.90370794149813, -43.1720793659991 -22.9037724352572, -43.17301152039366 -22.89586828158517))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002005.jpg
001RO002006,Mirante do Corcovado,Vista para a baía da Guanabara em primeiro plano pessoas com guarda chuva.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Morro do Corcovado,False,"15,5","7,5",-22.951917,-43.210454,716.4,86.2,82.3,31.8,"POLYGON ((-43.21045395498979 -22.9519172580121, -43.11784836134332 -22.92137810728145, -43.11504117093019 -22.92988359897207, -43.11315240880948 -22.93860152521192, -43.11220043613655 -22.94744796062506, -43.11219460305727 -22.95633772620365, -43.11313515167311 -22.96518520896021, -43.11424255987269 -22.97084013180654, -43.21045395498979 -22.9519172580121))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002006.jpg
001RO002007,Praia de Botafogo,Vista da praia de Botafogo ao fundo o Corcovado.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Botafogo,False,"15,5","7,5",-22.940923,-43.177306,8.2,-104.77,96.24,31.8,"POLYGON ((-43.17730567827082 -22.94092274151985, -43.18066620241442 -22.94275664541183, -43.18084521113219 -22.94244447804807, -43.18099013106773 -22.94211765574151, -43.18109956677214 -22.94177932606404, -43.18117246456505 -22.94143274738925, -43.18120812267271 -22.94108125750958, -43.18121116821104 -22.94085246413063, -43.17730567827082 -22.94092274151985))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002007.jpg
001RO002008,Praia de Botafogo,Vista da praia de Botafogo.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Botafogo,False,"15,5","7,5",-22.941402,-43.178208000000005,9.81,-108.36,94.53,34.0,"POLYGON ((-43.17820804130601 -22.9414018990466, -43.1813934470923 -22.94348406629057, -43.18159972493832 -22.9431865114435, -43.18177333772913 -22.94287176992284, -43.1819126136515 -22.94254287297047, -43.18201621161788 -22.94220298813516, -43.18208313417347 -22.94185538876389, -43.18211273709264 -22.94150342247499, -43.18211321300065 -22.94148647636753, -43.17820804130601 -22.9414018990466))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002008.jpg
001RO002009,Praia e Igreja de Santa Luzia,Praia e Igreja de Santa Luzia antes do aterro de 1922. ,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Centro,False,"15,5","7,5",-22.909172,-43.171865000000004,13.08,-134.46,94.57,50.0,"POLYGON ((-43.1718647821137 -22.90917187510784, -43.17323527885468 -22.91254038060283, -43.17358713153757 -22.91240042350256, -43.17392239587264 -22.91222937306664, -43.17423784292594 -22.91202887671851, -43.17453043466607 -22.91180086547356, -43.17479735322622 -22.91154753533758, -43.1750360280435 -22.91127132615294, -43.1752441606146 -22.91097489809637, -43.1754197466291 -22.91066110605496, -43.175547125836 -22.91037004247728, -43.1718647821137 -22.90917187510784))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002009.jpg
001RO002010,Igreja em Copacabana,Vista da igreja em Copacabana ao fundo Pão de Açucar.,,1905-01-01,1900-01-01,1910-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,Copacabana,False,"15,5","7,5",-22.987229,-43.18841,21.35,53.6,91.91,35.2,"POLYGON ((-43.18840967848941 -22.98722905861877, -43.18611199509554 -22.98431939459685, -43.18581326589206 -22.98454073389959, -43.18553954007303 -22.98478796292758, -43.18529345376213 -22.98505870086531, -43.18507737695681 -22.98535034049152, -43.18489339070202 -22.98566007328309, -43.18474326704443 -22.98598491645775, -43.18471084426701 -22.98606909606298, -43.18840967848941 -22.98722905861877))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002010.jpg
001RO002011,Vista da Praia de Copacabana,Vista da praia de copacabana.,,1906-01-01,1901-01-01,1911-01-01,"i: 7,5 x 15,5 cm; sp: 9,0 x 18,0 cm.",GELATINA/ Prata,"Local da atual Rua Francisco Otaviano, em Copacabana",False,"15,5","7,5",-22.986051,-43.186174,26.51,-99.55,89.85,34.6,"POLYGON ((-43.18617351299994 -22.986051116, -43.18965841934988 -22.98767837781401, -43.18981489211992 -22.98735608316844, -43.18993629540535 -22.98702122125329, -43.19002146026109 -22.98667701705304, -43.19006956676779 -22.98632678550087, -43.19008015191804 -22.98597389955172, -43.19005311406437 -22.98562175769765, -43.19004493985766 -22.98556322275255, -43.18617351299994 -22.986051116))",https://raw.githubusercontent.com/imaginerio/situated-views/master/images/2/001RO002011.jpg
