Source ID,SSID,Title,Creator,Description (English),Description (Portuguese),Date,First Year,Last Year,Type,Item Set,Source,Source URL,Materials,Fabrication Method,Rights,License,Attribution,Width (mm),Height (mm),Latitude,Longitude,Depicts,Wikidata ID,Smapshot ID,Media URL
002051AM001004,,Vista da Exposição Internacional do Centenário da Independência do Brasil,Augusto Malta,,"Vista da Exposição Internacional do Centenário da Independência do Brasil. Os pavilhões espalhavam-se desde a avenida Rio Branco até a Ponta do Calabouço, na esplanada recém criada com o desmonte do Morro do Castelo, seguindo ainda na direção da praça XV de Novembro. Pode-se identificar na avenida Rio Branco, no plano central da imagem e da esquerda para a direita, as seguintes edificações: o Palácio Monroe, as torres da igreja de Santa Luzia, os fundos da Biblioteca Nacional, da Escola de Belas Artes e do Teatro Municipal.",1922,1922,1922,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/63802,Photographic print,Silver gelatin,,,,229.0,169.0,-22.90816,-43.17037,,Q97772584,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM001004.jpg
002051AM001005,,Vista parcial da Exposição Internacional do Centenário da Independência do Brasil,Augusto Malta,,"Vista parcial da Exposição Internacional do Centenário da Independência do Brasil, em 1922. À esquerda destaca-se a ""Torre da Exposição"", como ficou conhecida, com cerca de 30 metros de altura, de onde jorravam focos de luz que dominavam todo o conjunto. Concebida pelo prefeito engenheiro Carlos Sampaio, a exposição foi inaugurada pelo presidente Epitácio Pessoa no dia 07.09.1922. Os pavilhões espalhavam-se desde o final da avenida Rio Branco, junto ao Palácio Monroe, que sediava a Comissão Executiva, seguindo até a Ponta do Calabouço pela avenida das Nações (atual Presidente Wilson), através da esplanada recém criada com o desmonte do Morro do Castelo, seguindo ainda na direção da praça XV de Novembro. O Morro do Castelo veio abaixo, depois de inúmeros e antigos projetos com ""propósitos higiênicos e urbanísticos"", especificamente para alocar esse evento. A exposição permaneceu aberta durante um ano, sendo visitada por milhares de turistas brasileiros e estrangeiros. Alguns pavilhões sobreviveram ao evento: o Pavilhão das Indústrias abriga hoje o Museu Histórico Nacional; o Pavilhão francês, réplica do ""Petit Trianon"", foi doado pela França para a Academia Brasileira de Letras; o da Administração é atualmente a sede do Museu da Imagem e do Som e o da Estatística, localiza-se ao lado do Clube da Aeronáutica.",1922,1922,1922,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/63803,Photographic print,Silver gelatin,,,,228.0,172.0,-22.90472,-43.1692,,Q97772585,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM001005.jpg
002051AM001006,,Exposição Internacional de 1922,Augusto Malta,,,1922,1922,1922,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82623,Photographic print,Silver gelatin,,,,215.0,175.0,-22.90468,-43.16913,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM001006.jpg
002051AM001007,,Exposição Internacional de 1922 - Parque de Diversões,Augusto Malta,,,1922,1922,1922,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82624,Photographic print,Silver gelatin,,,,230.0,169.0,-22.90824,-43.17122,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM001007.jpg
002051AM002001,,"Enseada de Botafogo, tomada a partir do morro do Corcovado; ao fundo, o Pão de Açúcar",Augusto Malta,,,1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82625,Photographic print,Silver gelatin,,,,226.0,172.0,-22.95185,-43.21001,http://www.wikidata.org/entity/Q506938 Morro do Corcovado,Q65620222,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002001.jpg
002051AM002002,,"Praça XV de novembro e arredores vistos do alto do morro do Castelo, ao fundo, Ilha das Cobras e ponte Almirante Alexandrino",Augusto Malta,,"Vista panorâmica dos arredores da praça 15 de Novembro, a partir do morro do Castelo, com a ilha das Cobras ao fundo. Destaca-se a Igreja de São José no centro da imagem, na rua Primeiro de Março (antiga rua Direita).",1920 circa,1915,1925,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/63804,Photographic print,Silver gelatin,,,,230.0,168.0,-22.90682,-43.17465,,Q97772586,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002002.jpg
002051AM002003,,"Praça Mauá, ao fundo, a Avenida Central e, à esquerda, o Morro de São Bento",Augusto Malta,,,1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82626,Photographic print,Silver gelatin,,,,230.0,171.0,-22.89538,-43.1814,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002003.jpg
002051AM002004,,"Praça Mauá, ao fundo, o Morro da Conceição",Augusto Malta,,,1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82627,Photographic print,Silver gelatin,,,,229.0,170.0,-22.89538,-43.18136,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002004.jpg
002051AM002005,,"Bairro do Flamengo tomado a partir da Glória; ao fundo, o Morro do Pão de Açúcar",Augusto Malta,,,1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88658,Photographic print,Silver gelatin,,,,227.0,170.0,-22.92297,-43.1729,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002005.jpg
002051AM002006,,"Palace Hotel, conhecido como Hotel Guinle",Augusto Malta,,,1921 circa,1920,1922,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82629,Photographic print,Silver gelatin,,,,227.0,170.0,-22.90837,-43.17659,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002006.jpg
002051AM002007,,Hotel Central,Augusto Malta,,,1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/88659,Photographic print,Silver gelatin,,,,170.0,229.0,-22.93335,-43.17435,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002007.jpg
002051AM002008,,Pavilhão Mourisco da Fundação Oswaldo Cruz (FIOCRUZ),Augusto Malta,,"Construído em 1900 para sediar o recém criado Instituto Soroterápico Federal na região da antiga Fazenda de Manguinhos, zona norte da cidade, foi rebatizado Instituto Oswaldo Cruz em 1908.",1920 circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82631,Photographic print,Silver gelatin,,,,169.0,228.0,-22.87483,-43.2447,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AM002008.jpg
002051AN009,,"Vista aérea do Rio de Janeiro, tomada do interior do Graf Zepellin",Anônimo,,"Vista do Rio de Janeiro, tomada a partir do interior do Graf Zepellin. À esquerda, detalhe da área externa do dirigível. Ao fundo, vê-se os morros do Pão de Açúcar, Urca e Babilônia, entrevendo-se ainda a Escola Militar, que seria destruída em 1935. O bairro da Urca já está formado. Em 1930, o Graf Zeppelin (LZ 127) fez o primeiro vôo experimental ao Brasil, saindo de Friedrichschafen, Alemanha, para Recife e Rio de Janeiro, e a partir de 1932 manteve linha regular ao Brasil. O Hindenburg (LZ 129) viaja para o Brasil em 1936 e, em 1937 é destruído por trágico incêndio em Lakehurst, Nova York. Durante os Jogos Olímpicos de Berlim, em 1936, os dirigíveis foram pintados com os anéis símbolos das Olimpíadas e a suástica, símbolo do partido nazista alemão. Ao todo foram construídos 119 zepellins, entre 1900 (o LZ 1) e 1938.",1935 circa,1933,1937,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/63733,Photographic print,,,,,138.0,87.0,-22.9246,-43.18604,,Q97772570,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AN009.jpg
002051AN010,,"Vista aérea de Copacabana, no Rio de Janeiro, tomada do interior do Graf Zepellin",Anônimo,,"Vista aérea de Copacabana, no Rio de Janeiro, tomada do interior do Graf Zepellin. À direita pode-se ver os motores externos do dirigível. Ao fundo, vê-se o morro do Pão de Açúcar. Em 1930, o Graf Zeppelin (LZ 127) fez o primeiro vôo experimental ao Brasil, saindo de Friedrichschafen, Alemanha, para Recife e Rio de Janeiro, e a partir de 1932 manteve linha regular ao Brasil. O Hindenburg (LZ 129) viaja para o Brasil em 1936 e, em 1937 é destruído por trágico incêndio em Lakehurst, Nova York. Durante os Jogos Olímpicos de Berlim, em 1936, os dirigíveis foram pintados com os anéis símbolos das Olimpíadas e a suástica, símbolo do partido nazista alemão. Ao todo foram construídos 119 zepellins, entre 1900 (o LZ 1), e 1938.",1935 circa,1933,1937,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/63734,Photographic print,,,,,137.0,87.0,-22.98593,-43.19658,,Q97772571,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002051AN010.jpg
002054VIAN000,,"Praia de Ipanema, morro Dois Irmãos e Pedra da Gávea ao fundo",José Baptista Barreira Vianna,,,1900 circa,1897,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18204,Photographic print,Silver gelatin,,,,150.0,100.0,-22.98821,-43.19386,,Q97772504,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN000.jpg
002054VIAN001,,Residência da família Barreira Vianna,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82665,Photographic print,Silver gelatin,,,,169.0,107.0,-22.98743,-43.19391,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN001.jpg
002054VIAN003,,Praia de Ipanema; ao fundo; a pedra do Arpoador,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82664,Photographic print,Silver gelatin,,,,166.0,121.0,-22.98815,-43.19394,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN003.jpg
002054VIAN004,,"Pedra do Arpoador e trilho de bonde, tomados das cercanias da residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano.",José Baptista Barreira Vianna,,,1902,1900,1903,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18203,Photographic print,Silver gelatin,,,,,,-22.98811,-43.1943,,Q97772503,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN004.jpg
002054VIAN005,,Residência da família Barreira Vianna,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82667,Photographic print,Silver gelatin,,,,170.0,120.0,-22.98769,-43.19444,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN005.jpg
002054VIAN006,,"Residência da família Barreira Vianna; ao fundo, parte das Ilhas Cagarras",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82668,Photographic print,Silver gelatin,,,,130.0,122.0,-22.98748,-43.19442,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN006.jpg
002054VIAN007,,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador e as Ilhas Cagarras",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82666,Photographic print,Silver gelatin,,,,162.0,80.0,-22.98614,-43.19506,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN007.jpg
002054VIAN008,,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82669,Photographic print,Silver gelatin,,,,123.0,155.0,-22.98737,-43.19467,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN008.jpg
002054VIAN009,,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82671,Photographic print,Silver gelatin,,,,177.0,126.0,-22.98704,-43.19505,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN009.jpg
002054VIAN010,,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82670,Photographic print,Silver gelatin,,,,161.0,107.0,-22.98744,-43.19484,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN010.jpg
002054VIAN011,,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82673,Photographic print,Silver gelatin,,,,170.0,115.0,-22.98755,-43.19473,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN011.jpg
002054VIAN012,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francsico Otaviano. Ilhas Cagarras ao fundo.",José Baptista Barreira Vianna,,,1903,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18205,Photographic print,Silver gelatin,,,,,,-22.98723,-43.19485,,Q97772505,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN012.jpg
002054VIAN014,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Ilhas Cagarras ao fundo.",José Baptista Barreira Vianna,,,1903,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18206,Photographic print,Silver gelatin,,,,,,-22.98749,-43.19459,http://www.wikidata.org/entity/Q468540 Ipanema,Q65620223,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN014.jpg
002054VIAN015,,Residência da família Barreira Vianna,José Baptista Barreira Vianna,,,1902 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82672,Photographic print,Silver gelatin,,,,155.0,114.0,-22.98749,-43.19472,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN015.jpg
002054VIAN016,,Residência da família Barreira Vianna,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82675,Photographic print,Silver gelatin,,,,140.0,97.0,-22.98727,-43.19477,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN016.jpg
002054VIAN018,,Integrantes da família Barreira Vianna no jardim de sua residência,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82674,Photographic print,Silver gelatin,,,,171.0,115.0,-22.98728,-43.19477,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN018.jpg
002054VIAN019AB,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano, em construção. Morro dois Irmãos e Pedra da Gávea ao fundo.",José Baptista Barreira Vianna,,,1897,1897,1897,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18207,Photographic print,Silver gelatin,,,,90.0,160.0,,,,Q97772506,,
002054VIAN020AB,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano, em construção. Morro dois Irmãos e Pedra da Gávea ao fundo.",José Baptista Barreira Vianna,,,1897,1897,1897,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18208,Photographic print,Silver gelatin,,,,90.0,160.0,,,,Q97772507,,
002054VIAN021,,"Residência da família Barreira Vianna; ao fundo, o Morro Dois Irmãos e a Pedra da Gávea",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82676,Photographic print,Silver gelatin,,,,150.0,99.0,-22.9873,-43.19289,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN021.jpg
002054VIAN023,,Residência da família Barreira Vianna; ao fundo o Morro Dois Irmãos e a Pedra da Gávea,José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82677,Photographic print,Silver gelatin,,,,171.0,124.0,-22.98688,-43.19389,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN023.jpg
002054VIAN024,,"Residência da família Barreira Vianna; ao fundo, o Morro Dois Irmãos e a Pedra da Gávea",José Baptista Barreira Vianna,,,1903 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82678,Photographic print,Silver gelatin,,,,119.0,128.0,-22.98689,-43.19425,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN024.jpg
002054VIAN024-033,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Morro dois irmãos e pedra da Gávea ao fundo.",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,,Photographic print,Silver gelatin,,,,,,,,,,,
002054VIAN025,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Morro dois Irmãos e pedra da Gávea ao fundo.",José Baptista Barreira Vianna,,,1903,1900,1903,Photograph,All||Views,Instituto Moreira Salles,,,Silver gelatin,,,,,,,,,,,
002054VIAN026,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano.",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,,,Silver gelatin,,,,,,,,,,,
002054VIAN027,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano.",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,,,Silver gelatin,,,,,,,,,,,
002054VIAN028,,"Residência da família Barreira Vianna; ao fundo, o Morro do Pão de Açúcar e a Praia de Copacabana",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82680,Photographic print,Silver gelatin,,,,86.0,75.0,-22.98793,-43.19506,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN028.jpg
002054VIAN030,,Residência da família Barreira Vianna,José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82679,Photographic print,Silver gelatin,,,,120.0,115.0,-22.98677,-43.19538,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN030.jpg
002054VIAN031,,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Pão de Açúcar e praia de Copacabana ao fundo.",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views||Smapshot,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18209,Photographic print,Silver gelatin,,,,,,-22.98766,-43.1958,,Q97772508,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN031.jpg
002054VIAN039,,"Bonde descarregando material de construção na praia de Ipanema; ao fundo, o Morro Dois Irmãos e Pedra da Gávea",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82682,Photographic print,Silver gelatin,,,,85.0,155.0,-22.98773,-43.19437,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN039.jpg
002054VIAN040,,Bonde nas proximidades da pedra do Arpoador,José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/18212,Photographic print,Silver gelatin,,,,,,-22.98775,-43.19479,,Q97772509,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN040.jpg
002054VIAN041,,"Grupo de pessoas na praia de Copacabana, no atual posto 6; ao fundo, o Morro do Pão de Açúcar",José Baptista Barreira Vianna,,,1900 circa,1900,1903,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/82681,Photographic print,Silver gelatin,,,,85.0,75.0,-22.98605,-43.18831,,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/002054VIAN041.jpg
002055RevdaArmada001,,Revolta da armada - Bateria Costallat,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20967,Photographic print,Albumine,,,,265.0,170.0,,,,,,
002055RevdaArmada002,,Revolta da armada - Armação,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20968,Photographic print,Albumine,,,,268.0,190.0,,,,,,
002055RevdaArmada003,,Revolta da armada - Bateria Fonseca Ramos,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17482,Photographic print,Albumine,,,,272.0,194.0,,,,,,
002055RevdaArmada004,,Revolta da armada - Armação,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20969,Photographic print,Albumine,,,,271.0,188.0,,,,,,
002055RevdaArmada005,,Revolta da armada - Depósitos da Companhia Frigorífico Pastoril,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20970,Photographic print,Albumine,,,,269.0,174.0,,,,,,
002055RevdaArmada006,,Revolta da armada - Gragoatá,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17483,Photographic print,Albumine,,,,270.0,165.0,-22.90275,-43.13605,,Q97772493,,
002055RevdaArmada007,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20971,Photographic print,Albumine,,,,272.0,189.0,,,,,,
002055RevdaArmada008,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17484,Photographic print,Albumine,,,,272.0,190.0,,,,,,
002055RevdaArmada009,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20972,Photographic print,Albumine,,,,272.0,190.0,,,,,,
002055RevdaArmada010,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20973,Photographic print,Albumine,,,,267.0,160.0,,,,Q97772551,,
002055RevdaArmada011,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20974,Photographic print,Albumine,,,,272.0,174.0,,,,,,
002055RevdaArmada012,,Revolta da armada - Bateria Costallat,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17485,Photographic print,Albumine,,,,272.0,174.0,,,,,,
002055RevdaArmada013,,Revolta da armada - Subida de uma peça calibre 70 por um grupo de patriotas,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20976,Photographic print,Albumine,,,,271.0,191.0,,,,,,
002055RevdaArmada014,,Revolta da armada,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20977,Photographic print,Albumine,,,,269.0,166.0,,,,,,
002055RevdaArmada015,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20978,Photographic print,Albumine,,,,271.0,185.0,,,,,,
002055RevdaArmada016,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20979,Photographic print,Albumine,,,,270.0,164.0,,,,,,
002055RevdaArmada017,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20980,Photographic print,Albumine,,,,272.0,190.0,,,,,,
002055RevdaArmada018,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17486,Photographic print,Albumine,,,,271.0,175.0,,,,Q97772494,,
002055RevdaArmada019,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/17487,Photographic print,Albumine,,,,272.0,174.0,,,,Q97772495,,
002055RevdaArmada020,,Revolta da armada - Ilha das Cobras,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20981,Photographic print,Albumine,,,,271.0,175.0,,,,,,
002055RevdaArmada021,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20982,Photographic print,Albumine,,,,272.0,174.0,,,,,,
002055RevdaArmada022,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20983,Photographic print,Albumine,,,,271.0,175.0,,,,Q97772553,,
002055RevdaArmada023,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20984,Photographic print,Albumine,,,,211.0,176.0,,,,,,
002055RevdaArmada024,,Revolta da armada - Ruínas de Villegaignon,Juan Gutierrez,,,1893 circa,1891,1894,Photograph,All||Views,Instituto Moreira Salles,http://acervos.ims.com.br/portals/#/detailpage/20975,Photographic print,Albumine,,,,205.0,259.0,,,,,,
