Source ID,Title,Creator,Description (English),Description (Portuguese),Date,datetime,date_accuracy,First Year,Last Year,Type,Item Set,Source,Materials,Fabrication Method,Rights,License,Attribution,Width (mm),Height (mm),Smapshot ID,preliminary id
002080Vol02Cx0712,Banhistas na praia do Flamengo,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol02Cx0713,Transeuntes na Avenida Rio Branco,Guilherme Santos,-,,1919 circa,1919-01-01,circa,1912,1922,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol02Cx0714,Menina em Viela do morro Castelo,Guilherme Santos,-,,,,circa,1900,1921,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol02Cx0716,Vista do Rio de Janeiro; destaque para o morro do Pão de Açúcar,Guilherme Santos,-,,1925 circa,1925-01-01,circa,1920,1930,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol02Cx0717,Igreja de Nossa Senhora das Neves em Santa Teresa,Guilherme Santos,-,,1923,1923-01-01,year,1923,1923,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol02Cx0720,Homens no Cais Pharoux,Guilherme Santos,-,,1910 circa,1910-01-01,circa,1910,1920,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol03Env0205,Sede da Estrada de Ferro Central do Brasil,Guilherme Santos,-,,,,circa,1900,1950,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive,Silver gelatin,-,-,,110.0,45.0,,
002080Vol03Env0404,Palmeiras do Jardim Botânico,Guilherme Santos,-,,,,circa,1900,1950,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0101,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0104,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0105,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0106,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0107,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0108,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0109,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0110,Vista da Avenida Rio Branco,Guilherme Santos,-,,1922 circa,1922-01-01,circa,1917,1927,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0111,Avenida Rio Branco,Guilherme Santos,-,,1922 circa,1922-01-01,circa,1917,1927,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0112,"Prédio da sede do jornal O Paiz; na Avenida Rio Branco, esquina com a Rua 7 de Setembro",Guilherme Santos,-,,1925 circa,1925-01-01,circa,1920,1930,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0113,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0114,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0115,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0116,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0117,"Ruínas no alto do Morro do Castelo; ao fundo, Pão de Açúcar, igreja de Santa Luzia e Hotel Glória",Guilherme Santos,-,,1922 circa,1922-01-01,circa,1920,1927,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0118,O Palácio Monroe; tomado da Rua Mestre Valentim,Guilherme Santos,-,,1912 circa,1912-01-01,circa,1907,1917,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0119,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0205,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0207,Vista da baía de Guanabara; destaque para o morro do Pão de Açúcar,Guilherme Santos,-,,1915 circa,1915-01-01,circa,1910,1920,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0317,Palácio Monroe; tomado da Rua do Passeio,Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0321,Vista de Santa Teresa; destaque para o Morro do Corcovado,Guilherme Santos,-,,1915 circa,1915-01-01,circa,1910,1920,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0323,Trilhos do Bonde,Guilherme Santos,-,,,,circa,1900,1950,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0324,Trilhos do Bonde,Guilherme Santos,-,,,,circa,1900,1950,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0401,Vista do largo de São Francisco de Paula; a partir do edifício Adriática,Guilherme Santos,-,,1940 circa,1940-01-01,circa,1935,1945,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0402,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0403,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0404,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0405,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0406,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0407,Vista do bairro de Copacabana; a partir da Ladeira do Leme,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0408,Vista do bairro de Copacabana; a partir da Ladeira do Leme,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0409,Vista do bairro de Copacabana; a partir da Ladeira do Leme,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0410,Vista do bairro de Copacabana; a partir da Ladeira do Leme,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0411,Vista do bairro de Copacabana; a partir da Ladeira do Leme,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0414,Vista de Copacabana; a partir do Parque da Chacrinha,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0415,Banhistas na Praia de Copacabana,Guilherme Santos,-,,1930 circa,1930-01-01,circa,1925,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0502,Centro da cidade,Guilherme Santos,-,,1925 circa,1925-01-01,circa,1920,1930,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0505,Avenida Beira-Mar,Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0506,Ladeira do Centro do Rio de Janeiro,Guilherme Santos,-,,,,circa,1900,1921,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0507,Vista da orla da Lapa,Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0508,Vista do Hospital São Zacharias,Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0509,Prédio do Terceiro Regimento de Infantaria destruído durante a Intentona Comunista,Guilherme Santos,-,,1935,1935-01-01,year,1935,1935,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0510,Vista da Glória; tomada da Praça Paris,Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0511,"Rua do Passeio, destaque para bonde da linha Praça Mauá",Guilherme Santos,-,,1920 circa,1920-01-01,circa,1915,1925,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol05Cx0513,Construção destruída,Guilherme Santos,-,,,,circa,1900,1950,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol09Env0301,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol09Env0302,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol09Env0304,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol09Env0305,,Guilherme Santos,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Glass plate negative||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol10Cx0101,Vista panorâmica do centro do Rio de Janeiro e Baía de Guanabara a partir de Santa Teresa,Guilherme Santos,-,,14/07/1909,1909-07-14,day,1909,1909,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol10Cx0111,Cortejo em ocasião a visita do Príncipe de Gales,Guilherme Santos,-,,1931,1931-01-01,year,1931,1931,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol10Cx0112,Cortejo em ocasião a visita do Príncipe de Gales,Guilherme Santos,-,,1931,1931-01-01,year,1931,1931,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol10Cx0114,Recepção ao Príncipe de Gales,Guilherme Santos,-,,1931,1931-01-01,year,1931,1931,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002080Vol10Cx0117,Cortejo em ocasião a visita do Príncipe de Gales,Guilherme Santos,-,,1931,1931-01-01,year,1931,1931,Photograph,All||Views,Instituto Moreira Salles,Glass diapositive||Stereoscopy,Silver gelatin,-,-,,110.0,45.0,,
002086AMF01,"Estátua equestre de Dom Pedro I na praça da Constituição, atual praça Tiradentes",Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF02,Vista panorâmica do Rio de Janeiro a partir da Ilha das Cobras,Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF03,Panorama de parte zona portuária do centro Rio de Janeiro,Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF04,Passeio Público,Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF05,Praia de Icaraí,Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF06,"Palácio Imperial, São Cristóvão",Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002086AMF07,,Marc Ferrez,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Photographic print,,-,-,,,,,
002086AMF10,Alto da Boa Vista,Marc Ferrez,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Photographic print,,-,-,,,,,
002086AMF11,,Marc Ferrez,-,,,,circa,,,Photograph,All||Views,Instituto Moreira Salles,Photographic print,,-,-,,,,,
002086AMF12,"Barco na baía de Guanabara; destaque para o morro do Pão de Açúcar, ao fundo",Marc Ferrez,-,,1885 circa,1885-01-01,circa,1880,1890,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,,,,
002087BF001,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF002,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF003,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF004,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF005,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF006,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF007,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF008,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF009,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF010,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF011,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF012,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF013,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF014,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF015,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF016,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF017,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF018,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF019,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF020,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF021,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF022,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF023,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF024,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF025,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF026,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF027,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF028,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF029,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF030,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF031,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF032,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF033,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF034,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF035,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF036,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF037,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF038,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF039,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF040,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF042,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF043,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF044,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF045,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF046,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF047,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF048,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF049,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF050,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF051,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF052,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF053,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF054,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF055,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF056,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF057,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002087BF058,Exposição Internacional do Centenário da Independência,,-,,1922,1922-01-01,year,1922,1922,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Silver gelatin,-,-,,,,,
002093001,Vista a partir do morro do Castelo; vendo-se a igreja de São José e a Ilha das Cobras e o porto,A. Ruelle,-,,1861,1861-01-01,year,1861,1861,Photograph,All||Views,Instituto Moreira Salles,Photographic print||Stereoscopy,Albumine,-,-,,,,,
002093002,Vista interior da bacia de carenagem em construção na Ilha das Cobras,A. Ruelle,-,,1861,1861-01-01,year,1861,1861,Photograph,All||Views,Instituto Moreira Salles,Photographic print||Stereoscopy,Albumine,-,-,,,,,
002093003,,A. Ruelle,-,,1861,1861-01-01,year,1861,1861,Photograph,All||Views,Instituto Moreira Salles,Photographic print||Stereoscopy,Albumine,-,-,,,,,
002093004,Rua do Ouvidor,A. Ruelle,-,,1861,1861-01-01,year,1861,1861,Photograph,All||Views,Instituto Moreira Salles,Photographic print||Stereoscopy,Albumine,-,-,,,,,
