dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,foaf:depicts,schema:width,schema:height,media,item_sets
001AN01001009,Mulher e criança na praia de Copacabana,,Anônimo,06/1907,1907/1907,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80342 Instituto Moreira Salles,,-22.97421,-43.1861,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001009.jpg,All||Views||Smapshot
001AN01001010,Praia de Copacabana,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80343 Instituto Moreira Salles,,-22.98587,-43.1884,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001010.jpg,All||Views||Smapshot
001AN01001011,"Praia de Ipanema, com Morro Dois Irmãos ao fundo",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80344 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620162 Wikidata,-22.99092,-43.19136,http://www.wikidata.org/entity/Q468540 Ipanema,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001011.jpg,All||Views
001AN01001018,Campo de Santana,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80345 Instituto Moreira Salles,,-22.90727,-43.18782,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001018.jpg,All||Views
001AN01001019,Campo de Santana,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80346 Instituto Moreira Salles,,-22.90765,-43.18859,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001019.jpg,All||Views
001AN01001020,Campo de Santana,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80347 Instituto Moreira Salles,,-22.90717,-43.18764,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001020.jpg,All||Views
001AN01001026,Pedra da Gávea vista da Tijuca,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79097 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772885 Wikidata,-22.96918,-43.25883,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001026.jpg,All||Views
001AN01001027,"Serra da Tijuca, atual Estrada Redentor",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80348 Instituto Moreira Salles,,-22.9582,-43.25736,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001027.jpg,All||Views
001AN01001029,Serra da Tijuca vista do Sumaré,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80349 Instituto Moreira Salles,,-22.93105,-43.22253,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001029.jpg,All||Views||Smapshot
001AN01001030,Vista do centro do Rio de Janeiro,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80350 Instituto Moreira Salles,,-22.8997,-43.18252,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001030.jpg,All||Views||Smapshot
001AN01001031,Palmeiras Imperiais na Rua Paissandu,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80351 Instituto Moreira Salles,,-22.93486,-43.17836,,105,80,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01001031.jpg,All||Views
001AN01002001,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado e a Pedra da Gávea",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80352 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621334 Wikidata,-22.94219,-43.17575,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002001.jpg,All||Views||Smapshot
001AN01002002,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80353 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621335 Wikidata,-22.94217,-43.17576,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002002.jpg,All||Views||Smapshot
001AN01002003,Vista da Enseada de Botafogo e de parte da avenida Beira-Mar,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80354 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621336 Wikidata,-22.94224,-43.17585,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002003.jpg,All||Views||Smapshot
001AN01002004,Bairro das Laranjeiras visto de Santa Teresa,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80355 Instituto Moreira Salles,,-22.9351,-43.19404,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002004.jpg,All||Views||Smapshot
001AN01002005,"Vista do bairro de Laranjeiras, com o Pão de Açúcar à esquerda",,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80356 Instituto Moreira Salles,,-22.93492,-43.19412,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002005.jpg,All||Views||Smapshot
001AN01002006,Bairro do Catete visto de Santa Teresa,,Anônimo,1907 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80357 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620166 Wikidata,-22.92293,-43.19046,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002006.jpg,All||Views||Smapshot
001AN01002007,"Glória, Palácio Monroe e Passeio Público, a partir do centro",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80358 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620372 Wikidata,-22.91081,-43.17448,http://www.wikidata.org/entity/Q2946148 Centro,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002007.jpg,All||Views||Smapshot
001AN01002008,"Avenida Central, vendo-se o prédio do Supremo Tribunal Federal, Palácio Monroe e o Passeio Público","Em frente ao Supremo Tribunal Federal (atual CCJF), provavelmente, trata-se da obra de construção do Theatro Municipal.",Anônimo,1905 circa,1905/1909,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80359 Instituto Moreira Salles,,-22.90938,-43.17418,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002008.jpg,All||Views||Smapshot
001AN01002009A,"Fundos da Biblioteca Nacional, ao fundo os Arcos da Lapa e Santa Teresa",,Anônimo,1911 circa,1910/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80360 Instituto Moreira Salles,,-22.90961,-43.17466,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002009A.jpg,All||Views
001AN01002009B,"Fundos da Biblioteca Nacional, ao fundo os Arcos da Lapa e Santa Teresa",,Anônimo,1911 circa,1910/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80463 Instituto Moreira Salles,,-22.90961,-43.17466,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002009B.jpg,All||Views
001AN01002010,Vista da Avenida Beira-Mar a partir da Glória,,Anônimo,1907 circa,1912/1922,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80361 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620168 Wikidata,-22.9216,-43.18098,http://www.wikidata.org/entity/Q1532671 Glória,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002010.jpg,All||Views||Smapshot
001AN01002011,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80362 Instituto Moreira Salles,,-22.92284,-43.18817,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002011.jpg,All||Views||Smapshot
001AN01002012,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,,Anônimo,1911 circa,1902/1912,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80363 Instituto Moreira Salles,,-22.92284,-43.18817,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002012.jpg,All||Views
001AN01002013,"Santa Teresa, com a Estação do Curvelo ao fundo",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80364 Instituto Moreira Salles,,-22.92637,-43.18693,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002013.jpg,All||Views||Smapshot
001AN01002014,Bairro de Santa Teresa,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80365 Instituto Moreira Salles,,-22.91938,-43.18259,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002014.jpg,All||Views
001AN01002015,"Vista da praça XV e região central, a partir da Baía de Guanabara",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80366 Instituto Moreira Salles,,-22.89852,-43.16817,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002015.jpg,All||Views||Smapshot
001AN01002016,"Vista da enseada de Botafogo, com Copacabana ao fundo, a partir do Mirante Dona Marta",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80367 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620170 Wikidata,-22.94491,-43.19644,http://www.wikidata.org/entity/Q894624 Botafogo (Bairro),98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002016.jpg,All||Views||Smapshot
001AN01002017A,"Vista da Lagoa Rodrigo de Freitas, praias de Ipanema e Leblon, a partir do Mirante Dona Marta",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80368 Instituto Moreira Salles,,-22.94487,-43.19618,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002017A.jpg,All||Views
001AN01002017B,"Vista da Lagoa Rodrigo de Freitas e praias de Ipanema e Leblon, ao fundo o Morro Dois Irmãos",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80464 Instituto Moreira Salles,,-22.94454,-43.19601,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002017B.jpg,All||Views
001AN01002018,Vista do Pão de Açúcar a partir de Santa Teresa,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80369 Instituto Moreira Salles,,-22.93541,-43.20444,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002018.jpg,All||Views||Smapshot
001AN01002019,Enseada de Botafogo a partir do Morro da Viúva,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80370 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620171 Wikidata,-22.94239,-43.17551,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002019.jpg,All||Views||Smapshot
001AN01002020,Vista do Pão de Açúcar a partir da enseada de Botafogo,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80371 Instituto Moreira Salles,,-22.9469,-43.18214,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002020.jpg,All||Views||Smapshot
001AN01002021,Vista do Pão de Açúcar,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80372 Instituto Moreira Salles,,-22.95095,-43.14414,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002021.jpg,All||Views||Smapshot
001AN01002022,Vista da Baía de Guanabara a partir de Niterói,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80373 Instituto Moreira Salles,,-22.95651,-43.12694,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002022.jpg,All||Views||Smapshot
001AN01002023,"Embarcações na Baía de Guanabara, Pão de Açúcar ao fundo",,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80374 Instituto Moreira Salles,,-22.90216,-43.1659,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002023.jpg,All||Views||Smapshot
001AN01002025,Rochas na praia de Ipanema,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80375 Instituto Moreira Salles,,-22.98927,-43.19029,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002025.jpg,All||Views||Smapshot
001AN01002026,Pedra da Gávea a partir de São Conrado,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80376 Instituto Moreira Salles,,-22.98628,-43.2776,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002026.jpg,All||Views||Smapshot
001AN01002027,Pedra da Gávea a partir do Alto da Boa Vista,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80377 Instituto Moreira Salles,,-22.9697,-43.25912,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002027.jpg,All||Views||Smapshot
001AN01002028,Morro do Corcovado a partir da Gávea,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80378 Instituto Moreira Salles,,-22.97892,-43.23919,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002028.jpg,All||Views||Smapshot
001AN01002029,Vista do morro do Corcovado a partir de Laranjeiras,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80379 Instituto Moreira Salles,,-22.93597,-43.1951,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002029.jpg,All||Views||Smapshot
001AN01002030,Morro do Corcovado visto de Santa Teresa,,Anônimo,1911 circa,1906/1916,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/80380 Instituto Moreira Salles,,-22.93516,-43.20036,,98,73,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AN01002030.jpg,All||Views||Smapshot
