dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:created,dcterms:temporal,dcterms:available,dcterms:type,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,schema:polygon,foaf:depicts,schema:width,schema:height,media,item_sets,dcterms:date,item_set
0071824cx064-10,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,,1879/1889,1879/1889,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76190 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049672 Wikidata,-22.909799,-43.125132,"POLYGON ((-43.12513220185708 -22.90979891145057, -43.12721024824936 -22.91284466773994, -43.12752434888867 -22.91264238402509, -43.12781541039935 -22.91241271571361, -43.12808062965506 -22.91215787477003, -43.12831745246178 -22.91188031558655, -43.12852359815556 -22.91158271134076, -43.12855835214818 -22.91152544235618, -43.12513220185708 -22.90979891145057))",,18.0,24.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx064-10.jpg,all||views,,
0071824cx064-11,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,,1879/1889,1879/1889,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76191 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049676 Wikidata,-22.909322,-43.124739,"POLYGON ((-43.1247388787418 -22.90932174934007, -43.12653757817573 -22.91251477926996, -43.1268686954176 -22.91233700673165, -43.12717929999635 -22.91213019510812, -43.12746640052834 -22.91189633623628, -43.12772723204275 -22.91163768243864, -43.12795928261109 -22.91135672482703, -43.12816031753761 -22.91105616930667, -43.12820057913004 -22.91098700558442, -43.1247388787418 -22.90932174934007))",,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx064-11.jpg,all||views||smapshot,,
0071824cx064-14,Ilha do Catalão,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII.",Marc Ferrez,,1885/1895,1885/1895,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/71034 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049310 Wikidata,-22.8427,-43.224249,"POLYGON ((-43.22424871481004 -22.84269950321884, -43.22546071646673 -22.83928002567368, -43.2250911992653 -22.8391870108086, -43.22471356910449 -22.83912782231541, -43.22433146249418 -22.83910303016726, -43.22394855904145 -22.8391128731073, -43.22356854602495 -22.83915725635009, -43.22319508289561 -22.83923575249426, -43.22283176604497 -22.83934760563722, -43.22279217694551 -22.8393620490937, -43.22424871481004 -22.84269950321884))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx064-14.jpg,all||views||smapshot,,
0071824cx065-02,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,,1909/1915,1909/1915,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76218 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621418 Wikidata,-22.909709,-43.175696,"POLYGON ((-43.17569588100002 -22.909709264, -43.17948984963717 -22.90885636263076, -43.1793808188131 -22.90851792942907, -43.1792363009561 -22.90819096973716, -43.17905768806141 -22.90787863226149, -43.17884670043425 -22.9075839248716, -43.17860537011597 -22.90730968563693, -43.17833602130995 -22.90705855549943, -43.17804124799598 -22.90683295284493, -43.17772388894858 -22.90663505021789, -43.17742529747871 -22.90648393809757, -43.17569588100002 -22.909709264))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-02.jpg,all||views,,
0071824cx065-03,"Vista da Escola Nacional de Belas Artes, à esquerda o Teatro Municipal","Foto do cruzamento da Rua Evaristo da Veiga com a Avenida Rio Branco, vê-se parte do Theatro Municipal e o edifício construído para abrigar a Escola Nacional de Belas Artes.",Marc Ferrez,,1905/1915,1905/1915,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76240 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620612 Wikidata,-22.909701,-43.17628,"POLYGON ((-43.17627994885631 -22.90970079459314, -43.17702539992325 -22.90616965681316, -43.17664606871875 -22.90611935634238, -43.17626321185834 -22.9061035461749, -43.17588051617158 -22.90612237855923, -43.17550166693636 -22.90617567214356, -43.17513031239874 -22.90626291372173, -43.17477002864925 -22.90638326317418, -43.1744242851928 -22.9065355615562, -43.17409641154432 -22.90671834225598, -43.17378956517057 -22.90692984511479, -43.17350670108737 -22.90716803337371, -43.17338757064866 -22.90728372877575, -43.17627994885631 -22.90970079459314))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-03.jpg,all||views,,
0071824cx065-05,Biblioteca Nacional,,Marc Ferrez,,1910/1910,1910/1910,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76220 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620614 Wikidata,-22.910619,-43.176098,"POLYGON ((-43.1760982956684 -22.91061855346738, -43.17562445634188 -22.90704784880519, -43.17524678330477 -22.90710782281217, -43.17487731016226 -22.90720160622287, -43.17451959489146 -22.90732829592076, -43.17417708226887 -22.90748667190504, -43.17385307070347 -22.90767520903643, -43.17355068047816 -22.90789209172092, -43.17327282370437 -22.90813523139029, -43.17302217627973 -22.90840228661115, -43.17282417872359 -22.90865767198838, -43.1760982956684 -22.91061855346738))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-05.jpg,all||views,,
0071824cx065-06,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposição Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,,1904/1910,1904/1910,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76221 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620615 Wikidata,-22.912654,-43.174338,"POLYGON ((-43.17433763999993 -22.91265355200002, -43.17801144158348 -22.91387400684019, -43.17812361996644 -22.91353644639169, -43.17819933658264 -22.91319038356225, -43.17823786250943 -22.91283915117828, -43.1782388270077 -22.91248613182658, -43.17820222108137 -22.91213472527716, -43.17812839755273 -22.91178831574154, -43.17801806765353 -22.91145023928199, -43.17787229416504 -22.91112375168531, -43.17771409026257 -22.91084581423014, -43.17433763999993 -22.91265355200002))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-06.jpg,all||views,,
0071824cx065-07,Bairro do Flamengo visto do Morro Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória, o Largo do Machado, parte do Morro da Viúva e para o Morro do Pão de Açúcar.",Marc Ferrez,,1885/1895,1885/1895,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76223 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049686 Wikidata,-22.928832,-43.183658,"POLYGON ((-43.18365824399999 -22.92883244200007, -43.15612525255122 -22.93081819497239, -43.15646892565893 -22.9332941229729, -43.1570744725195 -22.93572710332905, -43.15793607457189 -22.93809370217728, -43.15904544580906 -22.94037112381547, -43.16039191212676 -22.94253743039399, -43.1619625137456 -22.94457175338241, -43.16374212973462 -22.9464544947684, -43.16535715156279 -22.94788202311949, -43.18365824399999 -22.92883244200007))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-07.jpg,all||views||smapshot,,
0071824cx065-08,"Enseada de Botafogo vista do alto do Corcovado, com o Morro do Pão de Açúcar ao fundo",,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76222 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620616 Wikidata,-22.951697,-43.210244,"POLYGON ((-43.21024359399996 -22.951697086, -43.06939886731246 -22.8830511192469, -43.06276625329529 -22.89609410956992, -43.05755217814965 -22.90967301735362, -43.05380723355948 -22.92365721195351, -43.05156791572409 -22.93791212304862, -43.05085625744884 -22.95230053253835, -43.05167959808001 -22.96668389348977, -43.05403049418067 -22.98092366353577, -43.05788677252217 -22.99488263992226, -43.0632117256012 -23.00842628332196, -43.06413556827901 -23.01041680874699, -43.21024359399996 -22.951697086))",http://www.wikidata.org/entity/Q506938 Corcovado,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-08.jpg,all||views||smapshot,,
0071824cx065-09,Imprensa Nacional,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",Marc Ferrez,,1889/1899,1889/1899,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76224 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620617 Wikidata,-22.906569,-43.178173,"POLYGON ((-43.17817257493352 -22.9065689641286, -43.17716746696689 -22.91004506325433, -43.17754220254508 -22.91011907323446, -43.17792300942934 -22.91015889284209, -43.17830621995615 -22.91016413856242, -43.17868814330625 -22.9101347598723, -43.17906510106058 -22.91007103972691, -43.17943346263645 -22.90997359183393, -43.17978968026258 -22.90984335474132, -43.18013032315566 -22.90968158279588, -43.18015210381549 -22.90966987237243, -43.17817257493352 -22.9065689641286))",http://www.wikidata.org/entity/Q2946148 Centro,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-09.jpg,all||views,,
0071824cx065-10,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposiçao Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,,1904/1910,1904/1910,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76225 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621419 Wikidata,-22.912654,-43.174338,"POLYGON ((-43.17433763999993 -22.91265355200002, -43.17801144158348 -22.91387400684019, -43.17812361996644 -22.91353644639169, -43.17819933658264 -22.91319038356225, -43.17823786250943 -22.91283915117828, -43.1782388270077 -22.91248613182658, -43.17820222108137 -22.91213472527716, -43.17812839755273 -22.91178831574154, -43.17801806765353 -22.91145023928199, -43.17787229416504 -22.91112375168531, -43.17771409026257 -22.91084581423014, -43.17433763999993 -22.91265355200002))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-10.jpg,all||views,,
0071824cx065-11,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,,1909/1915,1909/1915,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76226 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621421 Wikidata,-22.910004,-43.175746,"POLYGON ((-43.17574551099994 -22.910003991, -43.17898707845543 -22.90799777166001, -43.17875798574298 -22.90771476626403, -43.17849988271682 -22.90745380725441, -43.17821525507735 -22.90721740767496, -43.17790684391412 -22.90700784404888, -43.17757761930887 -22.90682713445974, -43.17723075173532 -22.90667701912121, -43.17686958153111 -22.90655894362239, -43.17649758673571 -22.90647404500994, -43.17616073158629 -22.90642710002376, -43.17574551099994 -22.910003991))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-11.jpg,all||views,,
0071824cx065-12,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,,1909/1915,1909/1915,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76227 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621420 Wikidata,-22.909709,-43.175696,"POLYGON ((-43.17569588100002 -22.90970926399999, -43.17948984963717 -22.90885636263076, -43.1793808188131 -22.90851792942907, -43.1792363009561 -22.90819096973715, -43.17905768806141 -22.90787863226149, -43.17884670043425 -22.90758392487159, -43.17860537011597 -22.90730968563692, -43.17833602130995 -22.90705855549943, -43.17804124799598 -22.90683295284492, -43.17772388894858 -22.90663505021788, -43.17742529747871 -22.90648393809757, -43.17569588100002 -22.90970926399999))",http://www.wikidata.org/entity/Q579694 Cinelândia,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx065-12.jpg,all||views,,
0071824cx066-08,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76196 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620621 Wikidata,-22.987386,-43.188495,"POLYGON ((-43.18849501175427 -22.9873863431331, -43.18480090805405 -22.98225645224787, -43.18427252058876 -22.98261448598527, -43.18378479372599 -22.98301847423187, -43.1833424244514 -22.98346452675359, -43.18294967310085 -22.98394834821496, -43.18261032232801 -22.98446527953043, -43.18232764066595 -22.98501034271928, -43.18210435103416 -22.98557828883288, -43.18194893667571 -22.98613523663924, -43.18849501175427 -22.9873863431331))",http://www.wikidata.org/entity/Q202730 Copacabana,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-08.jpg,all||views||smapshot,,
0071824cx066-12,"Antigo prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural do Banco do Brasil",,Marc Ferrez,,1895/1905,1895/1905,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76197 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620622 Wikidata,-22.900891,-43.176773,"POLYGON ((-43.17677257732478 -22.90089144805512, -43.17324771199626 -22.90243977938535, -43.17342943214219 -22.90275058873501, -43.17364334992351 -22.90304349363393, -43.17388740530526 -22.90331567312306, -43.17415924795595 -22.90356450583291, -43.17445625988042 -22.90378759523376, -43.17477558063265 -22.90398279272083, -43.17511413486562 -22.90414821831151, -43.17546866195307 -22.90428227875541, -43.17579444901121 -22.90437406155062, -43.17677257732478 -22.90089144805512))",http://www.wikidata.org/entity/Q2946148 Centro,18.0,24.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-12.jpg,all||views,,
0071824cx066-13,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76198 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049677 Wikidata,-22.987386,-43.188495,"POLYGON ((-43.18849501175429 -22.98738634313311, -43.18633588824267 -22.98438809085545, -43.18602705994425 -22.98459735369643, -43.18574199790336 -22.98483347566011, -43.18548344739234 -22.9850941828974, -43.1852538984206 -22.98537696478971, -43.18505556175342 -22.98567909812252, -43.18489034761787 -22.9859976733064, -43.18475984730109 -22.98632962239331, -43.18466901846189 -22.98665514270498, -43.18849501175429 -22.98738634313311))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-13.jpg,all||views||smapshot,,
0071824cx066-14,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76199 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621422 Wikidata,-22.985918,-43.184679,"POLYGON ((-43.18467903259096 -22.98591809329606, -43.18760817348898 -22.98829907509221, -43.18784757485569 -22.98802329992083, -43.18805646000604 -22.98772725044552, -43.18823281738131 -22.9874137779081, -43.1883749487331 -22.98708590133092, -43.18848148547187 -22.98674677843773, -43.18855140183903 -22.98639967523954, -43.18858402477598 -22.98604793457838, -43.18857904039554 -22.98569494393201, -43.18857887018536 -22.98569243744908, -43.18467903259096 -22.98591809329606))",http://www.wikidata.org/entity/Q202730 Copacabana,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-14.jpg,all||views||smapshot,,
0071824cx066-15,Vista do Outeiro da Glória,,Marc Ferrez,,1880/1888,1880/1888,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76200 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621423 Wikidata,-22.9181,-43.176356,"POLYGON ((-43.17635590599345 -22.91809980087871, -43.1737841728432 -22.92080713892953, -43.17408466881167 -22.92102627800071, -43.1744070394484 -22.92121723304503, -43.17474818002656 -22.92137816493839, -43.17510480500485 -22.92150752370929, -43.17547347967572 -22.92160406347015, -43.17585065325163 -22.92166685441936, -43.1762326930707 -22.92169529179859, -43.17661591959173 -22.92168910171867, -43.17667913722849 -22.92168474178556, -43.17635590599345 -22.91809980087871))",http://www.wikidata.org/entity/Q1532671 Glória,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-15.jpg,all||views||smapshot,,
0071824cx066-16,Vista do Outeiro da Glória,,Marc Ferrez,,1880/1888,1880/1888,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76201 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65621424 Wikidata,-22.919076,-43.176726,"POLYGON ((-43.17672553673008 -22.91907583490546, -43.1733993751789 -22.92096131618048, -43.17361604095573 -22.92125252048166, -43.17386265431516 -22.92152276206504, -43.1741368402861 -22.92176943822368, -43.17443595830092 -22.92199017319657, -43.17475712762582 -22.92218284105369, -43.17509725510631 -22.92234558617497, -43.17545306496056 -22.92247684112563, -43.17582113033338 -22.9225753417557, -43.17582577302943 -22.92257635685585, -43.17672553673008 -22.91907583490546))",http://www.wikidata.org/entity/Q1532671 Glória,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx066-16.jpg,all||views||smapshot,,
0071824cx067-01,Estação das barcas na Praça XV de Novembro,,Marc Ferrez,,1885/1905,1885/1905,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76241 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620627 Wikidata,-22.903106,-43.172557,"POLYGON ((-43.17255692783714 -22.90310618599946, -43.16890301135548 -22.90183680368552, -43.16878553280269 -22.90217282798797, -43.16870437409816 -22.90251784140301, -43.16866031711071 -22.90286852131862, -43.16865378641788 -22.90322149052627, -43.16868484520604 -22.90357334974414, -43.16875319465063 -22.90392071035387, -43.16885817678297 -22.90426022703566, -43.16899878081627 -22.90458862998729, -43.16915259333496 -22.90486867578788, -43.17255692783714 -22.90310618599946))",http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx067-01.jpg,all||views,,
0071824cx067-02,"Cais Pharoux e, ao fundo, Mercado da Praia do Peixe","Vista do Cais Pharoux e adjacências, tomado de uma embarcação.",Marc Ferrez,,1881/1891,1881/1891,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76242 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620629 Wikidata,-22.903407,-43.17094,"POLYGON ((-43.17093951185437 -22.90340738419202, -43.17458255696314 -22.90211174026113, -43.17442714792613 -22.90178904984903, -43.17423815224579 -22.90148194506046, -43.17401739020399 -22.90119338336684, -43.17376698795817 -22.9009261436482, -43.17348935706154 -22.90068279943592, -43.17318717123685 -22.90046569413328, -43.17314292803677 -22.90043742695563, -43.17093951185437 -22.90340738419202))",http://www.wikidata.org/entity/Q224101 Baía de Guanabara,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx067-02.jpg,all||views,,
0071824cx067-03,Vista do Pão de Açúcar,,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/70977 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620630 Wikidata,-22.957026000000006,-43.168955,"POLYGON ((-43.16895462851086 -22.95702591265803, -43.14727577895114 -22.92374897970878, -43.14383853791806 -22.92586578911616, -43.14064301210978 -22.92828263751935, -43.13771996953174 -22.93097626473912, -43.1350975606714 -22.93392074536834, -43.13280104739624 -22.9370877378455, -43.13085255941561 -22.94044675680836, -43.12927088066179 -22.94396546612737, -43.12807126766589 -22.94760998981836, -43.12726530170583 -22.95134523785931, -43.12686077618501 -22.95513524379006, -43.12686162036841 -22.95894351085662, -43.12689635185716 -22.95950814411095, -43.16895462851086 -22.95702591265803))",http://www.wikidata.org/entity/Q178725 Niterói,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx067-03.jpg,all||views||smapshot,,
0071824cx067-04,As pirâmides do Aqueduto da Carioca,,Marc Ferrez,,1885/1895,1885/1895,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76178 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049644 Wikidata,-22.935208,-43.201454,"POLYGON ((-43.20145431782939 -22.93520848104883, -43.19862984603613 -22.93272369948247, -43.19837899050639 -22.93299062515258, -43.19815775060933 -22.93327890992221, -43.19796825710382 -22.93358577757857, -43.19781233506563 -22.9339082729343, -43.19769148630517 -22.93424329028309, -43.19760687489675 -22.93458760330543, -43.19755931595882 -22.93493789613679, -43.19755634220736 -22.9349770405094, -43.20145431782939 -22.93520848104883))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx067-04.jpg,all||views,,
0071824cx067-05,"Entrada da Baía de Guanabara vista de Niterói, com destaque para o Morro do Pão de Açúcar",,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76179 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049648 Wikidata,-22.943339,-43.115254,"POLYGON ((-43.11525402511495 -22.94333874047812, -43.13825101674989 -22.96035300198227, -43.13995124237611 -22.95819529327457, -43.14141354221731 -22.9558945105104, -43.14262384172767 -22.95347281819566, -43.14357049594731 -22.95095354439503, -43.14424440123035 -22.94836095584558, -43.14463908241173 -22.94572002407229, -43.14475075459286 -22.94305618476527, -43.14457835897331 -22.94039509274081, -43.14418793611821 -22.93805270600106, -43.11525402511495 -22.94333874047812))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx067-05.jpg,all||views||smapshot,,
0071824cx068-01,Vista da Alameda das Palmeiras,,Marc Ferrez,,1880/1890,1880/1890,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76228 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049689 Wikidata,-22.967524,-43.224274,"POLYGON ((-43.22427415656427 -22.96752423882298, -43.22046004873781 -22.96830406225334, -43.22056142784344 -22.96864451896344, -43.22069856344219 -22.96897418708844, -43.22087013506167 -22.96928989165385, -43.22107449054938 -22.96958859214398, -43.221309661977 -22.96986741178799, -43.22157338458786 -22.97012366526938, -43.22186311860484 -22.97035488459214, -43.22217607368933 -22.97055884285404, -43.22247131815967 -22.97071565901074, -43.22427415656427 -22.96752423882298))",,18.0,24.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx068-01.jpg,all||views,,
0071824cx068-09,"Rua Primeiro de Março, à direita, o prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural Banco do Brasil",,Marc Ferrez,,1895/1905,1895/1905,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76229 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620631 Wikidata,-22.901922,-43.176272,"POLYGON ((-43.17627164567421 -22.90192176388255, -43.17792276520984 -22.89866184951248, -43.17756795212065 -22.8985284658331, -43.17720065582566 -22.89842776070367, -43.17682441334425 -22.89836070389601, -43.1764428478259 -22.89832794115362, -43.1760596336679 -22.89832978797474, -43.17567846113971 -22.89836622657487, -43.17530300085507 -22.89843690605803, -43.17493686843289 -22.89854114579497, -43.17491000332585 -22.89855024968443, -43.17627164567421 -22.90192176388255))",,18.0,24.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx068-09.jpg,all||views,,
0071824cx068-10,Vista da Praia de Botafogo,,Marc Ferrez,,1895/1905,1895/1905,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76230 Instituto Moreira Salles,http://www.wikidata.org/entity/Q65620632 Wikidata,-22.941703,-43.175142,"POLYGON ((-43.17514173573987 -22.94170321243165, -43.17785274521222 -22.94429312981432, -43.17811535354414 -22.94403595151806, -43.17834932283518 -22.94375630754849, -43.17855239990794 -22.94345689116038, -43.17872262914777 -22.94314058601847, -43.17885837133155 -22.94281043842156, -43.17895831940741 -22.94246962796085, -43.17902151107399 -22.94212143689529, -43.1790473380381 -22.94176921853904, -43.17903555186235 -22.94141636496554, -43.17899829602469 -22.94113125953927, -43.17514173573987 -22.94170321243165))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx068-10.jpg,all||views||smapshot,,
0071824cx068-11,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,,1879/1889,1879/1889,NEGATIVO/ Vidro,,,http://acervos.ims.com.br/portals/#/detailpage/76231 Instituto Moreira Salles,http://www.wikidata.org/entity/Q89049692 Wikidata,-22.904846,-43.118554,"POLYGON ((-43.11855372962904 -22.90484594185314, -43.11524694252768 -22.90675960657608, -43.11546649299946 -22.9070489573888, -43.1157157766921 -22.90731709189961, -43.11599239291235 -22.90756142769351, -43.11629367768258 -22.90777961154864, -43.11661672939675 -22.90796954210433, -43.1169584367671 -22.9081293901033, -43.11701525000105 -22.90815231444584, -43.11855372962904 -22.90484594185314))",,24.0,18.0,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0071824cx068-11.jpg,all||views||smapshot,,
