qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,Q125191,Palácio do Catete,,,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.925376/-43.176666,8.12U11573,145.99U28390,98.42U28390,,Q11472,Q71989864,001RO002019,Q172984,36.8U28390,15.5U174728,7.5U174728,82573
,Q125191,Imprensa Nacional,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.907206/-43.178087,10.62U11573,-171.3U28390,99.0U28390,,Q11472,Q71989864,001RO002020,Q172984,40.6U28390,15.5U174728,7.5U174728,82612
,Q125191,Imprensa Nacional,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.907658/-43.177911,9.13U11573,-43.79U28390,99.66U28390,,Q11472,Q71989864,001RO002021,Q172984,40.6U28390,15.5U174728,7.5U174728,82607
,Q125191,Estação Estrada de Ferro Central do Brasil,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.904217000000006/-43.190391,12.53U11573,-55.09U28390,93.31U28390,,Q11472,Q71989864,001RO002022,Q172984,41.2U28390,15.5U174728,7.5U174728,82574
Q65620207,Q125191,"Rua Primeiro de Março (antiga Rua Direita), prédio dos Correios",,,1906-01-01T00:00:00Z/9,,,Q155,@-22.90407/-43.174528,9.8U11573,-20.79U28390,102.4U28390,,Q11472,Q71989864,001RO002023,Q172984,50.0U28390,15.5U174728,7.5U174728,82613
,Q125191,"Conselho Municipal, atual Palácio Pedro Ernesto",,,1906-01-01T00:00:00Z/9,,,Q155,@-22.9098/-43.176072,14.94U11573,-116.22U28390,91.68U28390,,Q11472,Q71989864,001RO002024,Q172984,40.4U28390,15.5U174728,7.5U174728,82575
Q65620208,Q125191,Palácio da Prefeitura Municipal,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.904382/-43.188149,10.3U11573,152.26U28390,102.15U28390,,Q11472,Q71989864,001RO002025,Q172984,62.4U28390,15.5U174728,7.5U174728,82614
,Q125191,Palácio Itamaraty,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.903098/-43.187585,8.7U11573,-69.48U28390,97.76U28390,,Q11472,Q71989864,001RO002026,Q172984,40.2U28390,15.5U174728,7.5U174728,82576
,Q125191,"Casa da Moeda, atual Arquivo Nacional",,,1906-01-01T00:00:00Z/9,,,Q155,@-22.905794/-43.190578,8.43U11573,-167.08U28390,97.09U28390,,Q11472,Q71989864,001RO002027,Q172984,35.0U28390,15.5U174728,7.5U174728,82577
,Q125191,Campo de Santana,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.907581/-43.189022,8.93U11573,-83.05U28390,96.2U28390,,Q11472,Q71989864,001RO002029,Q172984,35.0U28390,15.5U174728,7.5U174728,82615
,Q125191,Aleia das Palmeiras Imperiais,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.966399/-43.219425,8.24U11573,-139.94U28390,99.64U28390,,Q11472,Q71989864,001RO002032,Q172984,35.0U28390,15.5U174728,7.5U174728,82616
Q65621340,Q125191,Rua Primeiro de Março (antiga Rua Direita),,,1906-01-01T00:00:00Z/9,,,Q155,@-22.903652/-43.174779,8.83U11573,-44.91U28390,100.76U28390,,Q11472,Q71989864,001RO002033,Q172984,32.2U28390,15.5U174728,7.5U174728,82617
,Q125191,Caixa d'água do reservatório do Pedregulho,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.892868/-43.231433,54.91U11573,-165.34U28390,88.57U28390,,Q11472,Q71989864,001RO002034,Q172984,35.0U28390,15.5U174728,7.5U174728,82618
,Q125191,Arsenal da Marinha; a partir da Ilha das Cobras,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.896307/-43.175033,30.48U11573,-111.1U28390,93.36U28390,,Q11472,Q71989864,001RO002037,Q172984,34.2U28390,15.5U174728,7.5U174728,82619
Q65621341,Q125191,Ilha Fiscal,,,1906-01-01T00:00:00Z/9,,,Q155,@-22.897983/-43.165519,10.68U11573,-38.49U28390,99.6U28390,,Q11472,Q71989864,001RO002039,Q172984,47.4U28390,15.5U174728,7.5U174728,82620
,Q125191,"Avenida Central, atual Rio Branco",Fotografia de Anônimo,Photograph by Anônimo,1906-01-01T00:00:00Z/9,,,Q155,@-22.903905/-43.178109,10.18U11573,-22.93U28390,92.54U28390,Q4233718,Q11472,Q71989864,001RR002,COLOTIPIA/ Pigmento,60.0U28390,13.9U174728,8.9U174728,82578
,Q125191,Rio de Janeiro visto da ilha de Villegagnon,,,1907-01-01T00:00:00Z/9,,,Q155,@-22.913179/-43.159586,19.31U11573,-128.63U28390,88.98U28390,,Q11472,Q71989864,001RR004001,COLOTIPIA/ Pigmento,30.6U28390,13.9U174728,8.1U174728,82579
,Q125191,Praça José de Alencar,,,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.933164/-43.176812,25.42U11573,-71.4U28390,84.87U28390,,Q11472,Q71989864,001RR004002,COLOTIPIA/ Pigmento,45.2U28390,14.0U174728,9.0U174728,82580
,Q125191,"Avenida Central, atual Rio Branco",,,1906-01-01T00:00:00Z/8,1901-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,Q155,@-22.907702/-43.176658,12.52U11573,-15.01U28390,97.9U28390,,Q11472,Q71989864,001RR004003,COLOTIPIA/ Pigmento,50.0U28390,14.0U174728,9.0U174728,82581
,Q125191,Quartel do Batalhão Naval,,,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.895725/-43.172373,40.32U11573,113.89U28390,90.28U28390,,Q11472,Q71989864,001RR004004,COLOTIPIA/ Pigmento,35.4U28390,14.0U174728,9.0U174728,82582
,Q125191,"Avenida Central, atual Rio Branco",,,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1917-01-01T00:00:00Z/9,Q155,@-22.897645/-43.18060300000001,18.63U11573,133.71U28390,90.45U28390,,Q11472,Q71989864,001RR004007,COLOTIPIA/ Pigmento,50.0U28390,14.0U174728,9.0U174728,82583
Q97772812,Q125191,Avenida Central,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-02-20T00:00:00Z/11,,,Q155,@-22.906562/-43.177032,9.82U11573,-27.23U28390,97.05U28390,Q16495239,Q11472,Q71989864,001RR005,COLOTIPIA/ Pigmento,50.2U28390,14U174728,8.5U174728,77553
,Q125191,Exposição Nacional de 1908 - Pavilhão dos Estados,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.95158/-43.164475,223.78U11573,20.85U28390,98.13U28390,,Q11472,Q71989864,001RR006001,COLOTIPIA/ Pigmento,47.4U28390,14.0U174728,9.0U174728,82584
,Q125191,Exposição Nacional de 1908 - Pavilhão das Indústrias,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.956565/-43.164716,20.16U11573,-50.95U28390,84.98U28390,,Q11472,Q71989864,001RR006002,COLOTIPIA/ Pigmento,35.0U28390,14.0U174728,9.0U174728,82585
,Q125191,Exposição Nacional de 1908,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.954288/-43.170087,16.95U11573,89.81U28390,89.63U28390,,Q11472,Q71989864,001RR006003,COLOTIPIA/ Pigmento,39.6U28390,14.0U174728,9.0U174728,82586
,Q125191,Exposição Nacional de 1908,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.954593/-43.165614,17.78U11573,-91.58U28390,88.19U28390,,Q11472,Q71989864,001RR006004,COLOTIPIA/ Pigmento,51.4U28390,14.0U174728,9.0U174728,82587
,Q125191,Exposição Nacional de 1908 - Pavilhões da Bahia e de Minas Gerais,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.955079/-43.168898,27.27U11573,-5.38U28390,86.24U28390,,Q11472,Q71989864,001RR006007,COLÓDIO/ Prata,39.8U28390,14.0U174728,9.0U174728,82588
,Q125191,Exposição Nacional de 1908,,,1908-01-01T00:00:00Z/9,,,Q155,@-22.954888/-43.168545,21.48U11573,31.42U28390,80.57U28390,,Q11472,Q71989864,001RR006008,COLOTIPIA/ Pigmento,50.0U28390,14.0U174728,9.0U174728,82589
,Q125191,Exposição Nacional de 1908 - Palácio das Indústrias,Fotografia de Luiz Musso,Photograph by Luiz Musso,1908-01-01T00:00:00Z/9,,,Q155,@-22.955812/-43.167083,27.94U11573,51.21U28390,90.44U28390,Q89538832,Q11472,Q71989864,001RR006009,COLOTIPIA/ Pigmento,47.0U28390,14.0U174728,9.0U174728,82590
,Q125191,Exposição Nacional de 1908 - Pavilhão da Bahia,Fotografia de Luiz Musso,Photograph by Luiz Musso,1908-01-01T00:00:00Z/9,,,Q155,@-22.953388/-43.170168,10.36U11573,139.11U28390,98.73U28390,Q89538832,Q11472,Q71989864,001RR006010,COLOTIPIA/ Pigmento,36.0U28390,14.0U174728,9.0U174728,82591
,Q125191,Avenida Rio Branco,,,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.906423/-43.177317,13.12U11573,140.34U28390,93.78U28390,,Q11472,Q71989864,001RR007001,COLOTIPIA/ Pigmento,50.0U28390,14.0U174728,9.0U174728,82592
,Q125191,Palace Hotel,,,1915-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.908293/-43.176632,23.17U11573,13.43U28390,91.95U28390,,Q11472,Q71989864,001RR007002,COLOTIPIA/ Pigmento,60.2U28390,14.0U174728,9.0U174728,82593
,Q125191,Avenida Niemeyer,Fotografia de Anônimo,Photograph by Anônimo,1919-01-01T00:00:00Z/8,1914-01-01T00:00:00Z/9,1924-01-01T00:00:00Z/9,Q155,@-23.000671/-43.244964,41.48U11573,-86.08U28390,93.38U28390,Q4233718,Q11472,Q71989864,001RR008,COLOTIPIA/ Pigmento,23.2U28390,9.0U174728,14.0U174728,82595
Q97772481,Q125191,O bairro do Catete e o Pão de Açucar,Fotografia de Augusto Stahl,Photograph by Augusto Stahl,1862-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1863-01-01T00:00:00Z/9,Q155,@-22.918285/-43.181296,73.55U11573,139.93U28390,88.5U28390,Q4821327,Q11472,Q71989864,001SW001001,Q580807,44.2U28390,24.5U174728,19.4U174728,17199
Q97772483,Q125191,Mercado da Glória,Fotografia de Augusto Stahl,Photograph by Augusto Stahl,1862-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1863-01-01T00:00:00Z/9,Q155,@-22.914399/-43.176048,10.72U11573,-179.49U28390,90.94U28390,Q4821327,Q11472,Q71989864,001SW001003,Q580807,31.0U28390,26.1U174728,20.3U174728,17201
,Q125191,Bairro de Copacabana,Fotografia de Theodor Preising,Photograph by Theodor Preising,1927-01-01T00:00:00Z/9,,,Q155,@-22.959809/-43.172585,109.79U11573,-145.36U28390,84.09U28390,Q63109140,Q11472,Q71989864,001TP001,Q172984,36.8U28390,13.4U174728,8.3U174728,82594
,Q125191,"Praça da República; ao fundo, o palácio da Prefeitura",Fotografia de Augusto Malta,Photograph by Augusto Malta,1907-08-22T00:00:00Z/11,,,Q155,@-22.904172/-43.190544,11.48U11573,96.64U28390,87.56U28390,Q16495239,Q11472,Q71989864,002003AM001,Q172984,59.8U28390,28.4U174728,22.4U174728,82632
,Q125191,"Trecho da rua Marechal Floriano, entre a Uruguaiana e o Largo de Santa Rita",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-07-24T00:00:00Z/11,,,Q155,@-22.900915/-43.18222,10.4U11573,65.43U28390,95.38U28390,Q16495239,Q11472,Q71989864,002003AM002,Q172984,60.0U28390,29.2U174728,22.5U174728,82633
,Q125191,Escola Militar,Fotografia de Augusto Malta,Photograph by Augusto Malta,1907-11-03T00:00:00Z/11,,,Q155,@-22.954191/-43.170022,18.36U11573,102.57U28390,88.32U28390,Q16495239,Q11472,Q71989864,002003AM003,Q172984,63.2U28390,28.2U174728,22.2U174728,82634
,Q125191,Exposição Nacional de 1908 - Pavilhão dos Bombeiros,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-08-10T00:00:00Z/11,,,Q155,@-22.953471/-43.167663,14.32U11573,35.76U28390,89.83U28390,Q16495239,Q11472,Q71989864,002003AM004,Q172984,50.0U28390,28.2U174728,22.3U174728,82635
Q97772511,Q125191,Demolição do Morro do Castelo para a construção da avenida Central,Fotografia de Torres,Photograph by Torres,1904-01-01T00:00:00Z/9,,,Q155,@-22.909339000000006/-43.176157,9.74U11573,151.67U28390,91.7U28390,Q65619905,Q11472,Q71989864,002008OBAC008,Q172984,50.0U28390,24.0U174728,16.0U174728,18244
Q97772512,Q125191,Demolição do Morro do Castelo,Fotografia de Torres,Photograph by Torres,1904-01-01T00:00:00Z/9,,,Q155,@-22.909955/-43.176029,10.05U11573,151.03U28390,92.99U28390,Q65619905,Q11472,Q71989864,002008OBAC010,Q172984,50.0U28390,24.0U174728,16.0U174728,18245
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955636/-43.167233,22.69U11573,130.42U28390,106.59U28390,Q97570728,Q11472,Q71989864,002010TM003,Q172984,50.0U28390,13.0U174728,18.0U174728,82638
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.94948/-43.156536,395.72U11573,136.07U28390,97.27U28390,Q97570728,Q11472,Q71989864,002010TM007,Q172984,50.0U28390,11.4U174728,15.1U174728,82639
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955368/-43.166314,10.18U11573,36.67U28390,94.94U28390,Q97570728,Q11472,Q71989864,002010TM014,Q172984,44.2U28390,11.6U174728,16.5U174728,82640
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951752/-43.165253,212.46U11573,151.13U28390,80.76U28390,Q97570728,Q11472,Q71989864,002010TM015,Q172984,50.0U28390,13.0U174728,18.0U174728,82641
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955917000000003/-43.167033,23.88U11573,22.63U28390,84.06U28390,Q97570728,Q11472,Q71989864,002010TM016,Q172984,42.6U28390,11.7U174728,17.3U174728,82642
,Q125191,"Construção do bondinho do Pão de Açúcar, visitantes",Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951469/-43.165492,215.39U11573,-176.08U28390,74.88U28390,Q97570728,Q11472,Q71989864,002010TM026,Q172984,50.0U28390,17.0U174728,11.6U174728,82643
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951736/-43.165202,220.51U11573,-157.17U28390,67.14U28390,Q97570728,Q11472,Q71989864,002010TM027,Q172984,41.6U28390,11.7U174728,17.1U174728,82644
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955187/-43.166259,11.33U11573,66.41U28390,100.33U28390,Q97570728,Q11472,Q71989864,002010TM028,Q172984,50.0U28390,13.0U174728,18.0U174728,82645
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951063/-43.16411,227.14U11573,69.45U28390,90.15U28390,Q97570728,Q11472,Q71989864,002010TM030,Q172984,60.0U28390,18.0U174728,13.0U174728,82646
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.949252/-43.15636,411.98U11573,-147.4U28390,94.48U28390,Q97570728,Q11472,Q71989864,002010TM031,Q172984,50.0U28390,17.3U174728,11.2U174728,82647
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.949651/-43.15617,395.14U11573,-69.02U28390,98.09U28390,Q97570728,Q11472,Q71989864,002010TM032,Q172984,50.0U28390,17.4U174728,11.6U174728,82648
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951955/-43.164717,221.39U11573,-62.17U28390,93.83U28390,Q97570728,Q11472,Q71989864,002010TM033,Q172984,55.2U28390,17.4U174728,11.9U174728,82649
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.950918/-43.163658,220.72U11573,94.73U28390,93.22U28390,Q97570728,Q11472,Q71989864,002010TM035,Q172984,53.6U28390,16.9U174728,12.1U174728,82650
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951073/-43.163164,209.17U11573,73.92U28390,96.67U28390,Q97570728,Q11472,Q71989864,002010TM036,Q172984,41.4U28390,11.4U174728,17.4U174728,82651
,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.950801/-43.162202,226.74U11573,-101.69U28390,88.62U28390,Q97570728,Q11472,Q71989864,002010TM037,Q172984,55.2U28390,17.4U174728,11.5U174728,82652
,Q125191,Equipe de construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.951326/-43.164733,224.62U11573,62.02U28390,94.83U28390,Q97570728,Q11472,Q71989864,002010TM038,Q172984,55.2U28390,18.0U174728,13.1U174728,82637
Q97772582,Q125191,Vista noturna do Pavilhão de Caça e Pesca da Exposição Internacional do Centenário da Independência do Brasil,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.905196/-43.168413,8.94U11573,-73.47U28390,90.06U28390,Q16495239,Q11472,Q71989864,002051AM001001,Q172984,50.0U28390,22.7U174728,16.9U174728,63800
,Q125191,"Vista parcial do Pavilhão das Indústrias, noturna, da Exposição Internacional de 1922",Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.904812/-43.16908,7.05U11573,166.67U28390,91.77U28390,Q16495239,Q11472,Q71989864,002051AM001002,Q172984,50.0U28390,22.8U174728,17.0U174728,82622
Q97772583,Q125191,"Vista do Pavilhão da Itália, integrante da Exposição Internacional do Centenário da Independência do Brasil",Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.910289/-43.171867,25.04U11573,-1.46U28390,83.9U28390,Q16495239,Q11472,Q71989864,002051AM001003,Q172984,50.0U28390,22.7U174728,17.2U174728,63801
Q97772584,Q125191,Vista da Exposição Internacional do Centenário da Independência do Brasil,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.908156/-43.170373,28.1U11573,-106.46U28390,85.27U28390,Q16495239,Q11472,Q71989864,002051AM001004,Q172984,60.2U28390,22.9U174728,16.9U174728,63802
Q97772585,Q125191,Vista parcial da Exposição Internacional do Centenário da Independência do Brasil,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.904722/-43.169202,19.18U11573,172.46U28390,84.44U28390,Q16495239,Q11472,Q71989864,002051AM001005,Q172984,60.2U28390,22.8U174728,17.2U174728,63803
,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.904682/-43.169131,8.19U11573,-177.19U28390,94.24U28390,Q16495239,Q11472,Q71989864,002051AM001006,Q172984,50.0U28390,21.5U174728,17.5U174728,82623
,Q125191,Exposição Internacional de 1922 - Parque de Diversões,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.908244/-43.171218,11.18U11573,100.09U28390,92.47U28390,Q16495239,Q11472,Q71989864,002051AM001007,Q172984,59.8U28390,23U174728,16.9U174728,82624
Q65620222,Q125191,"Enseada de Botafogo, tomada a partir do morro do Corcovado; ao fundo, o Pão de Açúcar",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.951851/-43.21001,704.27U11573,81.22U28390,81.6U28390,Q16495239,Q11472,Q71989864,002051AM002001,Q172984,35.8U28390,22.6U174728,17.2U174728,82625
Q97772586,Q125191,"Praça XV de novembro e arredores vistos do alto do morro do Castelo, ao fundo, Ilha das Cobras e ponte Almirante Alexandrino",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90682/-43.174653,56.5U11573,9.5U28390,85.27U28390,Q16495239,Q11472,Q71989864,002051AM002002,Q172984,45.2U28390,23U174728,16.8U174728,63804
,Q125191,"Praça Mauá, ao fundo, a Avenida Central e, à esquerda, o Morro de São Bento",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.895376/-43.181396,19.87U11573,147.2U28390,83.6U28390,Q16495239,Q11472,Q71989864,002051AM002003,Q172984,50.0U28390,23.0U174728,17.1U174728,82626
,Q125191,"Praça Mauá, ao fundo, o Morro da Conceição",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.895378/-43.181362,20.9U11573,-175.7U28390,77.99U28390,Q16495239,Q11472,Q71989864,002051AM002004,Q172984,52.8U28390,22.9U174728,17.0U174728,82627
,Q125191,"Bairro do Flamengo tomado a partir da Glória; ao fundo, o Morro do Pão de Açúcar",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.922971/-43.172899,49.4U11573,172.57U28390,81.68U28390,Q16495239,Q11472,Q71989864,002051AM002005,Q172984,59.2U28390,22.7U174728,17.0U174728,82628
,Q125191,"Palace Hotel, conhecido como Hotel Guinle",Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-01-01T00:00:00Z/8,1920-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.908366/-43.17659,26.17U11573,4.5U28390,89.2U28390,Q16495239,Q11472,Q71989864,002051AM002006,Q172984,50.0U28390,22.7U174728,17.0U174728,82629
,Q125191,Hotel Central,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.933355/-43.174348,15.72U11573,-51.11U28390,96.98U28390,Q16495239,Q11472,Q71989864,002051AM002007,Q172984,44.4U28390,17.0U174728,22.9U174728,82630
,Q125191,Pavilhão Mourisco da Fundação Oswaldo Cruz (FIOCRUZ),Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.874829/-43.244699,38.69U11573,-99.25U28390,97.92U28390,Q16495239,Q11472,Q71989864,002051AM002008,Q172984,40.6U28390,16.9U174728,22.8U174728,82631
Q97772570,Q125191,"Vista aérea do Rio de Janeiro, tomada do interior do Graf Zepellin",Fotografia de Anônimo,Photograph by Anônimo,1935-01-01T00:00:00Z/8,1933-01-01T00:00:00Z/9,1937-01-01T00:00:00Z/9,Q155,@-22.924599/-43.186036,452.17U11573,137.13U28390,79.29U28390,Q4233718,Q11472,Q71989864,002051AN009,,43.4U28390,13.8U174728,8.7U174728,63733
Q97772571,Q125191,"Vista aérea de Copacabana, no Rio de Janeiro, tomada do interior do Graf Zepellin",Fotografia de Anônimo,Photograph by Anônimo,1935-01-01T00:00:00Z/8,1933-01-01T00:00:00Z/9,1937-01-01T00:00:00Z/9,Q155,@-22.985934/-43.196578,136.0U11573,45.86U28390,79.13U28390,Q4233718,Q11472,Q71989864,002051AN010,,50.6U28390,13.7U174728,8.7U174728,63734
,Q125191,Residência da família Barreira Vianna,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987426/-43.193912,14.59U11573,-155.73U28390,89.54U28390,Q63166517,Q11472,Q71989864,002054VIAN001,Q172984,50.0U28390,16.9U174728,10.7U174728,82665
,Q125191,Praia de Ipanema; ao fundo; a pedra do Arpoador,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.988155/-43.193944,9.41U11573,121.42U28390,96.66U28390,Q63166517,Q11472,Q71989864,002054VIAN003,Q172984,50.0U28390,16.6U174728,12.1U174728,82664
Q97772503,Q125191,"Pedra do Arpoador e trilho de bonde, tomados das cercanias da residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano.",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1902-01-01T00:00:00Z/9,,,Q155,@-22.988105/-43.194296,12.22U11573,135.9U28390,95.66U28390,Q63166517,Q11472,Q71989864,002054VIAN004,Q172984,50.0U28390,,,18203
,Q125191,Residência da família Barreira Vianna,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987694/-43.19444,11.16U11573,-20.62U28390,93.22U28390,Q63166517,Q11472,Q71989864,002054VIAN005,Q172984,50.0U28390,17U174728,12.0U174728,82667
