,0
2998,False
2999,False
3000,False
3001,False
3002,False
3003,False
3004,False
3005,False
3006,False
3007,False
3008,False
3009,False
3010,False
3011,False
3012,False
3013,False
3014,False
3015,False
3016,False
3017,False
3018,False
3019,False
3020,False
3021,False
3022,False
3023,False
3024,False
3025,False
3026,False
3027,False
3028,False
3029,False
3030,False
3031,False
3032,False
3033,False
3034,False
3035,False
3036,False
3037,False
3038,False
3039,False
3040,False
3041,False
3042,False
3043,False
3044,False
3045,False
3046,False
3047,False
3048,False
3049,False
3050,False
3051,False
3052,False
3053,False
3054,False
3055,False
3056,False
3057,False
3058,False
3059,False
3060,False
3061,False
3062,False
3063,False
3064,False
3065,False
3066,False
3067,False
3068,False
3069,False
3070,False
3071,False
3072,False
3073,False
3074,False
3075,False
3076,False
3077,False
3078,False
3079,False
3080,False
3081,False
3082,False
3083,False
3084,False
3085,False
3086,False
3087,False
3088,False
3089,False
3090,False
3091,False
3092,False
3093,False
3094,False
3095,False
3096,False
3097,False
3098,False
3099,False
3100,False
3101,False
3102,False
3103,False
3104,False
3105,False
3106,False
3107,False
3108,False
3109,False
3110,False
3111,False
3112,False
3113,False
3114,False
3115,False
3116,False
3117,False
3118,False
3119,False
3120,False
3121,False
3122,False
3123,False
3124,False
3125,False
3126,False
3127,False
3128,False
3129,False
3130,False
3131,False
3132,False
3133,False
3134,False
3135,False
3136,False
3137,False
3138,False
3139,False
3140,False
3141,False
3142,False
3143,False
3144,False
3145,False
3146,False
3147,False
3148,False
3149,False
3150,False
3151,False
3152,False
3153,False
3154,False
3155,False
3156,False
3157,False
3158,False
3159,False
3160,False
3161,False
3162,False
3163,False
3164,False
3165,False
3166,False
3167,False
3168,False
3169,False
3170,False
3171,False
3172,False
3173,False
3174,False
3175,False
3176,False
3177,False
3178,False
3179,False
3180,False
3181,False
